po_item_id,po_id,pr_item_id,item_id,ordered_quantity,uom,unit_price,line_subtotal,tax_rate,tax_amount,discount_amount,line_total,expected_delivery_date,received_quantity,pending_quantity,line_status,remarks
1531,616,3466,97,209.000,No,2.00,418.00,18.00,75.24,0.00,493.24,2024-07-15,0.000,209.000,Ordered,Generated PO item from PR item.
1532,616,616,19,32.000,No,450.00,14400.00,18.00,2592.00,0.00,16992.00,2024-07-15,0.000,32.000,Ordered,Generated PO item from PR item.
1533,617,617,20,86.000,No,456.75,39280.50,18.00,7070.49,0.00,46350.99,2024-07-17,0.000,86.000,Ordered,Generated PO item from PR item.
1534,617,3467,98,29.000,No,8.12,235.48,18.00,42.39,0.00,277.87,2024-07-17,0.000,29.000,Ordered,Generated PO item from PR item.
1535,618,3468,99,96.000,No,4.12,395.52,18.00,71.19,0.00,466.71,2024-07-28,0.000,96.000,Ordered,Generated PO item from PR item.
1536,618,618,21,24.000,No,61.80,1483.20,18.00,266.98,0.00,1750.18,2024-07-28,0.000,24.000,Ordered,Generated PO item from PR item.
1537,619,619,22,191.000,No,125.40,23951.40,18.00,4311.25,0.00,28262.65,2024-07-27,0.000,191.000,Ordered,Generated PO item from PR item.
1538,619,3469,1,386.000,No,1881.00,726066.00,18.00,130691.88,0.00,856757.88,2024-07-27,0.000,386.000,Ordered,Generated PO item from PR item.
1539,620,3470,2,309.000,No,2968.00,917112.00,18.00,165080.16,0.00,1082192.16,2024-08-01,0.000,309.000,Ordered,Generated PO item from PR item.
1540,620,620,23,77.000,No,127.20,9794.40,18.00,1762.99,0.00,11557.39,2024-08-01,0.000,77.000,Ordered,Generated PO item from PR item.
1541,621,621,24,29.000,No,220.00,6380.00,18.00,1148.40,0.00,7528.40,2024-07-31,0.000,29.000,Ordered,Generated PO item from PR item.
1542,621,3471,3,52.000,No,6200.00,322400.00,18.00,58032.00,0.00,380432.00,2024-07-31,0.000,52.000,Ordered,Generated PO item from PR item.
1543,622,3472,4,305.000,No,1218.00,371490.00,18.00,66868.20,0.00,438358.20,2024-07-29,0.000,305.000,Ordered,Generated PO item from PR item.
1544,622,622,25,33.000,No,659.75,21771.75,18.00,3918.92,0.00,25690.67,2024-07-29,0.000,33.000,Ordered,Generated PO item from PR item.
1545,623,623,26,83.000,No,15.45,1282.35,18.00,230.82,0.00,1513.17,2024-07-18,0.000,83.000,Ordered,Generated PO item from PR item.
1546,623,3473,5,412.000,No,2266.00,933592.00,18.00,168046.56,0.00,1101638.56,2024-07-18,0.000,412.000,Ordered,Generated PO item from PR item.
1547,624,3474,6,423.000,No,5225.00,2210175.00,18.00,397831.50,0.00,2608006.50,2024-07-31,0.000,423.000,Ordered,Generated PO item from PR item.
1548,624,624,27,223.000,No,47.03,10487.69,18.00,1887.78,0.00,12375.47,2024-07-31,0.000,223.000,Ordered,Generated PO item from PR item.
1549,625,625,28,125.000,No,116.60,14575.00,18.00,2623.50,0.00,17198.50,2024-07-26,0.000,125.000,Ordered,Generated PO item from PR item.
1550,625,3475,7,99.000,No,190.80,18889.20,18.00,3400.06,0.00,22289.26,2024-07-26,0.000,99.000,Ordered,Generated PO item from PR item.
1551,626,3476,8,63.000,No,240.00,15120.00,18.00,2721.60,0.00,17841.60,2024-07-28,0.000,63.000,Ordered,Generated PO item from PR item.
1552,626,626,29,155.000,kg,850.00,131750.00,18.00,23715.00,0.00,155465.00,2024-07-28,0.000,155.000,Ordered,Generated PO item from PR item.
1553,627,627,30,95.000,kg,893.20,84854.00,18.00,15273.72,0.00,100127.72,2024-07-19,0.000,95.000,Ordered,Generated PO item from PR item.
1554,627,3477,9,81.000,No,365.40,29597.40,18.00,5327.53,0.00,34924.93,2024-07-19,0.000,81.000,Ordered,Generated PO item from PR item.
1555,628,3478,10,77.000,No,463.50,35689.50,18.00,6424.11,0.00,42113.61,2024-07-19,0.000,77.000,Ordered,Generated PO item from PR item.
1556,628,628,31,143.000,kg,947.60,135506.80,18.00,24391.22,0.00,159898.02,2024-07-19,0.000,143.000,Ordered,Generated PO item from PR item.
1557,629,629,32,274.000,m,36.58,10022.92,18.00,1804.13,0.00,11827.05,2024-08-02,0.000,274.000,Ordered,Generated PO item from PR item.
1558,629,3479,11,90.000,No,783.75,70537.50,18.00,12696.75,0.00,83234.25,2024-08-02,0.000,90.000,Ordered,Generated PO item from PR item.
1559,630,3480,12,79.000,No,1908.00,150732.00,18.00,27131.76,0.00,177863.76,2024-07-17,0.000,79.000,Ordered,Generated PO item from PR item.
1560,630,630,33,154.000,m,63.60,9794.40,18.00,1762.99,0.00,11557.39,2024-07-17,0.000,154.000,Ordered,Generated PO item from PR item.
1561,631,631,34,441.000,m,150.00,66150.00,18.00,11907.00,0.00,78057.00,2024-07-22,0.000,441.000,Ordered,Generated PO item from PR item.
1562,631,3481,13,117.000,No,160.00,18720.00,18.00,3369.60,0.00,22089.60,2024-07-22,0.000,117.000,Ordered,Generated PO item from PR item.
1563,632,3482,14,15.000,No,223.30,3349.50,18.00,602.91,0.00,3952.41,2024-07-21,0.000,15.000,Ordered,Generated PO item from PR item.
1564,632,632,35,179.000,No,91.35,16351.65,18.00,2943.30,0.00,19294.95,2024-07-21,0.000,179.000,Ordered,Generated PO item from PR item.
1565,633,633,36,194.000,No,185.40,35967.60,18.00,6474.17,0.00,42441.77,2024-07-16,0.000,194.000,Ordered,Generated PO item from PR item.
1566,633,3483,15,72.000,No,432.60,31147.20,18.00,5606.50,0.00,36753.70,2024-07-16,0.000,72.000,Ordered,Generated PO item from PR item.
1567,634,3484,16,82.000,No,1358.50,111397.00,18.00,20051.46,0.00,131448.46,2024-07-14,0.000,82.000,Ordered,Generated PO item from PR item.
1568,634,634,37,238.000,No,438.90,104458.20,18.00,18802.48,0.00,123260.68,2024-07-14,0.000,238.000,Ordered,Generated PO item from PR item.
1569,635,635,38,66.000,No,12.72,839.52,18.00,151.11,0.00,990.63,2024-08-06,0.000,66.000,Ordered,Generated PO item from PR item.
1570,635,3485,17,42.000,No,2544.00,106848.00,18.00,19232.64,0.00,126080.64,2024-08-06,0.000,42.000,Ordered,Generated PO item from PR item.
1571,636,3486,18,220.000,No,5200.00,1144000.00,18.00,205920.00,0.00,1349920.00,2024-07-31,0.000,220.000,Ordered,Generated PO item from PR item.
1572,636,636,39,27.000,No,45.00,1215.00,18.00,218.70,0.00,1433.70,2024-07-31,0.000,27.000,Ordered,Generated PO item from PR item.
1573,637,637,40,148.000,No,121.80,18026.40,18.00,3244.75,0.00,21271.15,2024-08-02,0.000,148.000,Ordered,Generated PO item from PR item.
1574,637,3487,19,171.000,No,456.75,78104.25,18.00,14058.77,0.00,92163.02,2024-08-02,0.000,171.000,Ordered,Generated PO item from PR item.
1575,638,3488,20,229.000,No,463.50,106141.50,18.00,19105.47,0.00,125246.97,2024-07-20,0.000,229.000,Ordered,Generated PO item from PR item.
1576,638,638,41,85.000,No,1442.00,122570.00,18.00,22062.60,0.00,144632.60,2024-07-20,0.000,85.000,Ordered,Generated PO item from PR item.
1577,639,639,42,112.000,No,3344.00,374528.00,18.00,67415.04,0.00,441943.04,2024-07-23,0.000,112.000,Ordered,Generated PO item from PR item.
1578,639,3489,21,143.000,No,62.70,8966.10,18.00,1613.90,0.00,10580.00,2024-07-23,0.000,143.000,Ordered,Generated PO item from PR item.
1579,640,3490,22,31.000,No,127.20,3943.20,18.00,709.78,0.00,4652.98,2024-07-27,0.000,31.000,Ordered,Generated PO item from PR item.
1580,640,640,43,62.000,No,90.10,5586.20,18.00,1005.52,0.00,6591.72,2024-07-27,0.000,62.000,Ordered,Generated PO item from PR item.
1581,641,641,44,103.000,No,220.00,22660.00,18.00,4078.80,0.00,26738.80,2024-07-24,0.000,103.000,Ordered,Generated PO item from PR item.
1582,641,3491,23,91.000,No,120.00,10920.00,18.00,1965.60,0.00,12885.60,2024-07-24,0.000,91.000,Ordered,Generated PO item from PR item.
1583,642,3492,24,48.000,No,223.30,10718.40,18.00,1929.31,0.00,12647.71,2024-07-19,0.000,48.000,Ordered,Generated PO item from PR item.
1584,642,642,45,101.000,No,355.25,35880.25,18.00,6458.45,0.00,42338.70,2024-07-19,0.000,101.000,Ordered,Generated PO item from PR item.
1585,643,643,46,91.000,No,772.50,70297.50,18.00,12653.55,0.00,82951.05,2024-08-03,0.000,91.000,Ordered,Generated PO item from PR item.
1586,643,3493,25,70.000,No,669.50,46865.00,18.00,8435.70,0.00,55300.70,2024-08-03,0.000,70.000,Ordered,Generated PO item from PR item.
1587,644,3494,26,98.000,No,15.68,1536.64,18.00,276.60,0.00,1813.24,2024-08-07,0.000,98.000,Ordered,Generated PO item from PR item.
1588,644,644,47,61.000,Set,470.25,28685.25,18.00,5163.35,0.00,33848.60,2024-08-07,0.000,61.000,Ordered,Generated PO item from PR item.
1589,645,645,48,50.000,Set,1007.00,50350.00,18.00,9063.00,0.00,59413.00,2024-07-31,0.000,50.000,Ordered,Generated PO item from PR item.
1590,645,3495,27,126.000,No,47.70,6010.20,18.00,1081.84,0.00,7092.04,2024-07-31,0.000,126.000,Ordered,Generated PO item from PR item.
1591,646,3496,28,125.000,No,110.00,13750.00,18.00,2475.00,0.00,16225.00,2024-07-26,0.000,125.000,Ordered,Generated PO item from PR item.
1592,646,646,49,121.000,No,25.00,3025.00,18.00,544.50,0.00,3569.50,2024-07-26,0.000,121.000,Ordered,Generated PO item from PR item.
1593,647,647,50,32.000,No,40.60,1299.20,18.00,233.86,0.00,1533.06,2024-07-28,0.000,32.000,Ordered,Generated PO item from PR item.
1594,647,3497,29,64.000,kg,862.75,55216.00,18.00,9938.88,0.00,65154.88,2024-07-28,0.000,64.000,Ordered,Generated PO item from PR item.
1595,648,3498,30,115.000,kg,906.40,104236.00,18.00,18762.48,0.00,122998.48,2024-07-21,0.000,115.000,Ordered,Generated PO item from PR item.
1596,648,648,51,145.000,No,113.30,16428.50,18.00,2957.13,0.00,19385.63,2024-07-21,0.000,145.000,Ordered,Generated PO item from PR item.
1597,649,649,52,48.000,No,2.09,100.32,18.00,18.06,0.00,118.38,2024-07-23,0.000,48.000,Ordered,Generated PO item from PR item.
1598,649,3499,31,150.000,kg,961.40,144210.00,18.00,25957.80,0.00,170167.80,2024-07-23,0.000,150.000,Ordered,Generated PO item from PR item.
1599,650,3500,32,29.000,m,37.10,1075.90,18.00,193.66,0.00,1269.56,2024-07-29,0.000,29.000,Ordered,Generated PO item from PR item.
1600,650,650,53,82.000,No,3.18,260.76,18.00,46.94,0.00,307.70,2024-07-29,0.000,82.000,Ordered,Generated PO item from PR item.
1601,651,651,54,107.000,No,5.00,535.00,18.00,96.30,0.00,631.30,2024-07-30,0.000,107.000,Ordered,Generated PO item from PR item.
1602,651,3501,33,82.000,m,60.00,4920.00,18.00,885.60,0.00,5805.60,2024-07-30,0.000,82.000,Ordered,Generated PO item from PR item.
1603,652,3502,34,425.000,m,152.25,64706.25,18.00,11647.13,0.00,76353.38,2024-07-29,0.000,425.000,Ordered,Generated PO item from PR item.
1604,652,652,55,39.000,No,8.12,316.68,18.00,57.00,0.00,373.68,2024-07-29,0.000,39.000,Ordered,Generated PO item from PR item.
1605,653,653,56,100.000,No,10.30,1030.00,18.00,185.40,0.00,1215.40,2024-08-03,0.000,100.000,Ordered,Generated PO item from PR item.
1606,653,3503,35,145.000,No,92.70,13441.50,18.00,2419.47,0.00,15860.97,2024-08-03,0.000,145.000,Ordered,Generated PO item from PR item.
1607,654,3504,36,244.000,No,188.10,45896.40,18.00,8261.35,0.00,54157.75,2024-07-28,0.000,244.000,Ordered,Generated PO item from PR item.
1608,654,654,57,70.000,No,12.54,877.80,18.00,158.00,0.00,1035.80,2024-07-28,0.000,70.000,Ordered,Generated PO item from PR item.
1609,655,655,58,214.000,No,6.36,1361.04,18.00,244.99,0.00,1606.03,2024-07-20,0.000,214.000,Ordered,Generated PO item from PR item.
1610,655,3505,37,153.000,No,445.20,68115.60,18.00,12260.81,0.00,80376.41,2024-07-20,0.000,153.000,Ordered,Generated PO item from PR item.
1611,656,3506,38,165.000,No,12.00,1980.00,18.00,356.40,0.00,2336.40,2024-07-21,0.000,165.000,Ordered,Generated PO item from PR item.
1612,656,656,59,216.000,No,5.00,1080.00,18.00,194.40,0.00,1274.40,2024-07-21,0.000,216.000,Ordered,Generated PO item from PR item.
1613,657,657,60,22.000,m,18.27,401.94,18.00,72.35,0.00,474.29,2024-07-27,0.000,22.000,Ordered,Generated PO item from PR item.
1614,657,3507,39,226.000,No,45.68,10323.68,18.00,1858.26,0.00,12181.94,2024-07-27,0.000,226.000,Ordered,Generated PO item from PR item.
1615,658,3508,40,167.000,No,123.60,20641.20,18.00,3715.42,0.00,24356.62,2024-08-03,0.000,167.000,Ordered,Generated PO item from PR item.
1616,658,658,61,309.000,m,25.75,7956.75,18.00,1432.22,0.00,9388.97,2024-08-03,0.000,309.000,Ordered,Generated PO item from PR item.
1617,659,659,62,328.000,m,47.03,15425.84,18.00,2776.65,0.00,18202.49,2024-08-05,0.000,328.000,Ordered,Generated PO item from PR item.
1618,659,3509,41,86.000,No,1463.00,125818.00,18.00,22647.24,0.00,148465.24,2024-08-05,0.000,86.000,Ordered,Generated PO item from PR item.
1619,660,3510,42,134.000,No,3392.00,454528.00,18.00,81815.04,0.00,536343.04,2024-08-05,0.000,134.000,Ordered,Generated PO item from PR item.
1620,660,660,63,201.000,No,3.18,639.18,18.00,115.05,0.00,754.23,2024-08-05,0.000,201.000,Ordered,Generated PO item from PR item.
1621,661,661,64,245.000,No,5.00,1225.00,18.00,220.50,0.00,1445.50,2024-08-06,0.000,245.000,Ordered,Generated PO item from PR item.
1622,661,3511,43,62.000,No,85.00,5270.00,18.00,948.60,0.00,6218.60,2024-08-06,0.000,62.000,Ordered,Generated PO item from PR item.
1623,662,3512,44,87.000,No,223.30,19427.10,18.00,3496.88,0.00,22923.98,2024-08-02,0.000,87.000,Ordered,Generated PO item from PR item.
1624,662,662,65,399.000,No,12.18,4859.82,18.00,874.77,0.00,5734.59,2024-08-02,0.000,399.000,Ordered,Generated PO item from PR item.
1625,663,663,66,201.000,No,1.55,311.55,18.00,56.08,0.00,367.63,2024-07-24,0.000,201.000,Ordered,Generated PO item from PR item.
1626,663,3513,45,172.000,No,360.50,62006.00,18.00,11161.08,0.00,73167.08,2024-07-24,0.000,172.000,Ordered,Generated PO item from PR item.
1627,664,3514,46,41.000,No,783.75,32133.75,18.00,5784.08,0.00,37917.83,2024-08-03,0.000,41.000,Ordered,Generated PO item from PR item.
1628,664,664,67,51.000,No,2.61,133.11,18.00,23.96,0.00,157.07,2024-08-03,0.000,51.000,Ordered,Generated PO item from PR item.
1629,665,665,68,199.000,No,6.36,1265.64,18.00,227.82,0.00,1493.46,2024-08-01,0.000,199.000,Ordered,Generated PO item from PR item.
1630,665,3515,47,56.000,Set,477.00,26712.00,18.00,4808.16,0.00,31520.16,2024-08-01,0.000,56.000,Ordered,Generated PO item from PR item.
1631,666,3516,48,49.000,Set,950.00,46550.00,18.00,8379.00,0.00,54929.00,2024-08-12,0.000,49.000,Ordered,Generated PO item from PR item.
1632,666,666,69,142.000,No,0.80,113.60,18.00,20.45,0.00,134.05,2024-08-12,0.000,142.000,Ordered,Generated PO item from PR item.
1633,667,667,70,204.000,No,1.22,248.88,18.00,44.80,0.00,293.68,2024-08-01,0.000,204.000,Ordered,Generated PO item from PR item.
1634,667,3517,49,80.000,No,25.38,2030.40,18.00,365.47,0.00,2395.87,2024-08-01,0.000,80.000,Ordered,Generated PO item from PR item.
1635,668,3518,50,16.000,No,41.20,659.20,18.00,118.66,0.00,777.86,2024-07-30,0.000,16.000,Ordered,Generated PO item from PR item.
1636,668,668,71,130.000,No,2.58,335.40,18.00,60.37,0.00,395.77,2024-07-30,0.000,130.000,Ordered,Generated PO item from PR item.
1637,669,669,72,92.000,No,0.84,77.28,18.00,13.91,0.00,91.19,2024-07-26,0.000,92.000,Ordered,Generated PO item from PR item.
1638,669,3519,51,178.000,No,114.95,20461.10,18.00,3683.00,0.00,24144.10,2024-07-26,0.000,178.000,Ordered,Generated PO item from PR item.
1639,670,3520,52,207.000,No,2.12,438.84,18.00,78.99,0.00,517.83,2024-07-28,0.000,207.000,Ordered,Generated PO item from PR item.
1640,670,670,73,493.000,No,1.27,626.11,18.00,112.70,0.00,738.81,2024-07-28,0.000,493.000,Ordered,Generated PO item from PR item.
1641,671,671,74,81.000,No,2.50,202.50,18.00,36.45,0.00,238.95,2024-08-10,0.000,81.000,Ordered,Generated PO item from PR item.
1642,671,3521,53,184.000,No,3.00,552.00,18.00,99.36,0.00,651.36,2024-08-10,0.000,184.000,Ordered,Generated PO item from PR item.
1643,672,3522,54,108.000,No,5.08,548.64,18.00,98.76,0.00,647.40,2024-07-22,0.000,108.000,Ordered,Generated PO item from PR item.
1644,672,672,75,359.000,No,4.06,1457.54,18.00,262.36,0.00,1719.90,2024-07-22,0.000,359.000,Ordered,Generated PO item from PR item.
1645,673,673,76,365.000,No,7.21,2631.65,18.00,473.70,0.00,3105.35,2024-07-24,0.000,365.000,Ordered,Generated PO item from PR item.
1646,673,3523,55,165.000,No,8.24,1359.60,18.00,244.73,0.00,1604.33,2024-07-24,0.000,165.000,Ordered,Generated PO item from PR item.
1647,674,3524,56,107.000,No,10.45,1118.15,18.00,201.27,0.00,1319.42,2024-07-25,0.000,107.000,Ordered,Generated PO item from PR item.
1648,674,674,77,317.000,No,15.68,4970.56,18.00,894.70,0.00,5865.26,2024-07-25,0.000,317.000,Ordered,Generated PO item from PR item.
1649,675,675,78,458.000,No,4.24,1941.92,18.00,349.55,0.00,2291.47,2024-08-07,0.000,458.000,Ordered,Generated PO item from PR item.
1650,675,3525,57,93.000,No,12.72,1182.96,18.00,212.93,0.00,1395.89,2024-08-07,0.000,93.000,Ordered,Generated PO item from PR item.
1651,676,3526,58,85.000,No,6.00,510.00,18.00,91.80,0.00,601.80,2024-08-01,0.000,85.000,Ordered,Generated PO item from PR item.
1652,676,676,79,22.000,No,4.00,88.00,18.00,15.84,0.00,103.84,2024-08-01,0.000,22.000,Ordered,Generated PO item from PR item.
1653,677,677,80,33655.000,ml,0.81,27260.55,18.00,4906.90,0.00,32167.45,2024-08-07,0.000,33655.000,Ordered,Generated PO item from PR item.
1654,677,3527,59,56.000,No,5.08,284.48,18.00,51.21,0.00,335.69,2024-08-07,0.000,56.000,Ordered,Generated PO item from PR item.
1655,678,3528,60,486.000,m,18.54,9010.44,18.00,1621.88,0.00,10632.32,2024-08-03,0.000,486.000,Ordered,Generated PO item from PR item.
1656,678,678,81,6345.000,g,1.24,7867.80,18.00,1416.20,0.00,9284.00,2024-08-03,0.000,6345.000,Ordered,Generated PO item from PR item.
1657,679,679,82,59808.000,ml,1.57,93898.56,18.00,16901.74,0.00,110800.30,2024-07-31,0.000,59808.000,Ordered,Generated PO item from PR item.
1658,679,3529,61,340.000,m,26.13,8884.20,18.00,1599.16,0.00,10483.36,2024-07-31,0.000,340.000,Ordered,Generated PO item from PR item.
1659,680,3530,62,104.000,m,47.70,4960.80,18.00,892.94,0.00,5853.74,2024-08-09,0.000,104.000,Ordered,Generated PO item from PR item.
1660,680,680,83,19431.000,g,0.64,12435.84,18.00,2238.45,0.00,14674.29,2024-08-09,0.000,19431.000,Ordered,Generated PO item from PR item.
1661,681,681,84,90301.000,ml,0.25,22575.25,18.00,4063.55,0.00,26638.80,2024-07-27,0.000,90301.000,Ordered,Generated PO item from PR item.
1662,681,3531,63,436.000,No,3.00,1308.00,18.00,235.44,0.00,1543.44,2024-07-27,0.000,436.000,Ordered,Generated PO item from PR item.
1663,682,3532,64,92.000,No,5.08,467.36,18.00,84.12,0.00,551.48,2024-07-25,0.000,92.000,Ordered,Generated PO item from PR item.
1664,682,682,85,12012.000,g,1.83,21981.96,18.00,3956.75,0.00,25938.71,2024-07-25,0.000,12012.000,Ordered,Generated PO item from PR item.
1665,683,683,86,7841.000,g,1.24,9722.84,18.00,1750.11,0.00,11472.95,2024-08-03,0.000,7841.000,Ordered,Generated PO item from PR item.
1666,683,3533,65,305.000,No,12.36,3769.80,18.00,678.56,0.00,4448.36,2024-08-03,0.000,305.000,Ordered,Generated PO item from PR item.
1667,684,3534,66,99.000,No,1.57,155.43,18.00,27.98,0.00,183.41,2024-07-30,0.000,99.000,Ordered,Generated PO item from PR item.
1668,684,684,87,27805.000,g,0.84,23356.20,18.00,4204.12,0.00,27560.32,2024-07-30,0.000,27805.000,Ordered,Generated PO item from PR item.
1669,685,685,88,170.000,No,47.70,8109.00,18.00,1459.62,0.00,9568.62,2024-08-02,0.000,170.000,Ordered,Generated PO item from PR item.
1670,685,3535,67,193.000,No,2.65,511.45,18.00,92.06,0.00,603.51,2024-08-02,0.000,193.000,Ordered,Generated PO item from PR item.
1671,686,3536,68,336.000,No,6.00,2016.00,18.00,362.88,0.00,2378.88,2024-08-14,0.000,336.000,Ordered,Generated PO item from PR item.
1672,686,686,89,193.000,No,18.00,3474.00,18.00,625.32,0.00,4099.32,2024-08-14,0.000,193.000,Ordered,Generated PO item from PR item.
1673,687,687,90,114.000,Sheet,10.15,1157.10,18.00,208.28,0.00,1365.38,2024-08-07,0.000,114.000,Ordered,Generated PO item from PR item.
1674,687,3537,69,500.000,No,0.81,405.00,18.00,72.90,0.00,477.90,2024-08-07,0.000,500.000,Ordered,Generated PO item from PR item.
1675,688,3538,70,497.000,No,1.24,616.28,18.00,110.93,0.00,727.21,2024-07-30,0.000,497.000,Ordered,Generated PO item from PR item.
1676,688,688,91,115.000,No,6.18,710.70,18.00,127.93,0.00,838.63,2024-07-30,0.000,115.000,Ordered,Generated PO item from PR item.
1677,689,689,92,207.000,m,1.25,258.75,18.00,46.58,0.00,305.33,2024-08-06,0.000,207.000,Ordered,Generated PO item from PR item.
1678,689,3539,71,450.000,No,2.61,1174.50,18.00,211.41,0.00,1385.91,2024-08-06,0.000,450.000,Ordered,Generated PO item from PR item.
1679,690,3540,72,133.000,No,0.85,113.05,18.00,20.35,0.00,133.40,2024-08-08,0.000,133.000,Ordered,Generated PO item from PR item.
1680,690,690,93,189.000,No,3.18,601.02,18.00,108.18,0.00,709.20,2024-08-08,0.000,189.000,Ordered,Generated PO item from PR item.
1681,691,691,94,56.000,No,35.00,1960.00,18.00,352.80,0.00,2312.80,2024-08-01,0.000,56.000,Ordered,Generated PO item from PR item.
1682,691,3541,73,64.000,No,1.20,76.80,18.00,13.82,0.00,90.62,2024-08-01,0.000,64.000,Ordered,Generated PO item from PR item.
1683,692,3542,74,455.000,No,2.54,1155.70,18.00,208.03,0.00,1363.73,2024-07-30,0.000,455.000,Ordered,Generated PO item from PR item.
1684,692,692,95,244.000,No,3.05,744.20,18.00,133.96,0.00,878.16,2024-07-30,0.000,244.000,Ordered,Generated PO item from PR item.
1685,693,693,96,48.000,No,4.12,197.76,18.00,35.60,0.00,233.36,2024-08-08,0.000,48.000,Ordered,Generated PO item from PR item.
1686,693,3543,75,464.000,No,4.12,1911.68,18.00,344.10,0.00,2255.78,2024-08-08,0.000,464.000,Ordered,Generated PO item from PR item.
1687,694,3544,76,154.000,No,7.32,1127.28,18.00,202.91,0.00,1330.19,2024-08-08,0.000,154.000,Ordered,Generated PO item from PR item.
1688,694,694,97,118.000,No,2.09,246.62,18.00,44.39,0.00,291.01,2024-08-08,0.000,118.000,Ordered,Generated PO item from PR item.
1689,695,695,98,82.000,No,8.48,695.36,18.00,125.16,0.00,820.52,2024-08-16,0.000,82.000,Ordered,Generated PO item from PR item.
1690,695,3545,77,29.000,No,15.90,461.10,18.00,83.00,0.00,544.10,2024-08-16,0.000,29.000,Ordered,Generated PO item from PR item.
1691,696,3546,78,331.000,No,4.00,1324.00,18.00,238.32,0.00,1562.32,2024-08-09,0.000,331.000,Ordered,Generated PO item from PR item.
1692,696,696,99,163.000,No,4.00,652.00,18.00,117.36,0.00,769.36,2024-08-09,0.000,163.000,Ordered,Generated PO item from PR item.
1693,697,697,1,356.000,No,1827.00,650412.00,18.00,117074.16,0.00,767486.16,2024-08-02,0.000,356.000,Ordered,Generated PO item from PR item.
1694,697,3547,79,56.000,No,4.06,227.36,18.00,40.92,0.00,268.28,2024-08-02,0.000,56.000,Ordered,Generated PO item from PR item.
1695,698,3548,80,8847.000,ml,0.82,7254.54,18.00,1305.82,0.00,8560.36,2024-08-08,0.000,8847.000,Ordered,Generated PO item from PR item.
1696,698,698,2,464.000,No,2884.00,1338176.00,18.00,240871.68,0.00,1579047.68,2024-08-08,0.000,464.000,Ordered,Generated PO item from PR item.
1697,699,699,3,405.000,No,6479.00,2623995.00,18.00,472319.10,0.00,3096314.10,2024-08-10,0.000,405.000,Ordered,Generated PO item from PR item.
1698,699,3549,81,28178.000,g,1.25,35222.50,18.00,6340.05,0.00,41562.55,2024-08-10,0.000,28178.000,Ordered,Generated PO item from PR item.
1699,700,3550,82,52087.000,ml,1.59,82818.33,18.00,14907.30,0.00,97725.63,2024-08-02,0.000,52087.000,Ordered,Generated PO item from PR item.
1700,700,700,4,162.000,No,1272.00,206064.00,18.00,37091.52,0.00,243155.52,2024-08-02,0.000,162.000,Ordered,Generated PO item from PR item.
1701,701,701,5,143.000,No,2200.00,314600.00,18.00,56628.00,0.00,371228.00,2024-08-11,0.000,143.000,Ordered,Generated PO item from PR item.
1702,701,3551,83,4249.000,g,0.60,2549.40,18.00,458.89,0.00,3008.29,2024-08-11,0.000,4249.000,Ordered,Generated PO item from PR item.
1703,702,3552,84,67184.000,ml,0.25,16796.00,18.00,3023.28,0.00,19819.28,2024-08-07,0.000,67184.000,Ordered,Generated PO item from PR item.
1704,702,702,6,449.000,No,5075.00,2278675.00,18.00,410161.50,0.00,2688836.50,2024-08-07,0.000,449.000,Ordered,Generated PO item from PR item.
1705,703,703,7,125.000,No,185.40,23175.00,18.00,4171.50,0.00,27346.50,2024-08-18,0.000,125.000,Ordered,Generated PO item from PR item.
1706,703,3553,85,11707.000,g,1.85,21657.95,18.00,3898.43,0.00,25556.38,2024-08-18,0.000,11707.000,Ordered,Generated PO item from PR item.
1707,704,3554,86,16553.000,g,1.25,20691.25,18.00,3724.43,0.00,24415.68,2024-08-15,0.000,16553.000,Ordered,Generated PO item from PR item.
1708,704,704,8,28.000,No,250.80,7022.40,18.00,1264.03,0.00,8286.43,2024-08-15,0.000,28.000,Ordered,Generated PO item from PR item.
1709,705,705,9,207.000,No,381.60,78991.20,18.00,14218.42,0.00,93209.62,2024-08-12,0.000,207.000,Ordered,Generated PO item from PR item.
1710,705,3555,87,27068.000,g,0.85,23007.80,18.00,4141.40,0.00,27149.20,2024-08-12,0.000,27068.000,Ordered,Generated PO item from PR item.
1711,706,3556,88,63.000,No,45.00,2835.00,18.00,510.30,0.00,3345.30,2024-08-23,0.000,63.000,Ordered,Generated PO item from PR item.
1712,706,706,10,164.000,No,450.00,73800.00,18.00,13284.00,0.00,87084.00,2024-08-23,0.000,164.000,Ordered,Generated PO item from PR item.
1713,707,707,11,11.000,No,761.25,8373.75,18.00,1507.28,0.00,9881.03,2024-08-18,0.000,11.000,Ordered,Generated PO item from PR item.
1714,707,3557,89,164.000,No,18.27,2996.28,18.00,539.33,0.00,3535.61,2024-08-18,0.000,164.000,Ordered,Generated PO item from PR item.
1715,708,3558,90,208.000,Sheet,10.30,2142.40,18.00,385.63,0.00,2528.03,2024-08-02,0.000,208.000,Ordered,Generated PO item from PR item.
1716,708,708,12,197.000,No,1854.00,365238.00,18.00,65742.84,0.00,430980.84,2024-08-02,0.000,197.000,Ordered,Generated PO item from PR item.
1717,709,709,13,154.000,No,167.20,25748.80,18.00,4634.78,0.00,30383.58,2024-08-06,0.000,154.000,Ordered,Generated PO item from PR item.
