pr_item_id,pr_id,item_id,requested_quantity,uom,required_date,estimated_unit_cost,priority,reason_for_requirement,current_stock_quantity,reorder_level,budget_code,remarks,status
1529,1379,41,184.000,No,2025-03-30,1400.00,Urgent,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
1530,1380,42,189.000,No,2025-04-08,3200.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
1531,1381,43,27.000,No,2025-04-11,85.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-07,Generated PR item.,Converted to PO
1532,1382,44,200.000,No,2025-04-01,220.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
1533,1383,45,22.000,No,2025-04-09,350.00,Urgent,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2025-09,Generated PR item.,Converted to PO
1534,1384,46,157.000,No,2025-04-10,750.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-10,Generated PR item.,Converted to PO
1535,1385,47,34.000,Set,2025-04-05,450.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2025-11,Generated PR item.,Converted to PO
1536,1386,48,27.000,Set,2025-04-07,950.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-12,Generated PR item.,Converted to PO
1537,1387,49,123.000,No,2025-04-01,25.00,Urgent,Required for Electronic Components consumption plan.,0.000,800.000,BG-2025-01,Generated PR item.,Converted to PO
1538,1388,50,81.000,No,2025-04-13,40.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-02,Generated PR item.,Converted to PO
1539,1389,51,200.000,No,2025-04-14,110.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-03,Generated PR item.,Converted to PO
1540,1390,52,242.000,No,2025-04-15,2.00,High,Required for Electronic Components consumption plan.,0.000,4000.000,BG-2025-04,Generated PR item.,Converted to PO
1541,1391,53,205.000,No,2025-04-11,3.00,Urgent,Required for Electronic Components consumption plan.,0.000,2880.000,BG-2025-05,Generated PR item.,Converted to PO
1542,1392,54,113.000,No,2025-03-29,5.00,High,Required for Electronic Components consumption plan.,0.000,1920.000,BG-2025-06,Generated PR item.,Converted to PO
1543,1393,55,128.000,No,2025-04-05,8.00,High,Required for Insulation Materials consumption plan.,0.000,19200.000,BG-2025-07,Generated PR item.,Converted to PO
1544,1394,56,114.000,No,2025-04-07,10.00,High,Required for Insulation Materials consumption plan.,0.000,17280.000,BG-2025-08,Generated PR item.,Converted to PO
1545,1395,57,200.000,No,2025-04-16,12.00,Urgent,Required for Insulation Materials consumption plan.,0.000,11520.000,BG-2025-09,Generated PR item.,Converted to PO
1546,1396,58,140.000,No,2025-04-08,6.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2025-10,Generated PR item.,Converted to PO
1547,1397,59,120.000,No,2025-04-09,5.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2025-11,Generated PR item.,Converted to PO
1548,1398,60,216.000,m,2025-04-02,18.00,High,Required for Insulation Materials consumption plan.,0.000,400.000,BG-2025-12,Generated PR item.,Converted to PO
1549,1399,61,200.000,m,2025-04-14,25.00,Urgent,Required for Insulation Materials consumption plan.,0.000,384.000,BG-2025-01,Generated PR item.,Converted to PO
1550,1400,62,285.000,m,2025-04-06,45.00,High,Required for Insulation Materials consumption plan.,0.000,240.000,BG-2025-02,Generated PR item.,Converted to PO
1551,1401,63,351.000,No,2025-04-01,3.00,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-03,Generated PR item.,Converted to PO
1552,1402,64,227.000,No,2025-04-18,5.00,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-04,Generated PR item.,Converted to PO
1553,1403,65,408.000,No,2025-04-05,12.00,Urgent,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-05,Generated PR item.,Converted to PO
1554,1404,66,417.000,No,2025-04-02,1.50,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-06,Generated PR item.,Converted to PO
1555,1405,67,226.000,No,2025-04-03,2.50,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-07,Generated PR item.,Converted to PO
1556,1406,68,457.000,No,2025-04-10,6.00,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-08,Generated PR item.,Converted to PO
1557,1407,69,103.000,No,2025-04-04,0.80,Urgent,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-09,Generated PR item.,Converted to PO
1558,1408,70,468.000,No,2025-04-18,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-10,Generated PR item.,Converted to PO
1559,1409,71,161.000,No,2025-04-12,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-11,Generated PR item.,Converted to PO
1560,1410,72,291.000,No,2025-04-09,0.80,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-12,Generated PR item.,Converted to PO
1561,1411,73,156.000,No,2025-04-04,1.20,Urgent,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-01,Generated PR item.,Converted to PO
1562,1412,74,232.000,No,2025-04-12,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-02,Generated PR item.,Converted to PO
1563,1413,75,183.000,No,2025-04-06,4.00,High,Required for Fasteners consumption plan.,0.000,1600.000,BG-2025-03,Generated PR item.,Converted to PO
1564,1414,76,359.000,No,2025-04-22,7.00,High,Required for Fasteners consumption plan.,0.000,960.000,BG-2025-04,Generated PR item.,Converted to PO
1565,1415,77,59.000,No,2025-04-10,15.00,Urgent,Required for Fasteners consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
1566,1416,78,423.000,No,2025-04-14,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2025-06,Generated PR item.,Converted to PO
1567,1417,79,454.000,No,2025-04-06,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2025-07,Generated PR item.,Converted to PO
1568,1418,80,58483.000,ml,2025-04-08,0.80,High,Required for Consumables consumption plan.,0.000,144000.000,BG-2025-08,Generated PR item.,Converted to PO
1569,1419,81,16871.000,g,2025-04-09,1.20,Urgent,Required for Consumables consumption plan.,0.000,42000.000,BG-2025-09,Generated PR item.,Converted to PO
1570,1420,82,71498.000,ml,2025-04-06,1.50,High,Required for Consumables consumption plan.,0.000,8000.000,BG-2025-10,Generated PR item.,Converted to PO
1571,1421,83,6773.000,g,2025-04-19,0.60,High,Required for Consumables consumption plan.,0.000,24000.000,BG-2025-11,Generated PR item.,Converted to PO
1572,1422,84,76225.000,ml,2025-04-24,0.25,High,Required for Consumables consumption plan.,0.000,156000.000,BG-2025-12,Generated PR item.,Converted to PO
1573,1423,85,7341.000,g,2025-04-24,1.80,Urgent,Required for Consumables consumption plan.,0.000,9000.000,BG-2025-01,Generated PR item.,Converted to PO
1574,1424,86,20616.000,g,2025-04-11,1.20,High,Required for Consumables consumption plan.,0.000,4000.000,BG-2025-02,Generated PR item.,Converted to PO
1575,1425,87,9862.000,g,2025-04-21,0.80,High,Required for Consumables consumption plan.,0.000,12000.000,BG-2025-03,Generated PR item.,Converted to PO
1576,1426,88,188.000,No,2025-04-17,45.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2025-04,Generated PR item.,Converted to PO
1577,1427,89,199.000,No,2025-04-08,18.00,Urgent,Required for Packaging Materials consumption plan.,0.000,3040.000,BG-2025-05,Generated PR item.,Converted to PO
1578,1428,90,56.000,Sheet,2025-04-09,10.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2025-06,Generated PR item.,Converted to PO
1579,1429,91,156.000,No,2025-04-17,6.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2025-07,Generated PR item.,Converted to PO
1580,1430,92,259.000,m,2025-04-15,1.20,High,Required for Packaging Materials consumption plan.,0.000,1600.000,BG-2025-08,Generated PR item.,Converted to PO
1581,1431,93,77.000,No,2025-04-08,3.00,Urgent,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2025-09,Generated PR item.,Converted to PO
1582,1432,94,149.000,No,2025-04-24,35.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-10,Generated PR item.,Converted to PO
1583,1433,95,249.000,No,2025-04-21,3.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-11,Generated PR item.,Converted to PO
1584,1434,96,5.000,No,2025-04-18,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-12,Generated PR item.,Converted to PO
1585,1435,97,240.000,No,2025-04-26,2.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-01,Generated PR item.,Converted to PO
1586,1436,98,215.000,No,2025-04-26,8.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-02,Generated PR item.,Converted to PO
1587,1437,99,135.000,No,2025-04-26,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-03,Generated PR item.,Converted to PO
1588,1438,1,325.000,No,2025-04-13,1800.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
1589,1439,2,216.000,No,2025-04-25,2800.00,Urgent,Required for Core Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
1590,1440,3,108.000,No,2025-04-19,6200.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
1591,1441,4,307.000,No,2025-04-24,1200.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2025-07,Generated PR item.,Converted to PO
1592,1442,5,418.000,No,2025-04-26,2200.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
1593,1443,6,154.000,No,2025-04-13,5000.00,Urgent,Required for Core Components consumption plan.,0.000,240.000,BG-2025-09,Generated PR item.,Converted to PO
1594,1444,7,181.000,No,2025-04-19,180.00,High,Required for Magnetic Components consumption plan.,0.000,6400.000,BG-2025-10,Generated PR item.,Converted to PO
1595,1445,8,189.000,No,2025-04-14,240.00,High,Required for Magnetic Components consumption plan.,0.000,4800.000,BG-2025-11,Generated PR item.,Converted to PO
1596,1446,9,191.000,No,2025-04-17,360.00,High,Required for Magnetic Components consumption plan.,0.000,2880.000,BG-2025-12,Generated PR item.,Converted to PO
1597,1447,10,88.000,No,2025-04-19,450.00,Urgent,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-01,Generated PR item.,Converted to PO
1598,1448,11,101.000,No,2025-04-27,750.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-02,Generated PR item.,Converted to PO
1599,1449,12,107.000,No,2025-04-27,1800.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-03,Generated PR item.,Converted to PO
1600,1450,13,215.000,No,2025-04-19,160.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
1601,1451,14,226.000,No,2025-04-17,220.00,Urgent,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
1602,1452,15,106.000,No,2025-04-21,420.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
1603,1453,16,243.000,No,2025-04-29,1300.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-07,Generated PR item.,Converted to PO
1604,1454,17,145.000,No,2025-04-30,2400.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
1605,1455,18,99.000,No,2025-04-17,5200.00,Urgent,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-09,Generated PR item.,Converted to PO
1606,1456,19,5.000,No,2025-04-16,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2025-10,Generated PR item.,Converted to PO
1607,1457,20,155.000,No,2025-04-25,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2025-11,Generated PR item.,Converted to PO
1608,1458,21,163.000,No,2025-04-19,60.00,High,Required for Mechanical Components consumption plan.,0.000,1280.000,BG-2025-12,Generated PR item.,Converted to PO
1609,1459,22,243.000,No,2025-04-17,120.00,Urgent,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-01,Generated PR item.,Converted to PO
1610,1460,23,73.000,No,2025-04-14,120.00,High,Required for Bearings consumption plan.,0.000,1600.000,BG-2025-02,Generated PR item.,Converted to PO
1611,1461,24,7.000,No,2025-04-21,220.00,High,Required for Bearings consumption plan.,0.000,960.000,BG-2025-03,Generated PR item.,Converted to PO
1612,1462,25,59.000,No,2025-04-22,650.00,High,Required for Bearings consumption plan.,0.000,480.000,BG-2025-04,Generated PR item.,Converted to PO
1613,1463,26,187.000,No,2025-04-25,15.00,Urgent,Required for Sealing Components consumption plan.,0.000,1520.000,BG-2025-05,Generated PR item.,Converted to PO
1614,1464,27,127.000,No,2025-04-18,45.00,High,Required for Sealing Components consumption plan.,0.000,1280.000,BG-2025-06,Generated PR item.,Converted to PO
1615,1465,28,110.000,No,2025-04-27,110.00,High,Required for Sealing Components consumption plan.,0.000,480.000,BG-2025-07,Generated PR item.,Converted to PO
1616,1466,29,164.000,kg,2025-04-28,850.00,High,Required for Electrical Components consumption plan.,0.000,1440.000,BG-2025-08,Generated PR item.,Converted to PO
1617,1467,30,126.000,kg,2025-04-24,880.00,Urgent,Required for Electrical Components consumption plan.,0.000,1536.000,BG-2025-09,Generated PR item.,Converted to PO
1618,1468,31,140.000,kg,2025-04-19,920.00,High,Required for Electrical Components consumption plan.,0.000,1560.000,BG-2025-10,Generated PR item.,Converted to PO
1619,1469,32,243.000,m,2025-04-26,35.00,High,Required for Electrical Components consumption plan.,0.000,2400.000,BG-2025-11,Generated PR item.,Converted to PO
1620,1470,33,153.000,m,2025-04-29,60.00,High,Required for Electrical Components consumption plan.,0.000,1920.000,BG-2025-12,Generated PR item.,Converted to PO
1621,1471,34,269.000,m,2025-04-23,150.00,Urgent,Required for Electrical Components consumption plan.,0.000,1200.000,BG-2025-01,Generated PR item.,Converted to PO
1622,1472,35,240.000,No,2025-04-21,90.00,High,Required for Electrical Components consumption plan.,0.000,800.000,BG-2025-02,Generated PR item.,Converted to PO
1623,1473,36,153.000,No,2025-04-27,180.00,High,Required for Electrical Components consumption plan.,0.000,480.000,BG-2025-03,Generated PR item.,Converted to PO
1624,1474,37,178.000,No,2025-04-24,420.00,High,Required for Electrical Components consumption plan.,0.000,240.000,BG-2025-04,Generated PR item.,Converted to PO
1625,1475,38,35.000,No,2025-04-25,12.00,Urgent,Required for Electrical Components consumption plan.,0.000,4560.000,BG-2025-05,Generated PR item.,Converted to PO
1626,1476,39,248.000,No,2025-04-24,45.00,High,Required for Electronic Components consumption plan.,0.000,2400.000,BG-2025-06,Generated PR item.,Converted to PO
1627,1477,40,65.000,No,2025-04-23,120.00,High,Required for Electronic Components consumption plan.,0.000,800.000,BG-2025-07,Generated PR item.,Converted to PO
1628,1478,41,243.000,No,2025-04-30,1400.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
1629,1479,42,114.000,No,2025-04-26,3200.00,Urgent,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-09,Generated PR item.,Converted to PO
1630,1480,43,231.000,No,2025-04-27,85.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-10,Generated PR item.,Converted to PO
1631,1481,44,224.000,No,2025-04-30,220.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-11,Generated PR item.,Converted to PO
1632,1482,45,190.000,No,2025-04-25,350.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2025-12,Generated PR item.,Converted to PO
1633,1483,46,230.000,No,2025-04-20,750.00,Urgent,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-01,Generated PR item.,Converted to PO
1634,1484,47,51.000,Set,2025-05-05,450.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2025-02,Generated PR item.,Converted to PO
1635,1485,48,69.000,Set,2025-04-21,950.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-03,Generated PR item.,Converted to PO
1636,1486,49,47.000,No,2025-04-30,25.00,High,Required for Electronic Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
1637,1487,50,22.000,No,2025-04-24,40.00,Urgent,Required for Electronic Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
1638,1488,51,138.000,No,2025-04-23,110.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
1639,1489,52,204.000,No,2025-04-21,2.00,High,Required for Electronic Components consumption plan.,0.000,4000.000,BG-2025-07,Generated PR item.,Converted to PO
1640,1490,53,193.000,No,2025-05-07,3.00,High,Required for Electronic Components consumption plan.,0.000,2880.000,BG-2025-08,Generated PR item.,Converted to PO
1641,1491,54,134.000,No,2025-04-28,5.00,Urgent,Required for Electronic Components consumption plan.,0.000,1920.000,BG-2025-09,Generated PR item.,Converted to PO
1642,1492,55,133.000,No,2025-04-28,8.00,High,Required for Insulation Materials consumption plan.,0.000,19200.000,BG-2025-10,Generated PR item.,Converted to PO
1643,1493,56,155.000,No,2025-05-05,10.00,High,Required for Insulation Materials consumption plan.,0.000,17280.000,BG-2025-11,Generated PR item.,Converted to PO
1644,1494,57,218.000,No,2025-04-22,12.00,High,Required for Insulation Materials consumption plan.,0.000,11520.000,BG-2025-12,Generated PR item.,Converted to PO
1645,1495,58,212.000,No,2025-05-02,6.00,Urgent,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2025-01,Generated PR item.,Converted to PO
1646,1496,59,31.000,No,2025-05-01,5.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2025-02,Generated PR item.,Converted to PO
1647,1497,60,306.000,m,2025-05-02,18.00,High,Required for Insulation Materials consumption plan.,0.000,400.000,BG-2025-03,Generated PR item.,Converted to PO
1648,1498,61,203.000,m,2025-04-25,25.00,High,Required for Insulation Materials consumption plan.,0.000,384.000,BG-2025-04,Generated PR item.,Converted to PO
1649,1499,62,404.000,m,2025-05-11,45.00,Urgent,Required for Insulation Materials consumption plan.,0.000,240.000,BG-2025-05,Generated PR item.,Converted to PO
1650,1500,63,263.000,No,2025-04-28,3.00,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-06,Generated PR item.,Converted to PO
1651,1501,64,496.000,No,2025-05-06,5.00,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-07,Generated PR item.,Converted to PO
1652,1502,65,227.000,No,2025-05-07,12.00,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-08,Generated PR item.,Converted to PO
1653,1503,66,346.000,No,2025-04-30,1.50,Urgent,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-09,Generated PR item.,Converted to PO
1654,1504,67,72.000,No,2025-04-26,2.50,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-10,Generated PR item.,Converted to PO
1655,1505,68,468.000,No,2025-04-29,6.00,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-11,Generated PR item.,Converted to PO
1656,1506,69,93.000,No,2025-05-09,0.80,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-12,Generated PR item.,Converted to PO
1657,1507,70,201.000,No,2025-05-11,1.20,Urgent,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-01,Generated PR item.,Converted to PO
1658,1508,71,422.000,No,2025-05-11,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-02,Generated PR item.,Converted to PO
1659,1509,72,485.000,No,2025-04-29,0.80,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2025-03,Generated PR item.,Converted to PO
1660,1510,73,252.000,No,2025-05-06,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2025-04,Generated PR item.,Converted to PO
1661,1511,74,253.000,No,2025-04-28,2.50,Urgent,Required for Fasteners consumption plan.,0.000,2880.000,BG-2025-05,Generated PR item.,Converted to PO
1662,1512,75,43.000,No,2025-05-09,4.00,High,Required for Fasteners consumption plan.,0.000,1600.000,BG-2025-06,Generated PR item.,Converted to PO
1663,1513,76,490.000,No,2025-05-04,7.00,High,Required for Fasteners consumption plan.,0.000,960.000,BG-2025-07,Generated PR item.,Converted to PO
1664,1514,77,27.000,No,2025-05-09,15.00,High,Required for Fasteners consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
1665,1515,78,32.000,No,2025-05-10,4.00,Urgent,Required for Fasteners consumption plan.,0.000,3040.000,BG-2025-09,Generated PR item.,Converted to PO
1666,1516,79,247.000,No,2025-05-15,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2025-10,Generated PR item.,Converted to PO
1667,1517,80,5345.000,ml,2025-05-06,0.80,High,Required for Consumables consumption plan.,0.000,144000.000,BG-2025-11,Generated PR item.,Converted to PO
1668,1518,81,5767.000,g,2025-05-04,1.20,High,Required for Consumables consumption plan.,0.000,42000.000,BG-2025-12,Generated PR item.,Converted to PO
1669,1519,82,64634.000,ml,2025-05-08,1.50,Urgent,Required for Consumables consumption plan.,0.000,8000.000,BG-2025-01,Generated PR item.,Converted to PO
1670,1520,83,21449.000,g,2025-05-01,0.60,High,Required for Consumables consumption plan.,0.000,24000.000,BG-2025-02,Generated PR item.,Converted to PO
1671,1521,84,33326.000,ml,2025-05-01,0.25,High,Required for Consumables consumption plan.,0.000,156000.000,BG-2025-03,Generated PR item.,Converted to PO
1672,1522,85,24065.000,g,2025-05-09,1.80,High,Required for Consumables consumption plan.,0.000,9000.000,BG-2025-04,Generated PR item.,Converted to PO
1673,1523,86,18624.000,g,2025-05-14,1.20,Urgent,Required for Consumables consumption plan.,0.000,4000.000,BG-2025-05,Generated PR item.,Converted to PO
1674,1524,87,7620.000,g,2025-05-09,0.80,High,Required for Consumables consumption plan.,0.000,12000.000,BG-2025-06,Generated PR item.,Converted to PO
1675,1525,88,180.000,No,2025-05-14,45.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2025-07,Generated PR item.,Converted to PO
1676,1526,89,150.000,No,2025-05-03,18.00,High,Required for Packaging Materials consumption plan.,0.000,3040.000,BG-2025-08,Generated PR item.,Converted to PO
1677,1527,90,204.000,Sheet,2025-05-09,10.00,Urgent,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2025-09,Generated PR item.,Converted to PO
1678,1528,91,42.000,No,2025-05-12,6.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2025-10,Generated PR item.,Converted to PO
1679,1529,92,131.000,m,2025-05-07,1.20,High,Required for Packaging Materials consumption plan.,0.000,1600.000,BG-2025-11,Generated PR item.,Converted to PO
1680,1530,93,79.000,No,2025-05-01,3.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2025-12,Generated PR item.,Converted to PO
1681,1531,94,88.000,No,2025-05-03,35.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-01,Generated PR item.,Converted to PO
1682,1532,95,223.000,No,2025-05-18,3.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-02,Generated PR item.,Converted to PO
1683,1533,96,185.000,No,2025-05-12,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-03,Generated PR item.,Converted to PO
1684,1534,97,138.000,No,2025-05-07,2.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-04,Generated PR item.,Converted to PO
1685,1535,98,137.000,No,2025-05-07,8.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-05,Generated PR item.,Converted to PO
1686,1536,99,222.000,No,2025-05-03,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2025-06,Generated PR item.,Converted to PO
1687,1537,1,251.000,No,2025-05-21,1800.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2025-07,Generated PR item.,Converted to PO
1688,1538,2,151.000,No,2025-05-05,2800.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
1689,1539,3,111.000,No,2025-05-17,6200.00,Urgent,Required for Core Components consumption plan.,0.000,240.000,BG-2025-09,Generated PR item.,Converted to PO
1690,1540,4,198.000,No,2025-05-09,1200.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2025-10,Generated PR item.,Converted to PO
1691,1541,5,344.000,No,2025-05-11,2200.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2025-11,Generated PR item.,Converted to PO
1692,1542,6,262.000,No,2025-05-09,5000.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2025-12,Generated PR item.,Converted to PO
1693,1543,7,108.000,No,2025-05-19,180.00,Urgent,Required for Magnetic Components consumption plan.,0.000,6400.000,BG-2025-01,Generated PR item.,Converted to PO
1694,1544,8,123.000,No,2025-05-05,240.00,High,Required for Magnetic Components consumption plan.,0.000,4800.000,BG-2025-02,Generated PR item.,Converted to PO
1695,1545,9,244.000,No,2025-05-11,360.00,High,Required for Magnetic Components consumption plan.,0.000,2880.000,BG-2025-03,Generated PR item.,Converted to PO
1696,1546,10,250.000,No,2025-05-13,450.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-04,Generated PR item.,Converted to PO
1697,1547,11,44.000,No,2025-05-13,750.00,Urgent,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-05,Generated PR item.,Converted to PO
1698,1548,12,33.000,No,2025-05-12,1800.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-06,Generated PR item.,Converted to PO
1699,1549,13,65.000,No,2025-05-26,160.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-07,Generated PR item.,Converted to PO
1700,1550,14,214.000,No,2025-05-16,220.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-08,Generated PR item.,Converted to PO
1701,1551,15,118.000,No,2025-05-18,420.00,Urgent,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-09,Generated PR item.,Converted to PO
1702,1552,16,217.000,No,2025-05-17,1300.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2025-10,Generated PR item.,Converted to PO
1703,1553,17,164.000,No,2025-05-28,2400.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2025-11,Generated PR item.,Converted to PO
1704,1554,18,141.000,No,2025-05-17,5200.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-12,Generated PR item.,Converted to PO
1705,1555,19,74.000,No,2025-05-17,450.00,Urgent,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2025-01,Generated PR item.,Converted to PO
1706,1556,20,89.000,No,2025-05-17,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2025-02,Generated PR item.,Converted to PO
1707,1557,21,41.000,No,2025-05-17,60.00,High,Required for Mechanical Components consumption plan.,0.000,1280.000,BG-2025-03,Generated PR item.,Converted to PO
1708,1558,22,132.000,No,2025-05-13,120.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2025-04,Generated PR item.,Converted to PO
1709,1559,23,31.000,No,2025-05-22,120.00,Urgent,Required for Bearings consumption plan.,0.000,1600.000,BG-2025-05,Generated PR item.,Converted to PO
1710,1560,24,33.000,No,2025-05-13,220.00,High,Required for Bearings consumption plan.,0.000,960.000,BG-2025-06,Generated PR item.,Converted to PO
1711,1561,25,8.000,No,2025-05-17,650.00,High,Required for Bearings consumption plan.,0.000,480.000,BG-2025-07,Generated PR item.,Converted to PO
1712,1562,26,201.000,No,2025-05-17,15.00,High,Required for Sealing Components consumption plan.,0.000,1520.000,BG-2025-08,Generated PR item.,Converted to PO
