grn_id,grn_number,po_id,vendor_id,received_date,invoice_number,invoice_date,delivery_challan_number,received_by,warehouse_location,inspection_required,grn_status,remarks
899,GRN-2024-0899,899,4,2024-10-04,INV-000899,2024-10-03,DC-000899,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
900,GRN-2024-0900,900,5,2024-09-26,INV-000900,2024-09-25,DC-000900,13,Electrical Store,Yes,Accepted,Generated goods receipt.
901,GRN-2024-0901,901,6,2024-09-29,INV-000901,2024-09-28,DC-000901,1,Central Stores,Yes,Accepted,Generated goods receipt.
902,GRN-2024-0902,902,7,2024-10-02,INV-000902,2024-10-01,DC-000902,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
903,GRN-2024-0903,903,8,2024-10-12,INV-000903,2024-10-11,DC-000903,4,Electrical Store,Yes,Accepted,Generated goods receipt.
904,GRN-2024-0904,904,9,2024-10-10,INV-000904,2024-10-09,DC-000904,5,Central Stores,Yes,Accepted,Generated goods receipt.
905,GRN-2024-0905,905,10,2024-10-08,INV-000905,2024-10-07,DC-000905,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
906,GRN-2024-0906,906,11,2024-10-11,INV-000906,2024-10-10,DC-000906,7,Electrical Store,Yes,Accepted,Generated goods receipt.
907,GRN-2024-0907,907,12,2024-10-08,INV-000907,2024-10-07,DC-000907,8,Central Stores,Yes,Accepted,Generated goods receipt.
908,GRN-2024-0908,908,13,2024-10-11,INV-000908,2024-10-10,DC-000908,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
909,GRN-2024-0909,909,14,2024-09-30,INV-000909,2024-09-29,DC-000909,10,Electrical Store,Yes,Accepted,Generated goods receipt.
910,GRN-2024-0910,910,15,2024-10-10,INV-000910,2024-10-09,DC-000910,11,Central Stores,Yes,Accepted,Generated goods receipt.
911,GRN-2024-0911,911,16,2024-10-07,INV-000911,2024-10-06,DC-000911,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
912,GRN-2024-0912,912,17,2024-10-11,INV-000912,2024-10-10,DC-000912,13,Electrical Store,Yes,Accepted,Generated goods receipt.
913,GRN-2024-0913,913,18,2024-09-29,INV-000913,2024-09-28,DC-000913,1,Central Stores,Yes,Accepted,Generated goods receipt.
914,GRN-2024-0914,914,19,2024-10-17,INV-000914,2024-10-16,DC-000914,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
915,GRN-2024-0915,915,20,2024-09-29,INV-000915,2024-09-28,DC-000915,4,Electrical Store,Yes,Accepted,Generated goods receipt.
916,GRN-2024-0916,916,21,2024-10-08,INV-000916,2024-10-07,DC-000916,5,Central Stores,Yes,Accepted,Generated goods receipt.
917,GRN-2024-0917,917,22,2024-10-13,INV-000917,2024-10-12,DC-000917,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
918,GRN-2024-0918,918,23,2024-10-15,INV-000918,2024-10-14,DC-000918,7,Electrical Store,Yes,Accepted,Generated goods receipt.
919,GRN-2024-0919,919,24,2024-10-14,INV-000919,2024-10-13,DC-000919,8,Central Stores,Yes,Accepted,Generated goods receipt.
920,GRN-2024-0920,920,25,2024-10-06,INV-000920,2024-10-05,DC-000920,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
921,GRN-2024-0921,921,26,2024-10-06,INV-000921,2024-10-05,DC-000921,10,Electrical Store,Yes,Accepted,Generated goods receipt.
922,GRN-2024-0922,922,27,2024-10-09,INV-000922,2024-10-08,DC-000922,11,Central Stores,Yes,Accepted,Generated goods receipt.
923,GRN-2024-0923,923,28,2024-10-14,INV-000923,2024-10-13,DC-000923,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
924,GRN-2024-0924,924,29,2024-10-08,INV-000924,2024-10-07,DC-000924,13,Electrical Store,Yes,Accepted,Generated goods receipt.
925,GRN-2024-0925,925,30,2024-10-14,INV-000925,2024-10-13,DC-000925,1,Central Stores,Yes,Accepted,Generated goods receipt.
926,GRN-2024-0926,926,31,2024-10-14,INV-000926,2024-10-13,DC-000926,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
927,GRN-2024-0927,927,32,2024-10-16,INV-000927,2024-10-15,DC-000927,4,Electrical Store,Yes,Accepted,Generated goods receipt.
928,GRN-2024-0928,928,33,2024-10-09,INV-000928,2024-10-08,DC-000928,5,Central Stores,Yes,Accepted,Generated goods receipt.
929,GRN-2024-0929,929,34,2024-10-09,INV-000929,2024-10-08,DC-000929,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
930,GRN-2024-0930,930,35,2024-10-13,INV-000930,2024-10-12,DC-000930,7,Electrical Store,Yes,Accepted,Generated goods receipt.
931,GRN-2024-0931,931,1,2024-10-07,INV-000931,2024-10-06,DC-000931,8,Central Stores,Yes,Accepted,Generated goods receipt.
932,GRN-2024-0932,932,2,2024-10-16,INV-000932,2024-10-15,DC-000932,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
933,GRN-2024-0933,933,3,2024-10-18,INV-000933,2024-10-17,DC-000933,10,Electrical Store,Yes,Accepted,Generated goods receipt.
934,GRN-2024-0934,934,4,2024-10-23,INV-000934,2024-10-22,DC-000934,11,Central Stores,Yes,Accepted,Generated goods receipt.
935,GRN-2024-0935,935,5,2024-10-14,INV-000935,2024-10-13,DC-000935,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
936,GRN-2024-0936,936,6,2024-10-14,INV-000936,2024-10-13,DC-000936,13,Electrical Store,Yes,Accepted,Generated goods receipt.
937,GRN-2024-0937,937,7,2024-10-13,INV-000937,2024-10-12,DC-000937,1,Central Stores,Yes,Accepted,Generated goods receipt.
938,GRN-2024-0938,938,8,2024-10-12,INV-000938,2024-10-11,DC-000938,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
939,GRN-2024-0939,939,9,2024-10-10,INV-000939,2024-10-09,DC-000939,4,Electrical Store,Yes,Accepted,Generated goods receipt.
940,GRN-2024-0940,940,10,2024-10-16,INV-000940,2024-10-15,DC-000940,5,Central Stores,Yes,Accepted,Generated goods receipt.
941,GRN-2024-0941,941,11,2024-10-20,INV-000941,2024-10-19,DC-000941,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
942,GRN-2024-0942,942,12,2024-10-22,INV-000942,2024-10-21,DC-000942,7,Electrical Store,Yes,Accepted,Generated goods receipt.
943,GRN-2024-0943,943,13,2024-10-16,INV-000943,2024-10-15,DC-000943,8,Central Stores,Yes,Accepted,Generated goods receipt.
944,GRN-2024-0944,944,14,2024-10-13,INV-000944,2024-10-12,DC-000944,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
945,GRN-2024-0945,945,15,2024-10-19,INV-000945,2024-10-18,DC-000945,10,Electrical Store,Yes,Accepted,Generated goods receipt.
946,GRN-2024-0946,946,16,2024-10-23,INV-000946,2024-10-22,DC-000946,11,Central Stores,Yes,Accepted,Generated goods receipt.
947,GRN-2024-0947,947,17,2024-10-25,INV-000947,2024-10-24,DC-000947,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
948,GRN-2024-0948,948,18,2024-10-22,INV-000948,2024-10-21,DC-000948,13,Electrical Store,Yes,Accepted,Generated goods receipt.
949,GRN-2024-0949,949,19,2024-10-20,INV-000949,2024-10-19,DC-000949,1,Central Stores,Yes,Accepted,Generated goods receipt.
950,GRN-2024-0950,950,20,2024-10-30,INV-000950,2024-10-29,DC-000950,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
951,GRN-2024-0951,951,21,2024-10-31,INV-000951,2024-10-30,DC-000951,4,Electrical Store,Yes,Accepted,Generated goods receipt.
952,GRN-2024-0952,952,22,2024-11-01,INV-000952,2024-10-31,DC-000952,5,Central Stores,Yes,Accepted,Generated goods receipt.
953,GRN-2024-0953,953,23,2024-10-24,INV-000953,2024-10-23,DC-000953,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
954,GRN-2024-0954,954,24,2024-10-24,INV-000954,2024-10-23,DC-000954,7,Electrical Store,Yes,Accepted,Generated goods receipt.
955,GRN-2024-0955,955,25,2024-10-24,INV-000955,2024-10-23,DC-000955,8,Central Stores,Yes,Accepted,Generated goods receipt.
956,GRN-2024-0956,956,26,2024-10-31,INV-000956,2024-10-30,DC-000956,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
957,GRN-2024-0957,957,27,2024-10-19,INV-000957,2024-10-18,DC-000957,10,Electrical Store,Yes,Accepted,Generated goods receipt.
958,GRN-2024-0958,958,28,2024-10-20,INV-000958,2024-10-19,DC-000958,11,Central Stores,Yes,Accepted,Generated goods receipt.
959,GRN-2024-0959,959,29,2024-10-20,INV-000959,2024-10-19,DC-000959,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
960,GRN-2024-0960,960,30,2024-11-02,INV-000960,2024-11-01,DC-000960,13,Electrical Store,Yes,Accepted,Generated goods receipt.
961,GRN-2024-0961,961,31,2024-10-23,INV-000961,2024-10-22,DC-000961,1,Central Stores,Yes,Accepted,Generated goods receipt.
962,GRN-2024-0962,962,32,2024-10-27,INV-000962,2024-10-26,DC-000962,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
963,GRN-2024-0963,963,33,2024-10-26,INV-000963,2024-10-25,DC-000963,4,Electrical Store,Yes,Accepted,Generated goods receipt.
964,GRN-2024-0964,964,34,2024-10-26,INV-000964,2024-10-25,DC-000964,5,Central Stores,Yes,Accepted,Generated goods receipt.
965,GRN-2024-0965,965,35,2024-11-01,INV-000965,2024-10-31,DC-000965,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
966,GRN-2024-0966,966,1,2024-10-27,INV-000966,2024-10-26,DC-000966,7,Electrical Store,Yes,Accepted,Generated goods receipt.
967,GRN-2024-0967,967,2,2024-11-04,INV-000967,2024-11-03,DC-000967,8,Central Stores,Yes,Accepted,Generated goods receipt.
968,GRN-2024-0968,968,3,2024-10-22,INV-000968,2024-10-21,DC-000968,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
969,GRN-2024-0969,969,4,2024-10-22,INV-000969,2024-10-21,DC-000969,10,Electrical Store,Yes,Accepted,Generated goods receipt.
970,GRN-2024-0970,970,5,2024-10-23,INV-000970,2024-10-22,DC-000970,11,Central Stores,Yes,Accepted,Generated goods receipt.
971,GRN-2024-0971,971,6,2024-11-02,INV-000971,2024-11-01,DC-000971,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
972,GRN-2024-0972,972,7,2024-10-26,INV-000972,2024-10-25,DC-000972,13,Electrical Store,Yes,Accepted,Generated goods receipt.
973,GRN-2024-0973,973,8,2024-11-04,INV-000973,2024-11-03,DC-000973,1,Central Stores,Yes,Accepted,Generated goods receipt.
974,GRN-2024-0974,974,9,2024-10-25,INV-000974,2024-10-24,DC-000974,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
975,GRN-2024-0975,975,10,2024-10-29,INV-000975,2024-10-28,DC-000975,4,Electrical Store,Yes,Accepted,Generated goods receipt.
976,GRN-2024-0976,976,11,2024-11-02,INV-000976,2024-11-01,DC-000976,5,Central Stores,Yes,Accepted,Generated goods receipt.
977,GRN-2024-0977,977,12,2024-11-03,INV-000977,2024-11-02,DC-000977,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
978,GRN-2024-0978,978,13,2024-10-29,INV-000978,2024-10-28,DC-000978,7,Electrical Store,Yes,Accepted,Generated goods receipt.
979,GRN-2024-0979,979,14,2024-11-06,INV-000979,2024-11-05,DC-000979,8,Central Stores,Yes,Accepted,Generated goods receipt.
980,GRN-2024-0980,980,15,2024-11-08,INV-000980,2024-11-07,DC-000980,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
981,GRN-2024-0981,981,16,2024-10-31,INV-000981,2024-10-30,DC-000981,10,Electrical Store,Yes,Accepted,Generated goods receipt.
982,GRN-2024-0982,982,17,2024-11-02,INV-000982,2024-11-01,DC-000982,11,Central Stores,Yes,Accepted,Generated goods receipt.
983,GRN-2024-0983,983,18,2024-10-25,INV-000983,2024-10-24,DC-000983,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
984,GRN-2024-0984,984,19,2024-11-01,INV-000984,2024-10-31,DC-000984,13,Electrical Store,Yes,Accepted,Generated goods receipt.
985,GRN-2024-0985,985,20,2024-10-30,INV-000985,2024-10-29,DC-000985,1,Central Stores,Yes,Accepted,Generated goods receipt.
986,GRN-2024-0986,986,21,2024-11-08,INV-000986,2024-11-07,DC-000986,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
987,GRN-2024-0987,987,22,2024-11-07,INV-000987,2024-11-06,DC-000987,4,Electrical Store,Yes,Accepted,Generated goods receipt.
988,GRN-2024-0988,988,23,2024-11-03,INV-000988,2024-11-02,DC-000988,5,Central Stores,Yes,Accepted,Generated goods receipt.
989,GRN-2024-0989,989,24,2024-10-30,INV-000989,2024-10-29,DC-000989,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
990,GRN-2024-0990,990,25,2024-11-10,INV-000990,2024-11-09,DC-000990,7,Electrical Store,Yes,Accepted,Generated goods receipt.
991,GRN-2024-0991,991,26,2024-11-02,INV-000991,2024-11-01,DC-000991,8,Central Stores,Yes,Accepted,Generated goods receipt.
992,GRN-2024-0992,992,27,2024-10-30,INV-000992,2024-10-29,DC-000992,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
993,GRN-2024-0993,993,28,2024-11-08,INV-000993,2024-11-07,DC-000993,10,Electrical Store,Yes,Accepted,Generated goods receipt.
994,GRN-2024-0994,994,29,2024-11-08,INV-000994,2024-11-07,DC-000994,11,Central Stores,Yes,Accepted,Generated goods receipt.
995,GRN-2024-0995,995,30,2024-10-28,INV-000995,2024-10-27,DC-000995,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
996,GRN-2024-0996,996,31,2024-10-26,INV-000996,2024-10-25,DC-000996,13,Electrical Store,Yes,Accepted,Generated goods receipt.
997,GRN-2024-0997,997,32,2024-11-10,INV-000997,2024-11-09,DC-000997,1,Central Stores,Yes,Accepted,Generated goods receipt.
998,GRN-2024-0998,998,33,2024-11-08,INV-000998,2024-11-07,DC-000998,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
999,GRN-2024-0999,999,34,2024-11-08,INV-000999,2024-11-07,DC-000999,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1000,GRN-2024-1000,1000,35,2024-11-04,INV-001000,2024-11-03,DC-001000,5,Central Stores,Yes,Accepted,Generated goods receipt.
1001,GRN-2024-1001,1001,1,2024-11-03,INV-001001,2024-11-02,DC-001001,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1002,GRN-2024-1002,1002,2,2024-11-05,INV-001002,2024-11-04,DC-001002,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1003,GRN-2024-1003,1003,3,2024-10-28,INV-001003,2024-10-27,DC-001003,8,Central Stores,Yes,Accepted,Generated goods receipt.
1004,GRN-2024-1004,1004,4,2024-11-02,INV-001004,2024-11-01,DC-001004,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1005,GRN-2024-1005,1005,5,2024-10-30,INV-001005,2024-10-29,DC-001005,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1006,GRN-2024-1006,1006,6,2024-11-05,INV-001006,2024-11-04,DC-001006,11,Central Stores,Yes,Accepted,Generated goods receipt.
1007,GRN-2024-1007,1007,7,2024-11-09,INV-001007,2024-11-08,DC-001007,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1008,GRN-2024-1008,1008,8,2024-10-30,INV-001008,2024-10-29,DC-001008,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1009,GRN-2024-1009,1009,9,2024-11-04,INV-001009,2024-11-03,DC-001009,1,Central Stores,Yes,Accepted,Generated goods receipt.
1010,GRN-2024-1010,1010,10,2024-11-05,INV-001010,2024-11-04,DC-001010,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1011,GRN-2024-1011,1011,11,2024-11-01,INV-001011,2024-10-31,DC-001011,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1012,GRN-2024-1012,1012,12,2024-11-07,INV-001012,2024-11-06,DC-001012,5,Central Stores,Yes,Accepted,Generated goods receipt.
1013,GRN-2024-1013,1013,13,2024-11-12,INV-001013,2024-11-11,DC-001013,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1014,GRN-2024-1014,1014,14,2024-11-09,INV-001014,2024-11-08,DC-001014,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1015,GRN-2024-1015,1015,15,2024-11-14,INV-001015,2024-11-13,DC-001015,8,Central Stores,Yes,Accepted,Generated goods receipt.
1016,GRN-2024-1016,1016,16,2024-11-17,INV-001016,2024-11-16,DC-001016,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1017,GRN-2024-1017,1017,17,2024-11-02,INV-001017,2024-11-01,DC-001017,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1018,GRN-2024-1018,1018,18,2024-11-03,INV-001018,2024-11-02,DC-001018,11,Central Stores,Yes,Accepted,Generated goods receipt.
1019,GRN-2024-1019,1019,19,2024-11-04,INV-001019,2024-11-03,DC-001019,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1020,GRN-2024-1020,1020,20,2024-11-16,INV-001020,2024-11-15,DC-001020,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1021,GRN-2024-1021,1021,21,2024-11-13,INV-001021,2024-11-12,DC-001021,1,Central Stores,Yes,Accepted,Generated goods receipt.
1022,GRN-2024-1022,1022,22,2024-11-14,INV-001022,2024-11-13,DC-001022,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1023,GRN-2024-1023,1023,23,2024-11-21,INV-001023,2024-11-20,DC-001023,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1024,GRN-2024-1024,1024,24,2024-11-13,INV-001024,2024-11-12,DC-001024,5,Central Stores,Yes,Accepted,Generated goods receipt.
1025,GRN-2024-1025,1025,25,2024-11-11,INV-001025,2024-11-10,DC-001025,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1026,GRN-2024-1026,1026,26,2024-11-23,INV-001026,2024-11-22,DC-001026,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1027,GRN-2024-1027,1027,27,2024-11-05,INV-001027,2024-11-04,DC-001027,8,Central Stores,Yes,Accepted,Generated goods receipt.
1028,GRN-2024-1028,1028,28,2024-11-18,INV-001028,2024-11-17,DC-001028,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1029,GRN-2024-1029,1029,29,2024-11-17,INV-001029,2024-11-16,DC-001029,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1030,GRN-2024-1030,1030,30,2024-11-15,INV-001030,2024-11-14,DC-001030,11,Central Stores,Yes,Accepted,Generated goods receipt.
1031,GRN-2024-1031,1031,31,2024-11-23,INV-001031,2024-11-22,DC-001031,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1032,GRN-2024-1032,1032,32,2024-11-21,INV-001032,2024-11-20,DC-001032,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1033,GRN-2024-1033,1033,33,2024-11-08,INV-001033,2024-11-07,DC-001033,1,Central Stores,Yes,Accepted,Generated goods receipt.
1034,GRN-2024-1034,1034,34,2024-11-19,INV-001034,2024-11-18,DC-001034,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1035,GRN-2024-1035,1035,35,2024-11-11,INV-001035,2024-11-10,DC-001035,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1036,GRN-2024-1036,1036,1,2024-11-17,INV-001036,2024-11-16,DC-001036,5,Central Stores,Yes,Accepted,Generated goods receipt.
1037,GRN-2024-1037,1037,2,2024-11-16,INV-001037,2024-11-15,DC-001037,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1038,GRN-2024-1038,1038,3,2024-11-24,INV-001038,2024-11-23,DC-001038,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1039,GRN-2024-1039,1039,4,2024-11-26,INV-001039,2024-11-25,DC-001039,8,Central Stores,Yes,Accepted,Generated goods receipt.
1040,GRN-2024-1040,1040,5,2024-11-20,INV-001040,2024-11-19,DC-001040,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1041,GRN-2024-1041,1041,6,2024-11-25,INV-001041,2024-11-24,DC-001041,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1042,GRN-2024-1042,1042,7,2024-11-23,INV-001042,2024-11-22,DC-001042,11,Central Stores,Yes,Accepted,Generated goods receipt.
1043,GRN-2024-1043,1043,8,2024-11-14,INV-001043,2024-11-13,DC-001043,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1044,GRN-2024-1044,1044,9,2024-11-30,INV-001044,2024-11-29,DC-001044,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1045,GRN-2024-1045,1045,10,2024-11-18,INV-001045,2024-11-17,DC-001045,1,Central Stores,Yes,Accepted,Generated goods receipt.
1046,GRN-2024-1046,1046,11,2024-11-16,INV-001046,2024-11-15,DC-001046,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1047,GRN-2024-1047,1047,12,2024-11-25,INV-001047,2024-11-24,DC-001047,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1048,GRN-2024-1048,1048,13,2024-11-18,INV-001048,2024-11-17,DC-001048,5,Central Stores,Yes,Accepted,Generated goods receipt.
1049,GRN-2024-1049,1049,14,2024-11-20,INV-001049,2024-11-19,DC-001049,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1050,GRN-2024-1050,1050,15,2024-11-21,INV-001050,2024-11-20,DC-001050,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1051,GRN-2024-1051,1051,16,2024-11-15,INV-001051,2024-11-14,DC-001051,8,Central Stores,Yes,Accepted,Generated goods receipt.
1052,GRN-2024-1052,1052,17,2024-11-24,INV-001052,2024-11-23,DC-001052,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1053,GRN-2024-1053,1053,18,2024-12-02,INV-001053,2024-12-01,DC-001053,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1054,GRN-2024-1054,1054,19,2024-11-17,INV-001054,2024-11-16,DC-001054,11,Central Stores,Yes,Accepted,Generated goods receipt.
1055,GRN-2024-1055,1055,20,2024-11-22,INV-001055,2024-11-21,DC-001055,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1056,GRN-2024-1056,1056,21,2024-11-25,INV-001056,2024-11-24,DC-001056,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1057,GRN-2024-1057,1057,22,2024-11-23,INV-001057,2024-11-22,DC-001057,1,Central Stores,Yes,Accepted,Generated goods receipt.
1058,GRN-2024-1058,1058,23,2024-11-18,INV-001058,2024-11-17,DC-001058,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1059,GRN-2024-1059,1059,24,2024-11-25,INV-001059,2024-11-24,DC-001059,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1060,GRN-2024-1060,1060,25,2024-11-20,INV-001060,2024-11-19,DC-001060,5,Central Stores,Yes,Accepted,Generated goods receipt.
1061,GRN-2024-1061,1061,26,2024-12-05,INV-001061,2024-12-04,DC-001061,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1062,GRN-2024-1062,1062,27,2024-11-18,INV-001062,2024-11-17,DC-001062,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1063,GRN-2024-1063,1063,28,2024-11-28,INV-001063,2024-11-27,DC-001063,8,Central Stores,Yes,Accepted,Generated goods receipt.
1064,GRN-2024-1064,1064,29,2024-11-23,INV-001064,2024-11-22,DC-001064,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1065,GRN-2024-1065,1065,30,2024-11-22,INV-001065,2024-11-21,DC-001065,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1066,GRN-2024-1066,1066,31,2024-11-24,INV-001066,2024-11-23,DC-001066,11,Central Stores,Yes,Accepted,Generated goods receipt.
1067,GRN-2024-1067,1067,32,2024-11-29,INV-001067,2024-11-28,DC-001067,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1068,GRN-2024-1068,1068,33,2024-11-25,INV-001068,2024-11-24,DC-001068,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1069,GRN-2024-1069,1069,34,2024-11-22,INV-001069,2024-11-21,DC-001069,1,Central Stores,Yes,Accepted,Generated goods receipt.
1070,GRN-2024-1070,1070,35,2024-12-05,INV-001070,2024-12-04,DC-001070,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1071,GRN-2024-1071,1071,1,2024-11-29,INV-001071,2024-11-28,DC-001071,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1072,GRN-2024-1072,1072,2,2024-11-29,INV-001072,2024-11-28,DC-001072,5,Central Stores,Yes,Accepted,Generated goods receipt.
1073,GRN-2024-1073,1073,3,2024-11-28,INV-001073,2024-11-27,DC-001073,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1074,GRN-2024-1074,1074,4,2024-12-07,INV-001074,2024-12-06,DC-001074,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1075,GRN-2024-1075,1075,5,2024-12-02,INV-001075,2024-12-01,DC-001075,8,Central Stores,Yes,Accepted,Generated goods receipt.
1076,GRN-2024-1076,1076,6,2024-11-28,INV-001076,2024-11-27,DC-001076,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1077,GRN-2024-1077,1077,7,2024-12-02,INV-001077,2024-12-01,DC-001077,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1078,GRN-2024-1078,1078,8,2024-12-01,INV-001078,2024-11-30,DC-001078,11,Central Stores,Yes,Accepted,Generated goods receipt.
1079,GRN-2024-1079,1079,9,2024-11-29,INV-001079,2024-11-28,DC-001079,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1080,GRN-2024-1080,1080,10,2024-12-04,INV-001080,2024-12-03,DC-001080,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1081,GRN-2024-1081,1081,11,2024-12-07,INV-001081,2024-12-06,DC-001081,1,Central Stores,Yes,Accepted,Generated goods receipt.
1082,GRN-2024-1082,1082,12,2024-11-28,INV-001082,2024-11-27,DC-001082,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1083,GRN-2024-1083,1083,13,2024-12-01,INV-001083,2024-11-30,DC-001083,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1084,GRN-2024-1084,1084,14,2024-12-09,INV-001084,2024-12-08,DC-001084,5,Central Stores,Yes,Accepted,Generated goods receipt.
1085,GRN-2024-1085,1085,15,2024-11-28,INV-001085,2024-11-27,DC-001085,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1086,GRN-2024-1086,1086,16,2024-12-09,INV-001086,2024-12-08,DC-001086,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1087,GRN-2024-1087,1087,17,2024-12-13,INV-001087,2024-12-12,DC-001087,8,Central Stores,Yes,Accepted,Generated goods receipt.
1088,GRN-2024-1088,1088,18,2024-11-30,INV-001088,2024-11-29,DC-001088,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1089,GRN-2024-1089,1089,19,2024-12-10,INV-001089,2024-12-09,DC-001089,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1090,GRN-2024-1090,1090,20,2024-11-28,INV-001090,2024-11-27,DC-001090,11,Central Stores,Yes,Accepted,Generated goods receipt.
1091,GRN-2024-1091,1091,21,2024-11-26,INV-001091,2024-11-25,DC-001091,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
