pr_id,pr_number,requested_by,department_id,pr_date,required_date,remarks,status,approved_by,approved_date
531,PR-2024-0531,10,5,2024-07-18,2024-08-05,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2024-07-19
532,PR-2024-0532,11,5,2024-07-18,2024-07-24,Generated material requisition for EV motor manufacturing.,Approved,1,2024-07-19
533,PR-2024-0533,12,6,2024-07-18,2024-08-02,Generated material requisition for EV motor manufacturing.,Approved,3,2024-07-19
534,PR-2024-0534,13,6,2024-07-19,2024-07-22,Generated material requisition for EV motor manufacturing.,Approved,4,2024-07-20
535,PR-2024-0535,1,1,2024-07-20,2024-08-02,Generated material requisition for EV motor manufacturing.,Approved,5,2024-07-21
536,PR-2024-0536,3,2,2024-07-20,2024-08-02,Generated material requisition for EV motor manufacturing.,Approved,6,2024-07-21
537,PR-2024-0537,4,2,2024-07-20,2024-07-29,Generated material requisition for EV motor manufacturing.,Approved,7,2024-07-21
538,PR-2024-0538,5,1,2024-07-20,2024-08-09,Generated material requisition for EV motor manufacturing.,Approved,8,2024-07-21
539,PR-2024-0539,6,3,2024-07-20,2024-08-07,Generated material requisition for EV motor manufacturing.,Approved,9,2024-07-21
540,PR-2024-0540,7,3,2024-07-20,2024-07-23,Generated material requisition for EV motor manufacturing.,Approved,10,2024-07-21
541,PR-2024-0541,8,4,2024-07-21,2024-07-27,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2024-07-22
542,PR-2024-0542,9,4,2024-07-22,2024-07-28,Generated material requisition for EV motor manufacturing.,Approved,12,2024-07-23
543,PR-2024-0543,10,5,2024-07-22,2024-08-10,Generated material requisition for EV motor manufacturing.,Approved,13,2024-07-23
544,PR-2024-0544,11,5,2024-07-22,2024-08-03,Generated material requisition for EV motor manufacturing.,Approved,1,2024-07-23
545,PR-2024-0545,12,6,2024-07-22,2024-08-07,Generated material requisition for EV motor manufacturing.,Approved,3,2024-07-23
546,PR-2024-0546,13,6,2024-07-22,2024-08-08,Generated material requisition for EV motor manufacturing.,Approved,4,2024-07-23
547,PR-2024-0547,1,1,2024-07-23,2024-08-08,Generated material requisition for EV motor manufacturing.,Approved,5,2024-07-24
548,PR-2024-0548,3,2,2024-07-23,2024-07-27,Generated material requisition for EV motor manufacturing.,Approved,6,2024-07-24
549,PR-2024-0549,4,2,2024-07-23,2024-07-28,Generated material requisition for EV motor manufacturing.,Approved,7,2024-07-24
550,PR-2024-0550,5,1,2024-07-23,2024-08-02,Generated material requisition for EV motor manufacturing.,Approved,8,2024-07-24
551,PR-2024-0551,6,3,2024-07-23,2024-08-01,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2024-07-24
552,PR-2024-0552,7,3,2024-07-24,2024-08-09,Generated material requisition for EV motor manufacturing.,Approved,10,2024-07-25
553,PR-2024-0553,8,4,2024-07-24,2024-07-29,Generated material requisition for EV motor manufacturing.,Approved,11,2024-07-25
554,PR-2024-0554,9,4,2024-07-24,2024-08-02,Generated material requisition for EV motor manufacturing.,Approved,12,2024-07-25
555,PR-2024-0555,10,5,2024-07-24,2024-07-31,Generated material requisition for EV motor manufacturing.,Approved,13,2024-07-25
556,PR-2024-0556,11,5,2024-07-24,2024-07-30,Generated material requisition for EV motor manufacturing.,Approved,1,2024-07-25
557,PR-2024-0557,12,6,2024-07-24,2024-07-30,Generated material requisition for EV motor manufacturing.,Approved,3,2024-07-25
558,PR-2024-0558,13,6,2024-07-25,2024-07-31,Generated material requisition for EV motor manufacturing.,Approved,4,2024-07-26
559,PR-2024-0559,1,1,2024-07-25,2024-08-07,Generated material requisition for EV motor manufacturing.,Approved,5,2024-07-26
560,PR-2024-0560,3,2,2024-07-25,2024-08-04,Generated material requisition for EV motor manufacturing.,Approved,6,2024-07-26
561,PR-2024-0561,4,2,2024-07-25,2024-08-04,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2024-07-26
562,PR-2024-0562,5,1,2024-07-26,2024-08-06,Generated material requisition for EV motor manufacturing.,Approved,8,2024-07-27
563,PR-2024-0563,6,3,2024-07-26,2024-08-11,Generated material requisition for EV motor manufacturing.,Approved,9,2024-07-27
564,PR-2024-0564,7,3,2024-07-27,2024-08-14,Generated material requisition for EV motor manufacturing.,Approved,10,2024-07-28
565,PR-2024-0565,8,4,2024-07-27,2024-08-08,Generated material requisition for EV motor manufacturing.,Approved,11,2024-07-28
566,PR-2024-0566,9,4,2024-07-27,2024-08-10,Generated material requisition for EV motor manufacturing.,Approved,12,2024-07-28
567,PR-2024-0567,10,5,2024-07-27,2024-08-12,Generated material requisition for EV motor manufacturing.,Approved,13,2024-07-28
568,PR-2024-0568,11,5,2024-07-28,2024-08-12,Generated material requisition for EV motor manufacturing.,Approved,1,2024-07-29
569,PR-2024-0569,12,6,2024-07-28,2024-08-02,Generated material requisition for EV motor manufacturing.,Approved,3,2024-07-29
570,PR-2024-0570,13,6,2024-07-28,2024-08-17,Generated material requisition for EV motor manufacturing.,Approved,4,2024-07-29
571,PR-2024-0571,1,1,2024-07-28,2024-08-02,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2024-07-29
572,PR-2024-0572,3,2,2024-07-28,2024-08-07,Generated material requisition for EV motor manufacturing.,Approved,6,2024-07-29
573,PR-2024-0573,4,2,2024-07-28,2024-08-11,Generated material requisition for EV motor manufacturing.,Approved,7,2024-07-29
574,PR-2024-0574,5,1,2024-07-29,2024-08-08,Generated material requisition for EV motor manufacturing.,Approved,8,2024-07-30
575,PR-2024-0575,6,3,2024-07-30,2024-08-06,Generated material requisition for EV motor manufacturing.,Approved,9,2024-07-31
576,PR-2024-0576,7,3,2024-07-30,2024-08-18,Generated material requisition for EV motor manufacturing.,Approved,10,2024-07-31
577,PR-2024-0577,8,4,2024-07-30,2024-08-03,Generated material requisition for EV motor manufacturing.,Approved,11,2024-07-31
578,PR-2024-0578,9,4,2024-07-31,2024-08-07,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-01
579,PR-2024-0579,10,5,2024-07-31,2024-08-20,Generated material requisition for EV motor manufacturing.,Approved,13,2024-08-01
580,PR-2024-0580,11,5,2024-07-31,2024-08-16,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-01
581,PR-2024-0581,12,6,2024-07-31,2024-08-04,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2024-08-01
582,PR-2024-0582,13,6,2024-08-01,2024-08-17,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-02
583,PR-2024-0583,1,1,2024-08-01,2024-08-21,Generated material requisition for EV motor manufacturing.,Approved,5,2024-08-02
584,PR-2024-0584,3,2,2024-08-01,2024-08-05,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-02
585,PR-2024-0585,4,2,2024-08-01,2024-08-11,Generated material requisition for EV motor manufacturing.,Approved,7,2024-08-02
586,PR-2024-0586,5,1,2024-08-02,2024-08-13,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-03
587,PR-2024-0587,6,3,2024-08-02,2024-08-07,Generated material requisition for EV motor manufacturing.,Approved,9,2024-08-03
588,PR-2024-0588,7,3,2024-08-02,2024-08-08,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-03
589,PR-2024-0589,8,4,2024-08-02,2024-08-08,Generated material requisition for EV motor manufacturing.,Approved,11,2024-08-03
590,PR-2024-0590,9,4,2024-08-03,2024-08-09,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-04
591,PR-2024-0591,10,5,2024-08-03,2024-08-13,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2024-08-04
592,PR-2024-0592,11,5,2024-08-03,2024-08-14,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-04
593,PR-2024-0593,12,6,2024-08-03,2024-08-10,Generated material requisition for EV motor manufacturing.,Approved,3,2024-08-04
594,PR-2024-0594,13,6,2024-08-04,2024-08-12,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-05
595,PR-2024-0595,1,1,2024-08-04,2024-08-10,Generated material requisition for EV motor manufacturing.,Approved,5,2024-08-05
596,PR-2024-0596,3,2,2024-08-04,2024-08-21,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-05
597,PR-2024-0597,4,2,2024-08-04,2024-08-10,Generated material requisition for EV motor manufacturing.,Approved,7,2024-08-05
598,PR-2024-0598,5,1,2024-08-04,2024-08-23,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-05
599,PR-2024-0599,6,3,2024-08-05,2024-08-17,Generated material requisition for EV motor manufacturing.,Approved,9,2024-08-06
600,PR-2024-0600,7,3,2024-08-05,2024-08-22,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-06
601,PR-2024-0601,8,4,2024-08-05,2024-08-19,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2024-08-06
602,PR-2024-0602,9,4,2024-08-05,2024-08-12,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-06
603,PR-2024-0603,10,5,2024-08-05,2024-08-18,Generated material requisition for EV motor manufacturing.,Approved,13,2024-08-06
604,PR-2024-0604,11,5,2024-08-05,2024-08-12,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-06
605,PR-2024-0605,12,6,2024-08-05,2024-08-10,Generated material requisition for EV motor manufacturing.,Approved,3,2024-08-06
606,PR-2024-0606,13,6,2024-08-05,2024-08-12,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-06
607,PR-2024-0607,1,1,2024-08-06,2024-08-13,Generated material requisition for EV motor manufacturing.,Approved,5,2024-08-07
608,PR-2024-0608,3,2,2024-08-06,2024-08-11,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-07
609,PR-2024-0609,4,2,2024-08-07,2024-08-10,Generated material requisition for EV motor manufacturing.,Approved,7,2024-08-08
610,PR-2024-0610,5,1,2024-08-07,2024-08-26,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-08
611,PR-2024-0611,6,3,2024-08-07,2024-08-19,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2024-08-08
612,PR-2024-0612,7,3,2024-08-07,2024-08-17,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-08
613,PR-2024-0613,8,4,2024-08-07,2024-08-26,Generated material requisition for EV motor manufacturing.,Approved,11,2024-08-08
614,PR-2024-0614,9,4,2024-08-08,2024-08-15,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-09
615,PR-2024-0615,10,5,2024-08-08,2024-08-18,Generated material requisition for EV motor manufacturing.,Approved,13,2024-08-09
616,PR-2024-0616,11,5,2024-08-08,2024-08-26,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-09
617,PR-2024-0617,12,6,2024-08-08,2024-08-22,Generated material requisition for EV motor manufacturing.,Approved,3,2024-08-09
618,PR-2024-0618,13,6,2024-08-10,2024-08-20,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-11
619,PR-2024-0619,1,1,2024-08-10,2024-08-17,Generated material requisition for EV motor manufacturing.,Approved,5,2024-08-11
620,PR-2024-0620,3,2,2024-08-11,2024-08-14,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-12
621,PR-2024-0621,4,2,2024-08-11,2024-08-15,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2024-08-12
622,PR-2024-0622,5,1,2024-08-11,2024-08-16,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-12
623,PR-2024-0623,6,3,2024-08-11,2024-08-28,Generated material requisition for EV motor manufacturing.,Approved,9,2024-08-12
624,PR-2024-0624,7,3,2024-08-11,2024-08-25,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-12
625,PR-2024-0625,8,4,2024-08-12,2024-08-22,Generated material requisition for EV motor manufacturing.,Approved,11,2024-08-13
626,PR-2024-0626,9,4,2024-08-12,2024-08-29,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-13
627,PR-2024-0627,10,5,2024-08-12,2024-08-17,Generated material requisition for EV motor manufacturing.,Approved,13,2024-08-13
628,PR-2024-0628,11,5,2024-08-12,2024-08-18,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-13
629,PR-2024-0629,12,6,2024-08-12,2024-08-22,Generated material requisition for EV motor manufacturing.,Approved,3,2024-08-13
630,PR-2024-0630,13,6,2024-08-12,2024-08-31,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-13
631,PR-2024-0631,1,1,2024-08-13,2024-08-27,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2024-08-14
632,PR-2024-0632,3,2,2024-08-13,2024-08-31,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-14
633,PR-2024-0633,4,2,2024-08-13,2024-08-20,Generated material requisition for EV motor manufacturing.,Approved,7,2024-08-14
634,PR-2024-0634,5,1,2024-08-14,2024-09-01,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-15
635,PR-2024-0635,6,3,2024-08-14,2024-08-18,Generated material requisition for EV motor manufacturing.,Approved,9,2024-08-15
636,PR-2024-0636,7,3,2024-08-14,2024-08-21,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-15
637,PR-2024-0637,8,4,2024-08-14,2024-08-26,Generated material requisition for EV motor manufacturing.,Approved,11,2024-08-15
638,PR-2024-0638,9,4,2024-08-14,2024-08-17,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-15
639,PR-2024-0639,10,5,2024-08-14,2024-09-01,Generated material requisition for EV motor manufacturing.,Approved,13,2024-08-15
640,PR-2024-0640,11,5,2024-08-15,2024-09-02,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-16
641,PR-2024-0641,12,6,2024-08-15,2024-08-27,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2024-08-16
642,PR-2024-0642,13,6,2024-08-15,2024-08-23,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-16
643,PR-2024-0643,1,1,2024-08-15,2024-08-19,Generated material requisition for EV motor manufacturing.,Approved,5,2024-08-16
644,PR-2024-0644,3,2,2024-08-15,2024-08-29,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-16
645,PR-2024-0645,4,2,2024-08-15,2024-08-27,Generated material requisition for EV motor manufacturing.,Approved,7,2024-08-16
646,PR-2024-0646,5,1,2024-08-16,2024-09-01,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-17
647,PR-2024-0647,6,3,2024-08-16,2024-08-29,Generated material requisition for EV motor manufacturing.,Approved,9,2024-08-17
648,PR-2024-0648,7,3,2024-08-16,2024-08-21,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-17
649,PR-2024-0649,8,4,2024-08-16,2024-08-21,Generated material requisition for EV motor manufacturing.,Approved,11,2024-08-17
650,PR-2024-0650,9,4,2024-08-17,2024-09-03,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-18
651,PR-2024-0651,10,5,2024-08-18,2024-08-23,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2024-08-19
652,PR-2024-0652,11,5,2024-08-18,2024-09-06,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-19
653,PR-2024-0653,12,6,2024-08-19,2024-08-23,Generated material requisition for EV motor manufacturing.,Approved,3,2024-08-20
654,PR-2024-0654,13,6,2024-08-19,2024-09-04,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-20
655,PR-2024-0655,1,1,2024-08-19,2024-09-08,Generated material requisition for EV motor manufacturing.,Approved,5,2024-08-20
656,PR-2024-0656,3,2,2024-08-19,2024-08-29,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-20
657,PR-2024-0657,4,2,2024-08-20,2024-08-24,Generated material requisition for EV motor manufacturing.,Approved,7,2024-08-21
658,PR-2024-0658,5,1,2024-08-20,2024-09-07,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-21
659,PR-2024-0659,6,3,2024-08-20,2024-08-26,Generated material requisition for EV motor manufacturing.,Approved,9,2024-08-21
660,PR-2024-0660,7,3,2024-08-20,2024-09-01,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-21
661,PR-2024-0661,8,4,2024-08-21,2024-09-10,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2024-08-22
662,PR-2024-0662,9,4,2024-08-21,2024-09-06,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-22
663,PR-2024-0663,10,5,2024-08-21,2024-08-24,Generated material requisition for EV motor manufacturing.,Approved,13,2024-08-22
664,PR-2024-0664,11,5,2024-08-22,2024-09-08,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-23
665,PR-2024-0665,12,6,2024-08-22,2024-08-27,Generated material requisition for EV motor manufacturing.,Approved,3,2024-08-23
666,PR-2024-0666,13,6,2024-08-23,2024-09-08,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-24
667,PR-2024-0667,1,1,2024-08-23,2024-09-06,Generated material requisition for EV motor manufacturing.,Approved,5,2024-08-24
668,PR-2024-0668,3,2,2024-08-23,2024-08-31,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-24
669,PR-2024-0669,4,2,2024-08-23,2024-09-02,Generated material requisition for EV motor manufacturing.,Approved,7,2024-08-24
670,PR-2024-0670,5,1,2024-08-23,2024-08-28,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-24
671,PR-2024-0671,6,3,2024-08-23,2024-09-12,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2024-08-24
672,PR-2024-0672,7,3,2024-08-24,2024-08-31,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-25
673,PR-2024-0673,8,4,2024-08-24,2024-09-01,Generated material requisition for EV motor manufacturing.,Approved,11,2024-08-25
674,PR-2024-0674,9,4,2024-08-24,2024-09-05,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-25
675,PR-2024-0675,10,5,2024-08-24,2024-09-08,Generated material requisition for EV motor manufacturing.,Approved,13,2024-08-25
676,PR-2024-0676,11,5,2024-08-24,2024-09-05,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-25
677,PR-2024-0677,12,6,2024-08-24,2024-09-05,Generated material requisition for EV motor manufacturing.,Approved,3,2024-08-25
678,PR-2024-0678,13,6,2024-08-25,2024-09-07,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-26
679,PR-2024-0679,1,1,2024-08-25,2024-09-12,Generated material requisition for EV motor manufacturing.,Approved,5,2024-08-26
680,PR-2024-0680,3,2,2024-08-25,2024-09-04,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-26
681,PR-2024-0681,4,2,2024-08-26,2024-09-12,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2024-08-27
682,PR-2024-0682,5,1,2024-08-26,2024-09-12,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-27
683,PR-2024-0683,6,3,2024-08-26,2024-09-15,Generated material requisition for EV motor manufacturing.,Approved,9,2024-08-27
684,PR-2024-0684,7,3,2024-08-26,2024-09-14,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-27
685,PR-2024-0685,8,4,2024-08-27,2024-09-13,Generated material requisition for EV motor manufacturing.,Approved,11,2024-08-28
686,PR-2024-0686,9,4,2024-08-27,2024-09-03,Generated material requisition for EV motor manufacturing.,Approved,12,2024-08-28
687,PR-2024-0687,10,5,2024-08-27,2024-09-12,Generated material requisition for EV motor manufacturing.,Approved,13,2024-08-28
688,PR-2024-0688,11,5,2024-08-28,2024-09-13,Generated material requisition for EV motor manufacturing.,Approved,1,2024-08-29
689,PR-2024-0689,12,6,2024-08-28,2024-09-05,Generated material requisition for EV motor manufacturing.,Approved,3,2024-08-29
690,PR-2024-0690,13,6,2024-08-28,2024-09-12,Generated material requisition for EV motor manufacturing.,Approved,4,2024-08-29
691,PR-2024-0691,1,1,2024-08-28,2024-09-04,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2024-08-29
692,PR-2024-0692,3,2,2024-08-29,2024-09-10,Generated material requisition for EV motor manufacturing.,Approved,6,2024-08-30
693,PR-2024-0693,4,2,2024-08-29,2024-09-15,Generated material requisition for EV motor manufacturing.,Approved,7,2024-08-30
694,PR-2024-0694,5,1,2024-08-29,2024-09-04,Generated material requisition for EV motor manufacturing.,Approved,8,2024-08-30
695,PR-2024-0695,6,3,2024-08-29,2024-09-07,Generated material requisition for EV motor manufacturing.,Approved,9,2024-08-30
696,PR-2024-0696,7,3,2024-08-29,2024-09-15,Generated material requisition for EV motor manufacturing.,Approved,10,2024-08-30
697,PR-2024-0697,8,4,2024-08-31,2024-09-11,Generated material requisition for EV motor manufacturing.,Approved,11,2024-09-01
698,PR-2024-0698,9,4,2024-08-31,2024-09-20,Generated material requisition for EV motor manufacturing.,Approved,12,2024-09-01
699,PR-2024-0699,10,5,2024-08-31,2024-09-03,Generated material requisition for EV motor manufacturing.,Approved,13,2024-09-01
700,PR-2024-0700,11,5,2024-08-31,2024-09-15,Generated material requisition for EV motor manufacturing.,Approved,1,2024-09-01
701,PR-2024-0701,12,6,2024-08-31,2024-09-17,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2024-09-01
702,PR-2024-0702,13,6,2024-09-01,2024-09-20,Generated material requisition for EV motor manufacturing.,Approved,4,2024-09-02
703,PR-2024-0703,1,1,2024-09-01,2024-09-06,Generated material requisition for EV motor manufacturing.,Approved,5,2024-09-02
704,PR-2024-0704,3,2,2024-09-02,2024-09-22,Generated material requisition for EV motor manufacturing.,Approved,6,2024-09-03
705,PR-2024-0705,4,2,2024-09-02,2024-09-12,Generated material requisition for EV motor manufacturing.,Approved,7,2024-09-03
706,PR-2024-0706,5,1,2024-09-02,2024-09-11,Generated material requisition for EV motor manufacturing.,Approved,8,2024-09-03
707,PR-2024-0707,6,3,2024-09-02,2024-09-11,Generated material requisition for EV motor manufacturing.,Approved,9,2024-09-03
708,PR-2024-0708,7,3,2024-09-02,2024-09-16,Generated material requisition for EV motor manufacturing.,Approved,10,2024-09-03
709,PR-2024-0709,8,4,2024-09-03,2024-09-17,Generated material requisition for EV motor manufacturing.,Approved,11,2024-09-04
710,PR-2024-0710,9,4,2024-09-03,2024-09-14,Generated material requisition for EV motor manufacturing.,Approved,12,2024-09-04
711,PR-2024-0711,10,5,2024-09-03,2024-09-07,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2024-09-04
712,PR-2024-0712,11,5,2024-09-03,2024-09-23,Generated material requisition for EV motor manufacturing.,Approved,1,2024-09-04
713,PR-2024-0713,12,6,2024-09-05,2024-09-11,Generated material requisition for EV motor manufacturing.,Approved,3,2024-09-06
714,PR-2024-0714,13,6,2024-09-05,2024-09-09,Generated material requisition for EV motor manufacturing.,Approved,4,2024-09-06
715,PR-2024-0715,1,1,2024-09-06,2024-09-19,Generated material requisition for EV motor manufacturing.,Approved,5,2024-09-07
716,PR-2024-0716,3,2,2024-09-06,2024-09-16,Generated material requisition for EV motor manufacturing.,Approved,6,2024-09-07
717,PR-2024-0717,4,2,2024-09-06,2024-09-20,Generated material requisition for EV motor manufacturing.,Approved,7,2024-09-07
718,PR-2024-0718,5,1,2024-09-06,2024-09-24,Generated material requisition for EV motor manufacturing.,Approved,8,2024-09-07
719,PR-2024-0719,6,3,2024-09-06,2024-09-10,Generated material requisition for EV motor manufacturing.,Approved,9,2024-09-07
720,PR-2024-0720,7,3,2024-09-06,2024-09-14,Generated material requisition for EV motor manufacturing.,Approved,10,2024-09-07
721,PR-2024-0721,8,4,2024-09-07,2024-09-19,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2024-09-08
722,PR-2024-0722,9,4,2024-09-07,2024-09-24,Generated material requisition for EV motor manufacturing.,Approved,12,2024-09-08
723,PR-2024-0723,10,5,2024-09-08,2024-09-21,Generated material requisition for EV motor manufacturing.,Approved,13,2024-09-09
724,PR-2024-0724,11,5,2024-09-08,2024-09-17,Generated material requisition for EV motor manufacturing.,Approved,1,2024-09-09
725,PR-2024-0725,12,6,2024-09-09,2024-09-22,Generated material requisition for EV motor manufacturing.,Approved,3,2024-09-10
726,PR-2024-0726,13,6,2024-09-09,2024-09-29,Generated material requisition for EV motor manufacturing.,Approved,4,2024-09-10
727,PR-2024-0727,1,1,2024-09-09,2024-09-20,Generated material requisition for EV motor manufacturing.,Approved,5,2024-09-10
728,PR-2024-0728,3,2,2024-09-10,2024-09-28,Generated material requisition for EV motor manufacturing.,Approved,6,2024-09-11
729,PR-2024-0729,4,2,2024-09-10,2024-09-27,Generated material requisition for EV motor manufacturing.,Approved,7,2024-09-11
730,PR-2024-0730,5,1,2024-09-10,2024-09-18,Generated material requisition for EV motor manufacturing.,Approved,8,2024-09-11
731,PR-2024-0731,6,3,2024-09-10,2024-09-17,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2024-09-11
732,PR-2024-0732,7,3,2024-09-11,2024-09-27,Generated material requisition for EV motor manufacturing.,Approved,10,2024-09-12
733,PR-2024-0733,8,4,2024-09-11,2024-09-17,Generated material requisition for EV motor manufacturing.,Approved,11,2024-09-12
734,PR-2024-0734,9,4,2024-09-12,2024-09-21,Generated material requisition for EV motor manufacturing.,Approved,12,2024-09-13
735,PR-2024-0735,10,5,2024-09-12,2024-09-19,Generated material requisition for EV motor manufacturing.,Approved,13,2024-09-13
736,PR-2024-0736,11,5,2024-09-12,2024-09-25,Generated material requisition for EV motor manufacturing.,Approved,1,2024-09-13
737,PR-2024-0737,12,6,2024-09-12,2024-09-20,Generated material requisition for EV motor manufacturing.,Approved,3,2024-09-13
738,PR-2024-0738,13,6,2024-09-12,2024-09-26,Generated material requisition for EV motor manufacturing.,Approved,4,2024-09-13
739,PR-2024-0739,1,1,2024-09-13,2024-10-02,Generated material requisition for EV motor manufacturing.,Approved,5,2024-09-14
740,PR-2024-0740,3,2,2024-09-13,2024-09-30,Generated material requisition for EV motor manufacturing.,Approved,6,2024-09-14
741,PR-2024-0741,4,2,2024-09-13,2024-10-03,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2024-09-14
742,PR-2024-0742,5,1,2024-09-14,2024-09-17,Generated material requisition for EV motor manufacturing.,Approved,8,2024-09-15
743,PR-2024-0743,6,3,2024-09-14,2024-09-25,Generated material requisition for EV motor manufacturing.,Approved,9,2024-09-15
744,PR-2024-0744,7,3,2024-09-14,2024-09-20,Generated material requisition for EV motor manufacturing.,Approved,10,2024-09-15
745,PR-2024-0745,8,4,2024-09-14,2024-10-03,Generated material requisition for EV motor manufacturing.,Approved,11,2024-09-15
746,PR-2024-0746,9,4,2024-09-14,2024-09-29,Generated material requisition for EV motor manufacturing.,Approved,12,2024-09-15
747,PR-2024-0747,10,5,2024-09-14,2024-09-22,Generated material requisition for EV motor manufacturing.,Approved,13,2024-09-15
748,PR-2024-0748,11,5,2024-09-14,2024-09-27,Generated material requisition for EV motor manufacturing.,Approved,1,2024-09-15
749,PR-2024-0749,12,6,2024-09-14,2024-09-27,Generated material requisition for EV motor manufacturing.,Approved,3,2024-09-15
750,PR-2024-0750,13,6,2024-09-15,2024-09-26,Generated material requisition for EV motor manufacturing.,Approved,4,2024-09-16
751,PR-2024-0751,1,1,2024-09-16,2024-09-27,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2024-09-17
752,PR-2024-0752,3,2,2024-09-16,2024-09-19,Generated material requisition for EV motor manufacturing.,Approved,6,2024-09-17
753,PR-2024-0753,4,2,2024-09-16,2024-09-27,Generated material requisition for EV motor manufacturing.,Approved,7,2024-09-17
754,PR-2024-0754,5,1,2024-09-18,2024-09-27,Generated material requisition for EV motor manufacturing.,Approved,8,2024-09-19
755,PR-2024-0755,6,3,2024-09-18,2024-10-05,Generated material requisition for EV motor manufacturing.,Approved,9,2024-09-19
756,PR-2024-0756,7,3,2024-09-18,2024-10-06,Generated material requisition for EV motor manufacturing.,Approved,10,2024-09-19
757,PR-2024-0757,8,4,2024-09-18,2024-10-04,Generated material requisition for EV motor manufacturing.,Approved,11,2024-09-19
