fg_receipt_id,fg_receipt_number,production_order_item_id,production_order_id,finished_item_id,received_quantity,accepted_quantity,rejected_quantity,uom,receipt_date,received_by,inspection_status,warehouse_location,batch_number,serial_number_start,serial_number_end,remarks
768,FGR-2024-0768,729,729,102,39.000,39.000,0.000,No,2024-08-26,10,Accepted,Finished Goods Warehouse,FG-0000768,SN0000768A,SN0000768Z,Generated finished goods receipt.
769,FGR-2024-0769,730,730,100,52.000,52.000,0.000,No,2024-08-29,11,Accepted,Finished Goods Warehouse,FG-0000769,SN0000769A,SN0000769Z,Generated finished goods receipt.
770,FGR-2024-0770,731,731,101,34.000,34.000,0.000,No,2024-09-02,12,Accepted,Finished Goods Warehouse,FG-0000770,SN0000770A,SN0000770Z,Generated finished goods receipt.
771,FGR-2024-0771,732,732,102,6.000,6.000,0.000,No,2024-08-30,13,Accepted,Finished Goods Warehouse,FG-0000771,SN0000771A,SN0000771Z,Generated finished goods receipt.
772,FGR-2024-0772,733,733,100,15.000,15.000,0.000,No,2024-09-02,1,Accepted,Finished Goods Warehouse,FG-0000772,SN0000772A,SN0000772Z,Generated finished goods receipt.
773,FGR-2024-0773,734,734,101,9.000,9.000,0.000,No,2024-09-06,3,Accepted,Finished Goods Warehouse,FG-0000773,SN0000773A,SN0000773Z,Generated finished goods receipt.
774,FGR-2024-0774,735,735,102,45.000,45.000,0.000,No,2024-09-04,4,Accepted,Finished Goods Warehouse,FG-0000774,SN0000774A,SN0000774Z,Generated finished goods receipt.
775,FGR-2024-0775,736,736,100,47.000,47.000,0.000,No,2024-08-28,5,Accepted,Finished Goods Warehouse,FG-0000775,SN0000775A,SN0000775Z,Generated finished goods receipt.
776,FGR-2024-0776,737,737,101,28.000,28.000,0.000,No,2024-09-08,6,Accepted,Finished Goods Warehouse,FG-0000776,SN0000776A,SN0000776Z,Generated finished goods receipt.
777,FGR-2024-0777,738,738,102,43.000,43.000,0.000,No,2024-09-03,7,Accepted,Finished Goods Warehouse,FG-0000777,SN0000777A,SN0000777Z,Generated finished goods receipt.
778,FGR-2024-0778,739,739,100,34.000,34.000,0.000,No,2024-09-03,8,Accepted,Finished Goods Warehouse,FG-0000778,SN0000778A,SN0000778Z,Generated finished goods receipt.
779,FGR-2024-0779,740,740,101,45.000,45.000,0.000,No,2024-08-28,9,Accepted,Finished Goods Warehouse,FG-0000779,SN0000779A,SN0000779Z,Generated finished goods receipt.
780,FGR-2024-0780,741,741,102,42.000,42.000,0.000,No,2024-09-07,10,Accepted,Finished Goods Warehouse,FG-0000780,SN0000780A,SN0000780Z,Generated finished goods receipt.
781,FGR-2024-0781,742,742,100,30.000,30.000,0.000,No,2024-09-06,11,Accepted,Finished Goods Warehouse,FG-0000781,SN0000781A,SN0000781Z,Generated finished goods receipt.
782,FGR-2024-0782,743,743,101,40.000,40.000,0.000,No,2024-09-05,12,Accepted,Finished Goods Warehouse,FG-0000782,SN0000782A,SN0000782Z,Generated finished goods receipt.
783,FGR-2024-0783,744,744,102,20.000,20.000,0.000,No,2024-09-02,13,Accepted,Finished Goods Warehouse,FG-0000783,SN0000783A,SN0000783Z,Generated finished goods receipt.
784,FGR-2024-0784,745,745,100,44.000,44.000,0.000,No,2024-09-06,1,Accepted,Finished Goods Warehouse,FG-0000784,SN0000784A,SN0000784Z,Generated finished goods receipt.
785,FGR-2024-0785,746,746,101,55.000,55.000,0.000,No,2024-09-05,3,Accepted,Finished Goods Warehouse,FG-0000785,SN0000785A,SN0000785Z,Generated finished goods receipt.
786,FGR-2024-0786,747,747,102,14.000,14.000,0.000,No,2024-09-01,4,Accepted,Finished Goods Warehouse,FG-0000786,SN0000786A,SN0000786Z,Generated finished goods receipt.
787,FGR-2024-0787,748,748,100,40.000,40.000,0.000,No,2024-09-11,5,Accepted,Finished Goods Warehouse,FG-0000787,SN0000787A,SN0000787Z,Generated finished goods receipt.
788,FGR-2024-0788,749,749,101,11.000,11.000,0.000,No,2024-09-01,6,Accepted,Finished Goods Warehouse,FG-0000788,SN0000788A,SN0000788Z,Generated finished goods receipt.
789,FGR-2024-0789,750,750,102,25.000,25.000,0.000,No,2024-09-06,7,Accepted,Finished Goods Warehouse,FG-0000789,SN0000789A,SN0000789Z,Generated finished goods receipt.
790,FGR-2024-0790,751,751,100,41.000,41.000,0.000,No,2024-09-08,8,Accepted,Finished Goods Warehouse,FG-0000790,SN0000790A,SN0000790Z,Generated finished goods receipt.
791,FGR-2024-0791,752,752,101,19.000,19.000,0.000,No,2024-09-08,9,Accepted,Finished Goods Warehouse,FG-0000791,SN0000791A,SN0000791Z,Generated finished goods receipt.
792,FGR-2024-0792,753,753,102,17.000,17.000,0.000,No,2024-09-09,10,Accepted,Finished Goods Warehouse,FG-0000792,SN0000792A,SN0000792Z,Generated finished goods receipt.
793,FGR-2024-0793,754,754,100,24.000,24.000,0.000,No,2024-09-09,11,Accepted,Finished Goods Warehouse,FG-0000793,SN0000793A,SN0000793Z,Generated finished goods receipt.
794,FGR-2024-0794,755,755,101,9.000,9.000,0.000,No,2024-09-15,12,Accepted,Finished Goods Warehouse,FG-0000794,SN0000794A,SN0000794Z,Generated finished goods receipt.
795,FGR-2024-0795,756,756,102,40.000,40.000,0.000,No,2024-09-09,13,Accepted,Finished Goods Warehouse,FG-0000795,SN0000795A,SN0000795Z,Generated finished goods receipt.
796,FGR-2024-0796,757,757,100,12.000,12.000,0.000,No,2024-09-04,1,Accepted,Finished Goods Warehouse,FG-0000796,SN0000796A,SN0000796Z,Generated finished goods receipt.
797,FGR-2024-0797,758,758,101,22.000,22.000,0.000,No,2024-09-12,3,Accepted,Finished Goods Warehouse,FG-0000797,SN0000797A,SN0000797Z,Generated finished goods receipt.
798,FGR-2024-0798,759,759,102,21.000,21.000,0.000,No,2024-09-14,4,Accepted,Finished Goods Warehouse,FG-0000798,SN0000798A,SN0000798Z,Generated finished goods receipt.
799,FGR-2024-0799,760,760,100,59.000,59.000,0.000,No,2024-09-08,5,Accepted,Finished Goods Warehouse,FG-0000799,SN0000799A,SN0000799Z,Generated finished goods receipt.
800,FGR-2024-0800,761,761,101,58.000,58.000,0.000,No,2024-09-11,6,Accepted,Finished Goods Warehouse,FG-0000800,SN0000800A,SN0000800Z,Generated finished goods receipt.
801,FGR-2024-0801,762,762,102,8.000,8.000,0.000,No,2024-09-10,7,Accepted,Finished Goods Warehouse,FG-0000801,SN0000801A,SN0000801Z,Generated finished goods receipt.
802,FGR-2024-0802,763,763,100,12.000,12.000,0.000,No,2024-09-17,8,Accepted,Finished Goods Warehouse,FG-0000802,SN0000802A,SN0000802Z,Generated finished goods receipt.
803,FGR-2024-0803,764,764,101,46.000,46.000,0.000,No,2024-09-10,9,Accepted,Finished Goods Warehouse,FG-0000803,SN0000803A,SN0000803Z,Generated finished goods receipt.
804,FGR-2024-0804,765,765,102,21.000,21.000,0.000,No,2024-09-06,10,Accepted,Finished Goods Warehouse,FG-0000804,SN0000804A,SN0000804Z,Generated finished goods receipt.
805,FGR-2024-0805,766,766,100,39.000,39.000,0.000,No,2024-09-10,11,Accepted,Finished Goods Warehouse,FG-0000805,SN0000805A,SN0000805Z,Generated finished goods receipt.
806,FGR-2024-0806,767,767,101,56.000,56.000,0.000,No,2024-09-11,12,Accepted,Finished Goods Warehouse,FG-0000806,SN0000806A,SN0000806Z,Generated finished goods receipt.
807,FGR-2024-0807,768,768,102,12.000,12.000,0.000,No,2024-09-15,13,Accepted,Finished Goods Warehouse,FG-0000807,SN0000807A,SN0000807Z,Generated finished goods receipt.
808,FGR-2024-0808,769,769,100,57.000,57.000,0.000,No,2024-09-12,1,Accepted,Finished Goods Warehouse,FG-0000808,SN0000808A,SN0000808Z,Generated finished goods receipt.
809,FGR-2024-0809,770,770,101,6.000,6.000,0.000,No,2024-09-10,3,Accepted,Finished Goods Warehouse,FG-0000809,SN0000809A,SN0000809Z,Generated finished goods receipt.
810,FGR-2024-0810,771,771,102,17.000,17.000,0.000,No,2024-09-11,4,Accepted,Finished Goods Warehouse,FG-0000810,SN0000810A,SN0000810Z,Generated finished goods receipt.
811,FGR-2024-0811,772,772,100,32.000,32.000,0.000,No,2024-09-17,5,Accepted,Finished Goods Warehouse,FG-0000811,SN0000811A,SN0000811Z,Generated finished goods receipt.
812,FGR-2024-0812,773,773,101,54.000,54.000,0.000,No,2024-09-16,6,Accepted,Finished Goods Warehouse,FG-0000812,SN0000812A,SN0000812Z,Generated finished goods receipt.
813,FGR-2024-0813,774,774,102,35.000,35.000,0.000,No,2024-09-13,7,Accepted,Finished Goods Warehouse,FG-0000813,SN0000813A,SN0000813Z,Generated finished goods receipt.
814,FGR-2024-0814,775,775,100,10.000,10.000,0.000,No,2024-09-13,8,Accepted,Finished Goods Warehouse,FG-0000814,SN0000814A,SN0000814Z,Generated finished goods receipt.
815,FGR-2024-0815,776,776,101,18.000,18.000,0.000,No,2024-09-13,9,Accepted,Finished Goods Warehouse,FG-0000815,SN0000815A,SN0000815Z,Generated finished goods receipt.
816,FGR-2024-0816,777,777,102,45.000,45.000,0.000,No,2024-09-14,10,Accepted,Finished Goods Warehouse,FG-0000816,SN0000816A,SN0000816Z,Generated finished goods receipt.
817,FGR-2024-0817,778,778,100,36.000,36.000,0.000,No,2024-09-15,11,Accepted,Finished Goods Warehouse,FG-0000817,SN0000817A,SN0000817Z,Generated finished goods receipt.
818,FGR-2024-0818,779,779,101,3.000,3.000,0.000,No,2024-09-16,12,Accepted,Finished Goods Warehouse,FG-0000818,SN0000818A,SN0000818Z,Generated finished goods receipt.
819,FGR-2024-0819,780,780,102,31.000,31.000,0.000,No,2024-09-17,13,Accepted,Finished Goods Warehouse,FG-0000819,SN0000819A,SN0000819Z,Generated finished goods receipt.
820,FGR-2024-0820,781,781,100,25.000,25.000,0.000,No,2024-09-09,1,Accepted,Finished Goods Warehouse,FG-0000820,SN0000820A,SN0000820Z,Generated finished goods receipt.
821,FGR-2024-0821,782,782,101,4.000,4.000,0.000,No,2024-09-16,3,Accepted,Finished Goods Warehouse,FG-0000821,SN0000821A,SN0000821Z,Generated finished goods receipt.
822,FGR-2024-0822,783,783,102,18.000,18.000,0.000,No,2024-09-12,4,Accepted,Finished Goods Warehouse,FG-0000822,SN0000822A,SN0000822Z,Generated finished goods receipt.
823,FGR-2024-0823,784,784,100,56.000,56.000,0.000,No,2024-09-11,5,Accepted,Finished Goods Warehouse,FG-0000823,SN0000823A,SN0000823Z,Generated finished goods receipt.
824,FGR-2024-0824,785,785,101,44.000,44.000,0.000,No,2024-09-13,6,Accepted,Finished Goods Warehouse,FG-0000824,SN0000824A,SN0000824Z,Generated finished goods receipt.
825,FGR-2024-0825,786,786,102,6.000,6.000,0.000,No,2024-09-15,7,Accepted,Finished Goods Warehouse,FG-0000825,SN0000825A,SN0000825Z,Generated finished goods receipt.
826,FGR-2024-0826,787,787,100,3.000,3.000,0.000,No,2024-09-17,8,Accepted,Finished Goods Warehouse,FG-0000826,SN0000826A,SN0000826Z,Generated finished goods receipt.
827,FGR-2024-0827,788,788,101,24.000,24.000,0.000,No,2024-09-10,9,Accepted,Finished Goods Warehouse,FG-0000827,SN0000827A,SN0000827Z,Generated finished goods receipt.
828,FGR-2024-0828,789,789,102,30.000,30.000,0.000,No,2024-09-16,10,Accepted,Finished Goods Warehouse,FG-0000828,SN0000828A,SN0000828Z,Generated finished goods receipt.
829,FGR-2024-0829,790,790,100,29.000,29.000,0.000,No,2024-09-19,11,Accepted,Finished Goods Warehouse,FG-0000829,SN0000829A,SN0000829Z,Generated finished goods receipt.
830,FGR-2024-0830,791,791,101,44.000,44.000,0.000,No,2024-09-14,12,Accepted,Finished Goods Warehouse,FG-0000830,SN0000830A,SN0000830Z,Generated finished goods receipt.
831,FGR-2024-0831,792,792,102,14.000,14.000,0.000,No,2024-09-20,13,Accepted,Finished Goods Warehouse,FG-0000831,SN0000831A,SN0000831Z,Generated finished goods receipt.
832,FGR-2024-0832,793,793,100,5.000,5.000,0.000,No,2024-09-18,1,Accepted,Finished Goods Warehouse,FG-0000832,SN0000832A,SN0000832Z,Generated finished goods receipt.
833,FGR-2024-0833,794,794,101,42.000,42.000,0.000,No,2024-09-19,3,Accepted,Finished Goods Warehouse,FG-0000833,SN0000833A,SN0000833Z,Generated finished goods receipt.
834,FGR-2024-0834,795,795,102,54.000,54.000,0.000,No,2024-09-16,4,Accepted,Finished Goods Warehouse,FG-0000834,SN0000834A,SN0000834Z,Generated finished goods receipt.
835,FGR-2024-0835,796,796,100,14.000,14.000,0.000,No,2024-09-24,5,Accepted,Finished Goods Warehouse,FG-0000835,SN0000835A,SN0000835Z,Generated finished goods receipt.
836,FGR-2024-0836,797,797,101,23.000,23.000,0.000,No,2024-09-17,6,Accepted,Finished Goods Warehouse,FG-0000836,SN0000836A,SN0000836Z,Generated finished goods receipt.
837,FGR-2024-0837,798,798,102,38.000,38.000,0.000,No,2024-09-19,7,Accepted,Finished Goods Warehouse,FG-0000837,SN0000837A,SN0000837Z,Generated finished goods receipt.
838,FGR-2024-0838,799,799,100,14.000,14.000,0.000,No,2024-09-23,8,Accepted,Finished Goods Warehouse,FG-0000838,SN0000838A,SN0000838Z,Generated finished goods receipt.
839,FGR-2024-0839,800,800,101,51.000,51.000,0.000,No,2024-09-20,9,Accepted,Finished Goods Warehouse,FG-0000839,SN0000839A,SN0000839Z,Generated finished goods receipt.
840,FGR-2024-0840,801,801,102,17.000,17.000,0.000,No,2024-09-22,10,Accepted,Finished Goods Warehouse,FG-0000840,SN0000840A,SN0000840Z,Generated finished goods receipt.
841,FGR-2024-0841,802,802,100,33.000,33.000,0.000,No,2024-09-21,11,Accepted,Finished Goods Warehouse,FG-0000841,SN0000841A,SN0000841Z,Generated finished goods receipt.
842,FGR-2024-0842,803,803,101,23.000,23.000,0.000,No,2024-09-17,12,Accepted,Finished Goods Warehouse,FG-0000842,SN0000842A,SN0000842Z,Generated finished goods receipt.
843,FGR-2024-0843,804,804,102,40.000,40.000,0.000,No,2024-09-24,13,Accepted,Finished Goods Warehouse,FG-0000843,SN0000843A,SN0000843Z,Generated finished goods receipt.
844,FGR-2024-0844,805,805,100,15.000,15.000,0.000,No,2024-09-17,1,Accepted,Finished Goods Warehouse,FG-0000844,SN0000844A,SN0000844Z,Generated finished goods receipt.
845,FGR-2024-0845,806,806,101,10.000,10.000,0.000,No,2024-09-16,3,Accepted,Finished Goods Warehouse,FG-0000845,SN0000845A,SN0000845Z,Generated finished goods receipt.
846,FGR-2024-0846,807,807,102,31.000,31.000,0.000,No,2024-09-24,4,Accepted,Finished Goods Warehouse,FG-0000846,SN0000846A,SN0000846Z,Generated finished goods receipt.
847,FGR-2024-0847,808,808,100,53.000,53.000,0.000,No,2024-09-18,5,Accepted,Finished Goods Warehouse,FG-0000847,SN0000847A,SN0000847Z,Generated finished goods receipt.
848,FGR-2024-0848,809,809,101,38.000,38.000,0.000,No,2024-09-22,6,Accepted,Finished Goods Warehouse,FG-0000848,SN0000848A,SN0000848Z,Generated finished goods receipt.
849,FGR-2024-0849,810,810,102,47.000,47.000,0.000,No,2024-09-22,7,Accepted,Finished Goods Warehouse,FG-0000849,SN0000849A,SN0000849Z,Generated finished goods receipt.
850,FGR-2024-0850,811,811,100,29.000,29.000,0.000,No,2024-09-20,8,Accepted,Finished Goods Warehouse,FG-0000850,SN0000850A,SN0000850Z,Generated finished goods receipt.
851,FGR-2024-0851,812,812,101,10.000,10.000,0.000,No,2024-09-23,9,Accepted,Finished Goods Warehouse,FG-0000851,SN0000851A,SN0000851Z,Generated finished goods receipt.
852,FGR-2024-0852,813,813,102,27.000,27.000,0.000,No,2024-09-15,10,Accepted,Finished Goods Warehouse,FG-0000852,SN0000852A,SN0000852Z,Generated finished goods receipt.
853,FGR-2024-0853,814,814,100,58.000,58.000,0.000,No,2024-09-28,11,Accepted,Finished Goods Warehouse,FG-0000853,SN0000853A,SN0000853Z,Generated finished goods receipt.
854,FGR-2024-0854,815,815,101,47.000,47.000,0.000,No,2024-09-23,12,Accepted,Finished Goods Warehouse,FG-0000854,SN0000854A,SN0000854Z,Generated finished goods receipt.
855,FGR-2024-0855,816,816,102,42.000,42.000,0.000,No,2024-09-23,13,Accepted,Finished Goods Warehouse,FG-0000855,SN0000855A,SN0000855Z,Generated finished goods receipt.
856,FGR-2024-0856,817,817,100,20.000,20.000,0.000,No,2024-09-23,1,Accepted,Finished Goods Warehouse,FG-0000856,SN0000856A,SN0000856Z,Generated finished goods receipt.
857,FGR-2024-0857,818,818,101,38.000,38.000,0.000,No,2024-09-29,3,Accepted,Finished Goods Warehouse,FG-0000857,SN0000857A,SN0000857Z,Generated finished goods receipt.
858,FGR-2024-0858,819,819,102,37.000,37.000,0.000,No,2024-09-22,4,Accepted,Finished Goods Warehouse,FG-0000858,SN0000858A,SN0000858Z,Generated finished goods receipt.
859,FGR-2024-0859,820,820,100,39.000,39.000,0.000,No,2024-09-24,5,Accepted,Finished Goods Warehouse,FG-0000859,SN0000859A,SN0000859Z,Generated finished goods receipt.
860,FGR-2024-0860,821,821,101,54.000,54.000,0.000,No,2024-09-24,6,Accepted,Finished Goods Warehouse,FG-0000860,SN0000860A,SN0000860Z,Generated finished goods receipt.
861,FGR-2024-0861,822,822,102,41.000,41.000,0.000,No,2024-09-30,7,Accepted,Finished Goods Warehouse,FG-0000861,SN0000861A,SN0000861Z,Generated finished goods receipt.
862,FGR-2024-0862,823,823,100,17.000,17.000,0.000,No,2024-09-25,8,Accepted,Finished Goods Warehouse,FG-0000862,SN0000862A,SN0000862Z,Generated finished goods receipt.
863,FGR-2024-0863,824,824,101,16.000,16.000,0.000,No,2024-09-24,9,Accepted,Finished Goods Warehouse,FG-0000863,SN0000863A,SN0000863Z,Generated finished goods receipt.
864,FGR-2024-0864,825,825,102,38.000,38.000,0.000,No,2024-09-29,10,Accepted,Finished Goods Warehouse,FG-0000864,SN0000864A,SN0000864Z,Generated finished goods receipt.
865,FGR-2024-0865,826,826,100,51.000,51.000,0.000,No,2024-09-29,11,Accepted,Finished Goods Warehouse,FG-0000865,SN0000865A,SN0000865Z,Generated finished goods receipt.
866,FGR-2024-0866,827,827,101,56.000,56.000,0.000,No,2024-09-29,12,Accepted,Finished Goods Warehouse,FG-0000866,SN0000866A,SN0000866Z,Generated finished goods receipt.
867,FGR-2024-0867,828,828,102,37.000,37.000,0.000,No,2024-09-28,13,Accepted,Finished Goods Warehouse,FG-0000867,SN0000867A,SN0000867Z,Generated finished goods receipt.
868,FGR-2024-0868,829,829,100,32.000,32.000,0.000,No,2024-09-23,1,Accepted,Finished Goods Warehouse,FG-0000868,SN0000868A,SN0000868Z,Generated finished goods receipt.
869,FGR-2024-0869,830,830,101,50.000,50.000,0.000,No,2024-09-30,3,Accepted,Finished Goods Warehouse,FG-0000869,SN0000869A,SN0000869Z,Generated finished goods receipt.
870,FGR-2024-0870,831,831,102,57.000,57.000,0.000,No,2024-09-30,4,Accepted,Finished Goods Warehouse,FG-0000870,SN0000870A,SN0000870Z,Generated finished goods receipt.
871,FGR-2024-0871,832,832,100,5.000,5.000,0.000,No,2024-09-25,5,Accepted,Finished Goods Warehouse,FG-0000871,SN0000871A,SN0000871Z,Generated finished goods receipt.
872,FGR-2024-0872,833,833,101,22.000,22.000,0.000,No,2024-10-04,6,Accepted,Finished Goods Warehouse,FG-0000872,SN0000872A,SN0000872Z,Generated finished goods receipt.
873,FGR-2024-0873,834,834,102,23.000,23.000,0.000,No,2024-09-29,7,Accepted,Finished Goods Warehouse,FG-0000873,SN0000873A,SN0000873Z,Generated finished goods receipt.
874,FGR-2024-0874,835,835,100,36.000,36.000,0.000,No,2024-10-03,8,Accepted,Finished Goods Warehouse,FG-0000874,SN0000874A,SN0000874Z,Generated finished goods receipt.
875,FGR-2024-0875,836,836,101,21.000,21.000,0.000,No,2024-10-03,9,Accepted,Finished Goods Warehouse,FG-0000875,SN0000875A,SN0000875Z,Generated finished goods receipt.
876,FGR-2024-0876,837,837,102,21.000,21.000,0.000,No,2024-09-26,10,Accepted,Finished Goods Warehouse,FG-0000876,SN0000876A,SN0000876Z,Generated finished goods receipt.
877,FGR-2024-0877,838,838,100,5.000,5.000,0.000,No,2024-09-28,11,Accepted,Finished Goods Warehouse,FG-0000877,SN0000877A,SN0000877Z,Generated finished goods receipt.
878,FGR-2024-0878,839,839,101,5.000,5.000,0.000,No,2024-10-06,12,Accepted,Finished Goods Warehouse,FG-0000878,SN0000878A,SN0000878Z,Generated finished goods receipt.
879,FGR-2024-0879,840,840,102,29.000,29.000,0.000,No,2024-10-08,13,Accepted,Finished Goods Warehouse,FG-0000879,SN0000879A,SN0000879Z,Generated finished goods receipt.
880,FGR-2024-0880,841,841,100,59.000,59.000,0.000,No,2024-10-07,1,Accepted,Finished Goods Warehouse,FG-0000880,SN0000880A,SN0000880Z,Generated finished goods receipt.
881,FGR-2024-0881,842,842,101,20.000,20.000,0.000,No,2024-10-01,3,Accepted,Finished Goods Warehouse,FG-0000881,SN0000881A,SN0000881Z,Generated finished goods receipt.
882,FGR-2024-0882,843,843,102,16.000,16.000,0.000,No,2024-09-29,4,Accepted,Finished Goods Warehouse,FG-0000882,SN0000882A,SN0000882Z,Generated finished goods receipt.
883,FGR-2024-0883,844,844,100,17.000,17.000,0.000,No,2024-10-03,5,Accepted,Finished Goods Warehouse,FG-0000883,SN0000883A,SN0000883Z,Generated finished goods receipt.
884,FGR-2024-0884,845,845,101,59.000,59.000,0.000,No,2024-10-04,6,Accepted,Finished Goods Warehouse,FG-0000884,SN0000884A,SN0000884Z,Generated finished goods receipt.
885,FGR-2024-0885,846,846,102,40.000,40.000,0.000,No,2024-10-06,7,Accepted,Finished Goods Warehouse,FG-0000885,SN0000885A,SN0000885Z,Generated finished goods receipt.
886,FGR-2024-0886,847,847,100,40.000,40.000,0.000,No,2024-10-03,8,Accepted,Finished Goods Warehouse,FG-0000886,SN0000886A,SN0000886Z,Generated finished goods receipt.
887,FGR-2024-0887,848,848,101,14.000,14.000,0.000,No,2024-10-09,9,Accepted,Finished Goods Warehouse,FG-0000887,SN0000887A,SN0000887Z,Generated finished goods receipt.
888,FGR-2024-0888,849,849,102,53.000,53.000,0.000,No,2024-10-09,10,Accepted,Finished Goods Warehouse,FG-0000888,SN0000888A,SN0000888Z,Generated finished goods receipt.
889,FGR-2024-0889,850,850,100,15.000,15.000,0.000,No,2024-10-11,11,Accepted,Finished Goods Warehouse,FG-0000889,SN0000889A,SN0000889Z,Generated finished goods receipt.
890,FGR-2024-0890,851,851,101,58.000,58.000,0.000,No,2024-10-06,12,Accepted,Finished Goods Warehouse,FG-0000890,SN0000890A,SN0000890Z,Generated finished goods receipt.
891,FGR-2024-0891,852,852,102,58.000,58.000,0.000,No,2024-10-01,13,Accepted,Finished Goods Warehouse,FG-0000891,SN0000891A,SN0000891Z,Generated finished goods receipt.
892,FGR-2024-0892,853,853,100,36.000,36.000,0.000,No,2024-10-08,1,Accepted,Finished Goods Warehouse,FG-0000892,SN0000892A,SN0000892Z,Generated finished goods receipt.
893,FGR-2024-0893,854,854,101,51.000,51.000,0.000,No,2024-10-15,3,Accepted,Finished Goods Warehouse,FG-0000893,SN0000893A,SN0000893Z,Generated finished goods receipt.
894,FGR-2024-0894,855,855,102,60.000,60.000,0.000,No,2024-10-03,4,Accepted,Finished Goods Warehouse,FG-0000894,SN0000894A,SN0000894Z,Generated finished goods receipt.
895,FGR-2024-0895,856,856,100,35.000,35.000,0.000,No,2024-10-09,5,Accepted,Finished Goods Warehouse,FG-0000895,SN0000895A,SN0000895Z,Generated finished goods receipt.
896,FGR-2024-0896,857,857,101,45.000,45.000,0.000,No,2024-10-08,6,Accepted,Finished Goods Warehouse,FG-0000896,SN0000896A,SN0000896Z,Generated finished goods receipt.
897,FGR-2024-0897,858,858,102,36.000,36.000,0.000,No,2024-10-09,7,Accepted,Finished Goods Warehouse,FG-0000897,SN0000897A,SN0000897Z,Generated finished goods receipt.
898,FGR-2024-0898,859,859,100,34.000,34.000,0.000,No,2024-10-09,8,Accepted,Finished Goods Warehouse,FG-0000898,SN0000898A,SN0000898Z,Generated finished goods receipt.
899,FGR-2024-0899,860,860,101,22.000,22.000,0.000,No,2024-10-10,9,Accepted,Finished Goods Warehouse,FG-0000899,SN0000899A,SN0000899Z,Generated finished goods receipt.
900,FGR-2024-0900,861,861,102,41.000,41.000,0.000,No,2024-10-07,10,Accepted,Finished Goods Warehouse,FG-0000900,SN0000900A,SN0000900Z,Generated finished goods receipt.
901,FGR-2024-0901,862,862,100,17.000,17.000,0.000,No,2024-10-12,11,Accepted,Finished Goods Warehouse,FG-0000901,SN0000901A,SN0000901Z,Generated finished goods receipt.
902,FGR-2024-0902,863,863,101,15.000,15.000,0.000,No,2024-10-05,12,Accepted,Finished Goods Warehouse,FG-0000902,SN0000902A,SN0000902Z,Generated finished goods receipt.
903,FGR-2024-0903,864,864,102,20.000,20.000,0.000,No,2024-10-11,13,Accepted,Finished Goods Warehouse,FG-0000903,SN0000903A,SN0000903Z,Generated finished goods receipt.
904,FGR-2024-0904,865,865,100,4.000,4.000,0.000,No,2024-10-11,1,Accepted,Finished Goods Warehouse,FG-0000904,SN0000904A,SN0000904Z,Generated finished goods receipt.
905,FGR-2024-0905,866,866,101,56.000,56.000,0.000,No,2024-10-10,3,Accepted,Finished Goods Warehouse,FG-0000905,SN0000905A,SN0000905Z,Generated finished goods receipt.
906,FGR-2024-0906,867,867,102,18.000,18.000,0.000,No,2024-10-15,4,Accepted,Finished Goods Warehouse,FG-0000906,SN0000906A,SN0000906Z,Generated finished goods receipt.
907,FGR-2024-0907,868,868,100,49.000,49.000,0.000,No,2024-10-08,5,Accepted,Finished Goods Warehouse,FG-0000907,SN0000907A,SN0000907Z,Generated finished goods receipt.
908,FGR-2024-0908,869,869,101,27.000,27.000,0.000,No,2024-10-11,6,Accepted,Finished Goods Warehouse,FG-0000908,SN0000908A,SN0000908Z,Generated finished goods receipt.
909,FGR-2024-0909,870,870,102,23.000,23.000,0.000,No,2024-10-13,7,Accepted,Finished Goods Warehouse,FG-0000909,SN0000909A,SN0000909Z,Generated finished goods receipt.
910,FGR-2024-0910,871,871,100,15.000,15.000,0.000,No,2024-10-14,8,Accepted,Finished Goods Warehouse,FG-0000910,SN0000910A,SN0000910Z,Generated finished goods receipt.
911,FGR-2024-0911,872,872,101,48.000,48.000,0.000,No,2024-10-11,9,Accepted,Finished Goods Warehouse,FG-0000911,SN0000911A,SN0000911Z,Generated finished goods receipt.
912,FGR-2024-0912,873,873,102,31.000,31.000,0.000,No,2024-10-11,10,Accepted,Finished Goods Warehouse,FG-0000912,SN0000912A,SN0000912Z,Generated finished goods receipt.
913,FGR-2024-0913,874,874,100,30.000,30.000,0.000,No,2024-10-11,11,Accepted,Finished Goods Warehouse,FG-0000913,SN0000913A,SN0000913Z,Generated finished goods receipt.
914,FGR-2024-0914,875,875,101,40.000,40.000,0.000,No,2024-10-11,12,Accepted,Finished Goods Warehouse,FG-0000914,SN0000914A,SN0000914Z,Generated finished goods receipt.
915,FGR-2024-0915,876,876,102,49.000,49.000,0.000,No,2024-10-12,13,Accepted,Finished Goods Warehouse,FG-0000915,SN0000915A,SN0000915Z,Generated finished goods receipt.
916,FGR-2024-0916,877,877,100,40.000,40.000,0.000,No,2024-10-09,1,Accepted,Finished Goods Warehouse,FG-0000916,SN0000916A,SN0000916Z,Generated finished goods receipt.
917,FGR-2024-0917,878,878,101,29.000,29.000,0.000,No,2024-10-13,3,Accepted,Finished Goods Warehouse,FG-0000917,SN0000917A,SN0000917Z,Generated finished goods receipt.
