bom_consumption_id,production_order_item_id,finished_item_id,consumed_item_id,planned_quantity,issued_quantity,actual_consumed_quantity,returned_quantity,wastage_quantity,uom,warehouse_location,batch_number,consumption_date,consumed_by,transaction_status,remarks
3368,489,102,71,624.000,636.480,624.000,0.000,12.480,No,Production Issue Store,BC-0003368,2024-06-06,11,Consumed,Generated BOM consumption from active BOM.
3369,490,100,69,232.000,236.640,232.000,0.000,4.640,No,Production Issue Store,BC-0003369,2024-06-10,11,Consumed,Generated BOM consumption from active BOM.
3370,490,100,72,232.000,236.640,232.000,0.000,4.640,No,Production Issue Store,BC-0003370,2024-06-10,12,Consumed,Generated BOM consumption from active BOM.
3371,491,101,73,220.000,224.400,220.000,0.000,4.400,No,Production Issue Store,BC-0003371,2024-06-03,12,Consumed,Generated BOM consumption from active BOM.
3372,491,101,76,44.000,44.880,44.000,0.000,0.880,No,Production Issue Store,BC-0003372,2024-06-03,13,Consumed,Generated BOM consumption from active BOM.
3373,492,102,77,48.000,48.960,48.000,0.000,0.960,No,Production Issue Store,BC-0003373,2024-06-06,13,Consumed,Generated BOM consumption from active BOM.
3374,492,102,80,7200.000,7344.000,7200.000,0.000,144.000,ml,Production Issue Store,BC-0003374,2024-06-06,1,Consumed,Generated BOM consumption from active BOM.
3375,493,100,80,4900.000,4998.000,4900.000,0.000,98.000,ml,Production Issue Store,BC-0003375,2024-06-09,1,Consumed,Generated BOM consumption from active BOM.
3376,493,100,81,1470.000,1499.400,1470.000,0.000,29.400,g,Production Issue Store,BC-0003376,2024-06-09,3,Consumed,Generated BOM consumption from active BOM.
3377,494,101,81,1845.000,1881.900,1845.000,0.000,36.900,g,Production Issue Store,BC-0003377,2024-06-07,3,Consumed,Generated BOM consumption from active BOM.
3378,494,101,82,328.000,334.560,328.000,0.000,6.560,ml,Production Issue Store,BC-0003378,2024-06-07,4,Consumed,Generated BOM consumption from active BOM.
3379,495,102,82,110.000,112.200,110.000,0.000,2.200,ml,Production Issue Store,BC-0003379,2024-06-07,4,Consumed,Generated BOM consumption from active BOM.
3380,495,102,83,550.000,561.000,550.000,0.000,11.000,g,Production Issue Store,BC-0003380,2024-06-07,5,Consumed,Generated BOM consumption from active BOM.
3381,496,100,83,940.000,958.800,940.000,0.000,18.800,g,Production Issue Store,BC-0003381,2024-06-05,5,Consumed,Generated BOM consumption from active BOM.
3382,496,100,84,4700.000,4794.000,4700.000,0.000,94.000,ml,Production Issue Store,BC-0003382,2024-06-05,6,Consumed,Generated BOM consumption from active BOM.
3383,497,101,84,4200.000,4284.000,4200.000,0.000,84.000,ml,Production Issue Store,BC-0003383,2024-06-07,6,Consumed,Generated BOM consumption from active BOM.
3384,497,101,85,420.000,428.400,420.000,0.000,8.400,g,Production Issue Store,BC-0003384,2024-06-07,7,Consumed,Generated BOM consumption from active BOM.
3385,498,102,85,460.000,469.200,460.000,0.000,9.200,g,Production Issue Store,BC-0003385,2024-06-10,7,Consumed,Generated BOM consumption from active BOM.
3386,498,102,86,230.000,234.600,230.000,0.000,4.600,g,Production Issue Store,BC-0003386,2024-06-10,8,Consumed,Generated BOM consumption from active BOM.
3387,499,100,86,45.000,45.900,45.000,0.000,0.900,g,Production Issue Store,BC-0003387,2024-06-11,8,Consumed,Generated BOM consumption from active BOM.
3388,499,100,87,90.000,91.800,90.000,0.000,1.800,g,Production Issue Store,BC-0003388,2024-06-11,9,Consumed,Generated BOM consumption from active BOM.
3389,500,101,87,885.000,902.700,885.000,0.000,17.700,g,Production Issue Store,BC-0003389,2024-06-12,9,Consumed,Generated BOM consumption from active BOM.
3390,500,101,94,59.000,60.180,59.000,0.000,1.180,No,Production Issue Store,BC-0003390,2024-06-12,10,Consumed,Generated BOM consumption from active BOM.
3391,501,102,94,5.000,5.100,5.000,0.000,0.100,No,Production Issue Store,BC-0003391,2024-06-07,10,Consumed,Generated BOM consumption from active BOM.
3392,501,102,95,5.000,5.100,5.000,0.000,0.100,No,Production Issue Store,BC-0003392,2024-06-07,11,Consumed,Generated BOM consumption from active BOM.
3393,502,100,95,59.000,60.180,59.000,0.000,1.180,No,Production Issue Store,BC-0003393,2024-06-12,11,Consumed,Generated BOM consumption from active BOM.
3394,502,100,96,59.000,60.180,59.000,0.000,1.180,No,Production Issue Store,BC-0003394,2024-06-12,12,Consumed,Generated BOM consumption from active BOM.
3395,503,101,96,7.000,7.140,7.000,0.000,0.140,No,Production Issue Store,BC-0003395,2024-06-08,12,Consumed,Generated BOM consumption from active BOM.
3396,503,101,97,7.000,7.140,7.000,0.000,0.140,No,Production Issue Store,BC-0003396,2024-06-08,13,Consumed,Generated BOM consumption from active BOM.
3397,504,102,97,32.000,32.640,32.000,0.000,0.640,No,Production Issue Store,BC-0003397,2024-06-06,13,Consumed,Generated BOM consumption from active BOM.
3398,504,102,88,32.000,32.640,32.000,0.000,0.640,No,Production Issue Store,BC-0003398,2024-06-06,1,Consumed,Generated BOM consumption from active BOM.
3399,505,100,88,9.000,9.180,9.000,0.000,0.180,No,Production Issue Store,BC-0003399,2024-06-11,1,Consumed,Generated BOM consumption from active BOM.
3400,505,100,89,18.000,18.360,18.000,0.000,0.360,No,Production Issue Store,BC-0003400,2024-06-11,3,Consumed,Generated BOM consumption from active BOM.
3401,506,101,89,66.000,67.320,66.000,0.000,1.320,No,Production Issue Store,BC-0003401,2024-06-10,3,Consumed,Generated BOM consumption from active BOM.
3402,506,101,90,33.000,33.660,33.000,0.000,0.660,Sheet,Production Issue Store,BC-0003402,2024-06-10,4,Consumed,Generated BOM consumption from active BOM.
3403,507,102,90,102.000,104.040,102.000,0.000,2.040,sheets,Production Issue Store,BC-0003403,2024-06-08,4,Consumed,Generated BOM consumption from active BOM.
3404,507,102,91,51.000,52.020,51.000,0.000,1.020,No,Production Issue Store,BC-0003404,2024-06-08,5,Consumed,Generated BOM consumption from active BOM.
3405,508,100,91,39.000,39.780,39.000,0.000,0.780,No,Production Issue Store,BC-0003405,2024-06-07,5,Consumed,Generated BOM consumption from active BOM.
3406,508,100,92,39.000,39.780,39.000,0.000,0.780,m,Production Issue Store,BC-0003406,2024-06-07,6,Consumed,Generated BOM consumption from active BOM.
3407,509,101,92,39.600,40.392,39.600,0.000,0.792,m,Production Issue Store,BC-0003407,2024-06-10,6,Consumed,Generated BOM consumption from active BOM.
3408,509,101,93,33.000,33.660,33.000,0.000,0.660,No,Production Issue Store,BC-0003408,2024-06-10,7,Consumed,Generated BOM consumption from active BOM.
3409,510,102,93,20.000,20.400,20.000,0.000,0.400,No,Production Issue Store,BC-0003409,2024-06-08,7,Consumed,Generated BOM consumption from active BOM.
3410,510,102,98,10.000,10.200,10.000,0.000,0.200,No,Production Issue Store,BC-0003410,2024-06-08,8,Consumed,Generated BOM consumption from active BOM.
3411,511,100,98,57.000,58.140,57.000,0.000,1.140,No,Production Issue Store,BC-0003411,2024-06-09,8,Consumed,Generated BOM consumption from active BOM.
3412,511,100,99,57.000,58.140,57.000,0.000,1.140,No,Production Issue Store,BC-0003412,2024-06-09,9,Consumed,Generated BOM consumption from active BOM.
3413,512,101,99,25.000,25.500,25.000,0.000,0.500,No,Production Issue Store,BC-0003413,2024-06-13,9,Consumed,Generated BOM consumption from active BOM.
3414,512,101,2,25.000,25.500,25.000,0.000,0.500,No,Production Issue Store,BC-0003414,2024-06-13,10,Consumed,Generated BOM consumption from active BOM.
3415,513,102,2,35.000,35.700,35.000,0.000,0.700,No,Production Issue Store,BC-0003415,2024-06-16,10,Consumed,Generated BOM consumption from active BOM.
3416,513,102,6,35.000,35.700,35.000,0.000,0.700,No,Production Issue Store,BC-0003416,2024-06-16,11,Consumed,Generated BOM consumption from active BOM.
3417,514,100,4,55.000,56.100,55.000,0.000,1.100,No,Production Issue Store,BC-0003417,2024-06-09,11,Consumed,Generated BOM consumption from active BOM.
3418,514,100,7,440.000,448.800,440.000,0.000,8.800,No,Production Issue Store,BC-0003418,2024-06-09,12,Consumed,Generated BOM consumption from active BOM.
3419,515,101,8,400.000,408.000,400.000,0.000,8.000,No,Production Issue Store,BC-0003419,2024-06-12,12,Consumed,Generated BOM consumption from active BOM.
3420,515,101,11,40.000,40.800,40.000,0.000,0.800,No,Production Issue Store,BC-0003420,2024-06-12,13,Consumed,Generated BOM consumption from active BOM.
3421,516,102,12,46.000,46.920,46.000,0.000,0.920,No,Production Issue Store,BC-0003421,2024-06-12,13,Consumed,Generated BOM consumption from active BOM.
3422,516,102,15,46.000,46.920,46.000,0.000,0.920,No,Production Issue Store,BC-0003422,2024-06-12,1,Consumed,Generated BOM consumption from active BOM.
3423,517,100,13,13.000,13.260,13.000,0.000,0.260,No,Production Issue Store,BC-0003423,2024-06-12,1,Consumed,Generated BOM consumption from active BOM.
3424,517,100,16,13.000,13.260,13.000,0.000,0.260,No,Production Issue Store,BC-0003424,2024-06-12,3,Consumed,Generated BOM consumption from active BOM.
3425,518,101,17,30.000,30.600,30.000,0.000,0.600,No,Production Issue Store,BC-0003425,2024-06-11,3,Consumed,Generated BOM consumption from active BOM.
3426,518,101,19,30.000,30.600,30.000,0.000,0.600,No,Production Issue Store,BC-0003426,2024-06-11,4,Consumed,Generated BOM consumption from active BOM.
3427,519,102,19,35.000,35.700,35.000,0.000,0.700,No,Production Issue Store,BC-0003427,2024-06-12,4,Consumed,Generated BOM consumption from active BOM.
3428,519,102,20,35.000,35.700,35.000,0.000,0.700,No,Production Issue Store,BC-0003428,2024-06-12,5,Consumed,Generated BOM consumption from active BOM.
3429,520,100,20,14.000,14.280,14.000,0.000,0.280,No,Production Issue Store,BC-0003429,2024-06-11,5,Consumed,Generated BOM consumption from active BOM.
3430,520,100,23,28.000,28.560,28.000,0.000,0.560,No,Production Issue Store,BC-0003430,2024-06-11,6,Consumed,Generated BOM consumption from active BOM.
3431,521,101,24,50.000,51.000,50.000,0.000,1.000,No,Production Issue Store,BC-0003431,2024-06-17,6,Consumed,Generated BOM consumption from active BOM.
3432,521,101,21,25.000,25.500,25.000,0.000,0.500,No,Production Issue Store,BC-0003432,2024-06-17,7,Consumed,Generated BOM consumption from active BOM.
3433,522,102,21,51.000,52.020,51.000,0.000,1.020,No,Production Issue Store,BC-0003433,2024-06-14,7,Consumed,Generated BOM consumption from active BOM.
3434,522,102,78,102.000,104.040,102.000,0.000,2.040,No,Production Issue Store,BC-0003434,2024-06-14,8,Consumed,Generated BOM consumption from active BOM.
3435,523,100,78,56.000,57.120,56.000,0.000,1.120,No,Production Issue Store,BC-0003435,2024-06-14,8,Consumed,Generated BOM consumption from active BOM.
3436,523,100,79,56.000,57.120,56.000,0.000,1.120,No,Production Issue Store,BC-0003436,2024-06-14,9,Consumed,Generated BOM consumption from active BOM.
3437,524,101,79,102.000,104.040,102.000,0.000,2.040,No,Production Issue Store,BC-0003437,2024-06-18,9,Consumed,Generated BOM consumption from active BOM.
3438,524,101,26,102.000,104.040,102.000,0.000,2.040,No,Production Issue Store,BC-0003438,2024-06-18,10,Consumed,Generated BOM consumption from active BOM.
3439,525,102,26,114.000,116.280,114.000,0.000,2.280,No,Production Issue Store,BC-0003439,2024-06-19,10,Consumed,Generated BOM consumption from active BOM.
3440,525,102,27,114.000,116.280,114.000,0.000,2.280,No,Production Issue Store,BC-0003440,2024-06-19,11,Consumed,Generated BOM consumption from active BOM.
3441,526,100,27,59.000,60.180,59.000,0.000,1.180,No,Production Issue Store,BC-0003441,2024-06-21,11,Consumed,Generated BOM consumption from active BOM.
3442,526,100,29,106.200,108.324,106.200,0.000,2.124,kg,Production Issue Store,BC-0003442,2024-06-21,12,Consumed,Generated BOM consumption from active BOM.
3443,527,101,30,51.200,52.224,51.200,0.000,1.024,kg,Production Issue Store,BC-0003443,2024-06-17,12,Consumed,Generated BOM consumption from active BOM.
3444,527,101,33,64.000,65.280,64.000,0.000,1.280,m,Production Issue Store,BC-0003444,2024-06-17,13,Consumed,Generated BOM consumption from active BOM.
3445,528,102,34,265.000,270.300,265.000,0.000,5.300,m,Production Issue Store,BC-0003445,2024-06-16,13,Consumed,Generated BOM consumption from active BOM.
3446,528,102,35,53.000,54.060,53.000,0.000,1.060,No,Production Issue Store,BC-0003446,2024-06-16,1,Consumed,Generated BOM consumption from active BOM.
3447,529,100,35,38.000,38.760,38.000,0.000,0.760,No,Production Issue Store,BC-0003447,2024-06-17,1,Consumed,Generated BOM consumption from active BOM.
3448,529,100,38,114.000,116.280,114.000,0.000,2.280,No,Production Issue Store,BC-0003448,2024-06-17,3,Consumed,Generated BOM consumption from active BOM.
3449,530,101,38,162.000,165.240,162.000,0.000,3.240,No,Production Issue Store,BC-0003449,2024-06-20,3,Consumed,Generated BOM consumption from active BOM.
3450,530,101,56,1944.000,1982.880,1944.000,0.000,38.880,No,Production Issue Store,BC-0003450,2024-06-20,4,Consumed,Generated BOM consumption from active BOM.
3451,531,102,57,1872.000,1909.440,1872.000,0.000,37.440,No,Production Issue Store,BC-0003451,2024-06-20,4,Consumed,Generated BOM consumption from active BOM.
3452,531,102,58,1872.000,1909.440,1872.000,0.000,37.440,No,Production Issue Store,BC-0003452,2024-06-20,5,Consumed,Generated BOM consumption from active BOM.
3453,532,100,58,216.000,220.320,216.000,0.000,4.320,No,Production Issue Store,BC-0003453,2024-06-21,5,Consumed,Generated BOM consumption from active BOM.
3454,532,100,59,216.000,220.320,216.000,0.000,4.320,No,Production Issue Store,BC-0003454,2024-06-21,6,Consumed,Generated BOM consumption from active BOM.
3455,533,101,59,1296.000,1321.920,1296.000,0.000,25.920,No,Production Issue Store,BC-0003455,2024-06-25,6,Consumed,Generated BOM consumption from active BOM.
3456,533,101,61,28.800,29.376,28.800,0.000,0.576,m,Production Issue Store,BC-0003456,2024-06-25,7,Consumed,Generated BOM consumption from active BOM.
3457,534,102,62,47.000,47.940,47.000,0.000,0.940,m,Production Issue Store,BC-0003457,2024-06-24,7,Consumed,Generated BOM consumption from active BOM.
3458,534,102,41,47.000,47.940,47.000,0.000,0.940,No,Production Issue Store,BC-0003458,2024-06-24,8,Consumed,Generated BOM consumption from active BOM.
3459,535,100,39,33.000,33.660,33.000,0.000,0.660,No,Production Issue Store,BC-0003459,2024-06-22,8,Consumed,Generated BOM consumption from active BOM.
3460,535,100,40,11.000,11.220,11.000,0.000,0.220,No,Production Issue Store,BC-0003460,2024-06-22,9,Consumed,Generated BOM consumption from active BOM.
3461,536,101,43,34.000,34.680,34.000,0.000,0.680,No,Production Issue Store,BC-0003461,2024-06-22,9,Consumed,Generated BOM consumption from active BOM.
3462,536,101,45,34.000,34.680,34.000,0.000,0.680,No,Production Issue Store,BC-0003462,2024-06-22,10,Consumed,Generated BOM consumption from active BOM.
3463,537,102,46,42.000,42.840,42.000,0.000,0.840,No,Production Issue Store,BC-0003463,2024-06-24,10,Consumed,Generated BOM consumption from active BOM.
3464,537,102,47,42.000,42.840,42.000,0.000,0.840,Set,Production Issue Store,BC-0003464,2024-06-24,11,Consumed,Generated BOM consumption from active BOM.
3465,538,100,47,29.000,29.580,29.000,0.000,0.580,Set,Production Issue Store,BC-0003465,2024-06-25,11,Consumed,Generated BOM consumption from active BOM.
3466,538,100,49,29.000,29.580,29.000,0.000,0.580,No,Production Issue Store,BC-0003466,2024-06-25,12,Consumed,Generated BOM consumption from active BOM.
3467,539,101,50,47.000,47.940,47.000,0.000,0.940,No,Production Issue Store,BC-0003467,2024-06-26,12,Consumed,Generated BOM consumption from active BOM.
3468,539,101,53,282.000,287.640,282.000,0.000,5.640,No,Production Issue Store,BC-0003468,2024-06-26,13,Consumed,Generated BOM consumption from active BOM.
3469,540,102,54,88.000,89.760,88.000,0.000,1.760,No,Production Issue Store,BC-0003469,2024-06-26,13,Consumed,Generated BOM consumption from active BOM.
3470,540,102,65,132.000,134.640,132.000,0.000,2.640,No,Production Issue Store,BC-0003470,2024-06-26,1,Consumed,Generated BOM consumption from active BOM.
3471,541,100,63,192.000,195.840,192.000,0.000,3.840,No,Production Issue Store,BC-0003471,2024-06-27,1,Consumed,Generated BOM consumption from active BOM.
3472,541,100,66,192.000,195.840,192.000,0.000,3.840,No,Production Issue Store,BC-0003472,2024-06-27,3,Consumed,Generated BOM consumption from active BOM.
3473,542,101,67,570.000,581.400,570.000,0.000,11.400,No,Production Issue Store,BC-0003473,2024-06-25,3,Consumed,Generated BOM consumption from active BOM.
3474,542,101,70,570.000,581.400,570.000,0.000,11.400,No,Production Issue Store,BC-0003474,2024-06-25,4,Consumed,Generated BOM consumption from active BOM.
3475,543,102,71,384.000,391.680,384.000,0.000,7.680,No,Production Issue Store,BC-0003475,2024-06-26,4,Consumed,Generated BOM consumption from active BOM.
3476,543,102,74,384.000,391.680,384.000,0.000,7.680,No,Production Issue Store,BC-0003476,2024-06-26,5,Consumed,Generated BOM consumption from active BOM.
3477,544,100,72,104.000,106.080,104.000,0.000,2.080,No,Production Issue Store,BC-0003477,2024-06-29,5,Consumed,Generated BOM consumption from active BOM.
3478,544,100,75,26.000,26.520,26.000,0.000,0.520,No,Production Issue Store,BC-0003478,2024-06-29,6,Consumed,Generated BOM consumption from active BOM.
3479,545,101,76,22.000,22.440,22.000,0.000,0.440,No,Production Issue Store,BC-0003479,2024-06-28,6,Consumed,Generated BOM consumption from active BOM.
3480,545,101,80,1980.000,2019.600,1980.000,0.000,39.600,ml,Production Issue Store,BC-0003480,2024-06-28,7,Consumed,Generated BOM consumption from active BOM.
3481,546,102,80,11100.000,11322.000,11100.000,0.000,222.000,ml,Production Issue Store,BC-0003481,2024-06-28,7,Consumed,Generated BOM consumption from active BOM.
3482,546,102,81,2960.000,3019.200,2960.000,0.000,59.200,g,Production Issue Store,BC-0003482,2024-06-28,8,Consumed,Generated BOM consumption from active BOM.
3483,547,100,81,1680.000,1713.600,1680.000,0.000,33.600,g,Production Issue Store,BC-0003483,2024-06-29,8,Consumed,Generated BOM consumption from active BOM.
3484,547,100,82,280.000,285.600,280.000,0.000,5.600,ml,Production Issue Store,BC-0003484,2024-06-29,9,Consumed,Generated BOM consumption from active BOM.
3485,548,101,82,48.000,48.960,48.000,0.000,0.960,ml,Production Issue Store,BC-0003485,2024-06-26,9,Consumed,Generated BOM consumption from active BOM.
3486,548,101,83,180.000,183.600,180.000,0.000,3.600,g,Production Issue Store,BC-0003486,2024-06-26,10,Consumed,Generated BOM consumption from active BOM.
3487,549,102,83,550.000,561.000,550.000,0.000,11.000,g,Production Issue Store,BC-0003487,2024-07-01,10,Consumed,Generated BOM consumption from active BOM.
3488,549,102,84,2750.000,2805.000,2750.000,0.000,55.000,ml,Production Issue Store,BC-0003488,2024-07-01,11,Consumed,Generated BOM consumption from active BOM.
3489,550,100,84,2600.000,2652.000,2600.000,0.000,52.000,ml,Production Issue Store,BC-0003489,2024-06-26,11,Consumed,Generated BOM consumption from active BOM.
3490,550,100,85,260.000,265.200,260.000,0.000,5.200,g,Production Issue Store,BC-0003490,2024-06-26,12,Consumed,Generated BOM consumption from active BOM.
3491,551,101,85,225.000,229.500,225.000,0.000,4.500,g,Production Issue Store,BC-0003491,2024-06-29,12,Consumed,Generated BOM consumption from active BOM.
3492,551,101,86,120.000,122.400,120.000,0.000,2.400,g,Production Issue Store,BC-0003492,2024-06-29,13,Consumed,Generated BOM consumption from active BOM.
3493,552,102,86,100.000,102.000,100.000,0.000,2.000,g,Production Issue Store,BC-0003493,2024-06-28,13,Consumed,Generated BOM consumption from active BOM.
3494,552,102,87,200.000,204.000,200.000,0.000,4.000,g,Production Issue Store,BC-0003494,2024-06-28,1,Consumed,Generated BOM consumption from active BOM.
3495,553,100,87,210.000,214.200,210.000,0.000,4.200,g,Production Issue Store,BC-0003495,2024-06-25,1,Consumed,Generated BOM consumption from active BOM.
3496,553,100,94,21.000,21.420,21.000,0.000,0.420,No,Production Issue Store,BC-0003496,2024-06-25,3,Consumed,Generated BOM consumption from active BOM.
3497,554,101,94,39.000,39.780,39.000,0.000,0.780,No,Production Issue Store,BC-0003497,2024-06-28,3,Consumed,Generated BOM consumption from active BOM.
3498,554,101,95,39.000,39.780,39.000,0.000,0.780,No,Production Issue Store,BC-0003498,2024-06-28,4,Consumed,Generated BOM consumption from active BOM.
3499,555,102,95,49.000,49.980,49.000,0.000,0.980,No,Production Issue Store,BC-0003499,2024-07-01,4,Consumed,Generated BOM consumption from active BOM.
3500,555,102,96,49.000,49.980,49.000,0.000,0.980,No,Production Issue Store,BC-0003500,2024-07-01,5,Consumed,Generated BOM consumption from active BOM.
3501,556,100,96,22.000,22.440,22.000,0.000,0.440,No,Production Issue Store,BC-0003501,2024-06-29,5,Consumed,Generated BOM consumption from active BOM.
3502,556,100,97,22.000,22.440,22.000,0.000,0.440,No,Production Issue Store,BC-0003502,2024-06-29,6,Consumed,Generated BOM consumption from active BOM.
3503,557,101,97,44.000,44.880,44.000,0.000,0.880,No,Production Issue Store,BC-0003503,2024-06-27,6,Consumed,Generated BOM consumption from active BOM.
3504,557,101,88,44.000,44.880,44.000,0.000,0.880,No,Production Issue Store,BC-0003504,2024-06-27,7,Consumed,Generated BOM consumption from active BOM.
3505,558,102,88,50.000,51.000,50.000,0.000,1.000,No,Production Issue Store,BC-0003505,2024-07-01,7,Consumed,Generated BOM consumption from active BOM.
3506,558,102,89,100.000,102.000,100.000,0.000,2.000,No,Production Issue Store,BC-0003506,2024-07-01,8,Consumed,Generated BOM consumption from active BOM.
3507,559,100,89,12.000,12.240,12.000,0.000,0.240,No,Production Issue Store,BC-0003507,2024-06-29,8,Consumed,Generated BOM consumption from active BOM.
3508,559,100,90,6.000,6.120,6.000,0.000,0.120,Sheet,Production Issue Store,BC-0003508,2024-06-29,9,Consumed,Generated BOM consumption from active BOM.
3509,560,101,90,50.000,51.000,50.000,0.000,1.000,Sheet,Production Issue Store,BC-0003509,2024-07-01,9,Consumed,Generated BOM consumption from active BOM.
3510,560,101,91,50.000,51.000,50.000,0.000,1.000,No,Production Issue Store,BC-0003510,2024-07-01,10,Consumed,Generated BOM consumption from active BOM.
3511,561,102,91,16.000,16.320,16.000,0.000,0.320,No,Production Issue Store,BC-0003511,2024-06-28,10,Consumed,Generated BOM consumption from active BOM.
3512,561,102,92,24.000,24.480,24.000,0.000,0.480,m,Production Issue Store,BC-0003512,2024-06-28,11,Consumed,Generated BOM consumption from active BOM.
3513,562,100,92,44.000,44.880,44.000,0.000,0.880,m,Production Issue Store,BC-0003513,2024-07-02,11,Consumed,Generated BOM consumption from active BOM.
3514,562,100,93,44.000,44.880,44.000,0.000,0.880,No,Production Issue Store,BC-0003514,2024-07-02,12,Consumed,Generated BOM consumption from active BOM.
3515,563,101,93,46.000,46.920,46.000,0.000,0.920,No,Production Issue Store,BC-0003515,2024-07-02,12,Consumed,Generated BOM consumption from active BOM.
3516,563,101,98,46.000,46.920,46.000,0.000,0.920,No,Production Issue Store,BC-0003516,2024-07-02,13,Consumed,Generated BOM consumption from active BOM.
3517,564,102,98,52.000,53.040,52.000,0.000,1.040,No,Production Issue Store,BC-0003517,2024-06-28,13,Consumed,Generated BOM consumption from active BOM.
3518,564,102,99,52.000,53.040,52.000,0.000,1.040,No,Production Issue Store,BC-0003518,2024-06-28,1,Consumed,Generated BOM consumption from active BOM.
3519,565,100,99,26.000,26.520,26.000,0.000,0.520,No,Production Issue Store,BC-0003519,2024-06-29,1,Consumed,Generated BOM consumption from active BOM.
3520,565,100,1,26.000,26.520,26.000,0.000,0.520,No,Production Issue Store,BC-0003520,2024-06-29,3,Consumed,Generated BOM consumption from active BOM.
3521,566,101,2,42.000,42.840,42.000,0.000,0.840,No,Production Issue Store,BC-0003521,2024-07-04,3,Consumed,Generated BOM consumption from active BOM.
3522,566,101,5,42.000,42.840,42.000,0.000,0.840,No,Production Issue Store,BC-0003522,2024-07-04,4,Consumed,Generated BOM consumption from active BOM.
3523,567,102,6,7.000,7.140,7.000,0.000,0.140,No,Production Issue Store,BC-0003523,2024-06-30,4,Consumed,Generated BOM consumption from active BOM.
3524,567,102,9,84.000,85.680,84.000,0.000,1.680,No,Production Issue Store,BC-0003524,2024-06-30,5,Consumed,Generated BOM consumption from active BOM.
3525,568,100,7,232.000,236.640,232.000,0.000,4.640,No,Production Issue Store,BC-0003525,2024-06-29,5,Consumed,Generated BOM consumption from active BOM.
3526,568,100,10,29.000,29.580,29.000,0.000,0.580,No,Production Issue Store,BC-0003526,2024-06-29,6,Consumed,Generated BOM consumption from active BOM.
3527,569,101,11,56.000,57.120,56.000,0.000,1.120,No,Production Issue Store,BC-0003527,2024-06-30,6,Consumed,Generated BOM consumption from active BOM.
3528,569,101,14,56.000,57.120,56.000,0.000,1.120,No,Production Issue Store,BC-0003528,2024-06-30,7,Consumed,Generated BOM consumption from active BOM.
3529,570,102,15,13.000,13.260,13.000,0.000,0.260,No,Production Issue Store,BC-0003529,2024-07-01,7,Consumed,Generated BOM consumption from active BOM.
3530,570,102,18,13.000,13.260,13.000,0.000,0.260,No,Production Issue Store,BC-0003530,2024-07-01,8,Consumed,Generated BOM consumption from active BOM.
3531,571,100,16,12.000,12.240,12.000,0.000,0.240,No,Production Issue Store,BC-0003531,2024-07-03,8,Consumed,Generated BOM consumption from active BOM.
3532,571,100,19,12.000,12.240,12.000,0.000,0.240,No,Production Issue Store,BC-0003532,2024-07-03,9,Consumed,Generated BOM consumption from active BOM.
3533,572,101,19,43.000,43.860,43.000,0.000,0.860,No,Production Issue Store,BC-0003533,2024-07-02,9,Consumed,Generated BOM consumption from active BOM.
3534,572,101,20,43.000,43.860,43.000,0.000,0.860,No,Production Issue Store,BC-0003534,2024-07-02,10,Consumed,Generated BOM consumption from active BOM.
3535,573,102,20,32.000,32.640,32.000,0.000,0.640,No,Production Issue Store,BC-0003535,2024-07-04,10,Consumed,Generated BOM consumption from active BOM.
3536,573,102,25,64.000,65.280,64.000,0.000,1.280,No,Production Issue Store,BC-0003536,2024-07-04,11,Consumed,Generated BOM consumption from active BOM.
3537,574,100,23,60.000,61.200,60.000,0.000,1.200,No,Production Issue Store,BC-0003537,2024-07-04,11,Consumed,Generated BOM consumption from active BOM.
3538,574,100,21,30.000,30.600,30.000,0.000,0.600,No,Production Issue Store,BC-0003538,2024-07-04,12,Consumed,Generated BOM consumption from active BOM.
3539,575,101,21,18.000,18.360,18.000,0.000,0.360,No,Production Issue Store,BC-0003539,2024-07-04,12,Consumed,Generated BOM consumption from active BOM.
3540,575,101,78,36.000,36.720,36.000,0.000,0.720,No,Production Issue Store,BC-0003540,2024-07-04,13,Consumed,Generated BOM consumption from active BOM.
3541,576,102,78,26.000,26.520,26.000,0.000,0.520,No,Production Issue Store,BC-0003541,2024-07-04,13,Consumed,Generated BOM consumption from active BOM.
3542,576,102,79,26.000,26.520,26.000,0.000,0.520,No,Production Issue Store,BC-0003542,2024-07-04,1,Consumed,Generated BOM consumption from active BOM.
3543,577,100,79,44.000,44.880,44.000,0.000,0.880,No,Production Issue Store,BC-0003543,2024-07-06,1,Consumed,Generated BOM consumption from active BOM.
3544,577,100,26,44.000,44.880,44.000,0.000,0.880,No,Production Issue Store,BC-0003544,2024-07-06,3,Consumed,Generated BOM consumption from active BOM.
3545,578,101,26,48.000,48.960,48.000,0.000,0.960,No,Production Issue Store,BC-0003545,2024-07-04,3,Consumed,Generated BOM consumption from active BOM.
3546,578,101,27,24.000,24.480,24.000,0.000,0.480,No,Production Issue Store,BC-0003546,2024-07-04,4,Consumed,Generated BOM consumption from active BOM.
3547,579,102,27,96.000,97.920,96.000,0.000,1.920,No,Production Issue Store,BC-0003547,2024-07-04,4,Consumed,Generated BOM consumption from active BOM.
3548,579,102,31,312.000,318.240,312.000,0.000,6.240,kg,Production Issue Store,BC-0003548,2024-07-04,5,Consumed,Generated BOM consumption from active BOM.
