po_id,po_number,pr_id,vendor_id,department_id,po_date,expected_delivery_date,payment_terms,delivery_terms,billing_address,shipping_address,subtotal_amount,tax_amount,freight_charges,discount_amount,currency,po_status,approval_status,approved_by,approved_date,remarks
878,PO-2024-0878,728,18,2,2024-09-15,2024-10-02,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",33639.07,6055.03,1775.00,0.00,INR,Issued,Approved,7,2024-09-15,Generated purchase order from approved PR.
879,PO-2024-0879,729,19,2,2024-09-12,2024-10-01,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2463.80,443.48,1850.00,0.00,INR,Issued,Approved,8,2024-09-12,Generated purchase order from approved PR.
880,PO-2024-0880,730,20,1,2024-09-13,2024-09-19,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",23279.39,4190.29,1925.00,0.00,INR,Issued,Approved,9,2024-09-13,Generated purchase order from approved PR.
881,PO-2024-0881,731,21,3,2024-09-13,2024-10-02,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5252.40,945.43,500.00,0.00,INR,Issued,Approved,10,2024-09-13,Generated purchase order from approved PR.
882,PO-2024-0882,732,22,3,2024-09-16,2024-09-26,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",8447.81,1520.61,575.00,0.00,INR,Issued,Approved,11,2024-09-16,Generated purchase order from approved PR.
883,PO-2024-0883,733,23,4,2024-09-17,2024-09-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",8268.21,1488.28,650.00,0.00,INR,Issued,Approved,12,2024-09-17,Generated purchase order from approved PR.
884,PO-2024-0884,734,24,4,2024-09-16,2024-09-22,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",3285.48,591.39,725.00,0.00,INR,Issued,Approved,13,2024-09-16,Generated purchase order from approved PR.
885,PO-2024-0885,735,25,5,2024-09-19,2024-10-09,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1364.25,245.57,800.00,0.00,INR,Issued,Approved,1,2024-09-19,Generated purchase order from approved PR.
886,PO-2024-0886,736,26,5,2024-09-14,2024-09-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1544.40,277.99,875.00,0.00,INR,Issued,Approved,3,2024-09-14,Generated purchase order from approved PR.
887,PO-2024-0887,737,27,6,2024-09-18,2024-10-02,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",887.62,159.77,950.00,0.00,INR,Issued,Approved,4,2024-09-18,Generated purchase order from approved PR.
888,PO-2024-0888,738,28,6,2024-09-14,2024-10-07,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",296.32,53.34,1025.00,0.00,INR,Issued,Approved,5,2024-09-14,Generated purchase order from approved PR.
889,PO-2024-0889,739,29,1,2024-09-15,2024-09-26,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",3175.93,571.67,1100.00,0.00,INR,Issued,Approved,6,2024-09-15,Generated purchase order from approved PR.
890,PO-2024-0890,740,30,2,2024-09-16,2024-10-07,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1445.84,260.25,1175.00,0.00,INR,Issued,Approved,7,2024-09-16,Generated purchase order from approved PR.
891,PO-2024-0891,741,31,2,2024-09-17,2024-10-05,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1460.00,262.80,1250.00,0.00,INR,Issued,Approved,8,2024-09-17,Generated purchase order from approved PR.
892,PO-2024-0892,742,32,1,2024-09-21,2024-10-13,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1502.01,270.36,1325.00,0.00,INR,Issued,Approved,9,2024-09-21,Generated purchase order from approved PR.
893,PO-2024-0893,743,33,3,2024-09-20,2024-10-12,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1049.57,188.92,1400.00,0.00,INR,Issued,Approved,10,2024-09-20,Generated purchase order from approved PR.
894,PO-2024-0894,744,34,3,2024-09-21,2024-10-14,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2616.68,471.00,1475.00,0.00,INR,Issued,Approved,11,2024-09-21,Generated purchase order from approved PR.
895,PO-2024-0895,745,35,4,2024-09-19,2024-09-26,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",154408.08,27793.45,1550.00,0.00,INR,Issued,Approved,12,2024-09-19,Generated purchase order from approved PR.
896,PO-2024-0896,746,1,4,2024-09-15,2024-10-05,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1052368.80,189426.38,1625.00,0.00,INR,Issued,Approved,13,2024-09-15,Generated purchase order from approved PR.
897,PO-2024-0897,747,2,5,2024-09-17,2024-10-07,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",756111.86,136100.13,1700.00,0.00,INR,Issued,Approved,1,2024-09-17,Generated purchase order from approved PR.
898,PO-2024-0898,748,3,5,2024-09-21,2024-10-08,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",601508.90,108271.60,1775.00,0.00,INR,Issued,Approved,3,2024-09-21,Generated purchase order from approved PR.
899,PO-2024-0899,749,4,6,2024-09-20,2024-09-30,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",429331.62,77279.69,1850.00,0.00,INR,Issued,Approved,4,2024-09-20,Generated purchase order from approved PR.
900,PO-2024-0900,750,5,6,2024-09-19,2024-10-12,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",722718.48,130089.33,1925.00,0.00,INR,Issued,Approved,5,2024-09-19,Generated purchase order from approved PR.
901,PO-2024-0901,751,6,1,2024-09-22,2024-09-30,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",61414.20,11054.56,500.00,0.00,INR,Issued,Approved,6,2024-09-22,Generated purchase order from approved PR.
902,PO-2024-0902,752,7,2,2024-09-23,2024-10-07,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",9182.16,1652.79,575.00,0.00,INR,Issued,Approved,7,2024-09-23,Generated purchase order from approved PR.
903,PO-2024-0903,753,8,2,2024-09-22,2024-10-06,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",24820.40,4467.67,650.00,0.00,INR,Issued,Approved,8,2024-09-22,Generated purchase order from approved PR.
904,PO-2024-0904,754,9,1,2024-09-23,2024-10-01,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",81213.21,14618.38,725.00,0.00,INR,Issued,Approved,9,2024-09-23,Generated purchase order from approved PR.
905,PO-2024-0905,755,10,3,2024-09-21,2024-10-09,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",66398.40,11951.71,800.00,0.00,INR,Issued,Approved,10,2024-09-21,Generated purchase order from approved PR.
906,PO-2024-0906,756,11,3,2024-09-24,2024-09-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",165840.00,29851.20,875.00,0.00,INR,Issued,Approved,11,2024-09-24,Generated purchase order from approved PR.
907,PO-2024-0907,757,12,4,2024-09-19,2024-10-07,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",34246.10,6164.30,950.00,0.00,INR,Issued,Approved,12,2024-09-19,Generated purchase order from approved PR.
908,PO-2024-0908,758,13,4,2024-09-23,2024-10-14,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",8247.20,1484.50,1025.00,0.00,INR,Issued,Approved,13,2024-09-23,Generated purchase order from approved PR.
909,PO-2024-0909,759,14,5,2024-09-20,2024-10-01,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",45238.80,8142.98,1100.00,0.00,INR,Issued,Approved,1,2024-09-20,Generated purchase order from approved PR.
910,PO-2024-0910,760,15,5,2024-09-20,2024-10-08,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",69753.30,12555.59,1175.00,0.00,INR,Issued,Approved,3,2024-09-20,Generated purchase order from approved PR.
911,PO-2024-0911,761,16,6,2024-09-27,2024-10-04,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",295716.00,53228.88,1250.00,0.00,INR,Issued,Approved,4,2024-09-27,Generated purchase order from approved PR.
912,PO-2024-0912,762,17,6,2024-09-23,2024-10-14,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",454602.26,81828.41,1325.00,0.00,INR,Issued,Approved,5,2024-09-23,Generated purchase order from approved PR.
913,PO-2024-0913,763,18,1,2024-09-21,2024-10-14,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",7762.08,1397.17,1400.00,0.00,INR,Issued,Approved,6,2024-09-21,Generated purchase order from approved PR.
914,PO-2024-0914,764,19,2,2024-09-28,2024-10-05,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",12009.14,2161.65,1475.00,0.00,INR,Issued,Approved,7,2024-09-28,Generated purchase order from approved PR.
915,PO-2024-0915,765,20,2,2024-09-23,2024-10-11,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",14615.28,2630.75,1550.00,0.00,INR,Issued,Approved,8,2024-09-23,Generated purchase order from approved PR.
916,PO-2024-0916,766,21,1,2024-09-23,2024-10-07,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",781680.00,140702.40,1625.00,0.00,INR,Issued,Approved,9,2024-09-23,Generated purchase order from approved PR.
917,PO-2024-0917,767,22,3,2024-09-23,2024-10-08,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1103914.00,198704.52,1700.00,0.00,INR,Issued,Approved,10,2024-09-23,Generated purchase order from approved PR.
918,PO-2024-0918,768,23,3,2024-09-26,2024-10-14,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",3162759.20,569296.66,1775.00,0.00,INR,Issued,Approved,11,2024-09-26,Generated purchase order from approved PR.
919,PO-2024-0919,769,24,4,2024-10-01,2024-10-15,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",477199.25,85895.87,1850.00,0.00,INR,Issued,Approved,12,2024-10-01,Generated purchase order from approved PR.
920,PO-2024-0920,770,25,4,2024-09-29,2024-10-15,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",824483.90,148407.10,1925.00,0.00,INR,Issued,Approved,13,2024-09-29,Generated purchase order from approved PR.
921,PO-2024-0921,771,26,5,2024-10-01,2024-10-10,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1478775.00,266179.50,500.00,0.00,INR,Issued,Approved,1,2024-10-01,Generated purchase order from approved PR.
922,PO-2024-0922,772,27,5,2024-09-26,2024-10-08,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",62909.70,11323.75,575.00,0.00,INR,Issued,Approved,3,2024-09-26,Generated purchase order from approved PR.
923,PO-2024-0923,773,28,6,2024-09-30,2024-10-21,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",34329.90,6179.38,650.00,0.00,INR,Issued,Approved,4,2024-09-30,Generated purchase order from approved PR.
924,PO-2024-0924,774,29,6,2024-09-27,2024-10-04,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",226932.20,40847.80,725.00,0.00,INR,Issued,Approved,5,2024-09-27,Generated purchase order from approved PR.
925,PO-2024-0925,775,30,1,2024-09-30,2024-10-16,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",237281.00,42710.58,800.00,0.00,INR,Issued,Approved,6,2024-09-30,Generated purchase order from approved PR.
926,PO-2024-0926,776,31,2,2024-09-28,2024-10-06,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",174830.00,31469.40,875.00,0.00,INR,Issued,Approved,7,2024-09-28,Generated purchase order from approved PR.
927,PO-2024-0927,777,32,2,2024-10-02,2024-10-23,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",42995.40,7739.17,950.00,0.00,INR,Issued,Approved,8,2024-10-02,Generated purchase order from approved PR.
928,PO-2024-0928,778,33,1,2024-10-02,2024-10-18,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",82945.90,14930.26,1025.00,0.00,INR,Issued,Approved,9,2024-10-02,Generated purchase order from approved PR.
929,PO-2024-0929,779,34,3,2024-09-29,2024-10-11,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",13752.20,2475.40,1100.00,0.00,INR,Issued,Approved,10,2024-09-29,Generated purchase order from approved PR.
930,PO-2024-0930,780,35,3,2024-09-29,2024-10-08,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",127836.00,23010.48,1175.00,0.00,INR,Issued,Approved,11,2024-09-29,Generated purchase order from approved PR.
931,PO-2024-0931,781,1,4,2024-10-02,2024-10-15,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",286600.00,51588.00,1250.00,0.00,INR,Issued,Approved,12,2024-10-02,Generated purchase order from approved PR.
932,PO-2024-0932,782,2,4,2024-09-29,2024-10-22,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",153151.32,27567.24,1325.00,0.00,INR,Issued,Approved,13,2024-09-29,Generated purchase order from approved PR.
933,PO-2024-0933,783,3,5,2024-10-01,2024-10-15,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1175791.35,211642.44,1400.00,0.00,INR,Issued,Approved,1,2024-10-01,Generated purchase order from approved PR.
934,PO-2024-0934,784,4,5,2024-10-03,2024-10-16,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",63232.95,11381.93,1475.00,0.00,INR,Issued,Approved,3,2024-10-03,Generated purchase order from approved PR.
935,PO-2024-0935,785,5,6,2024-10-06,2024-10-25,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",147075.00,26473.50,1550.00,0.00,INR,Issued,Approved,4,2024-10-06,Generated purchase order from approved PR.
936,PO-2024-0936,786,6,6,2024-10-07,2024-10-19,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",174240.00,31363.20,1625.00,0.00,INR,Issued,Approved,5,2024-10-07,Generated purchase order from approved PR.
937,PO-2024-0937,787,7,1,2024-10-02,2024-10-15,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",13490.04,2428.21,1700.00,0.00,INR,Issued,Approved,6,2024-10-02,Generated purchase order from approved PR.
938,PO-2024-0938,788,8,2,2024-10-05,2024-10-16,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",8178.20,1472.08,1775.00,0.00,INR,Issued,Approved,7,2024-10-05,Generated purchase order from approved PR.
939,PO-2024-0939,789,9,2,2024-10-05,2024-10-12,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",83767.20,15078.10,1850.00,0.00,INR,Issued,Approved,8,2024-10-05,Generated purchase order from approved PR.
940,PO-2024-0940,790,10,1,2024-10-07,2024-10-25,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",138860.00,24994.80,1925.00,0.00,INR,Issued,Approved,9,2024-10-07,Generated purchase order from approved PR.
941,PO-2024-0941,791,11,3,2024-10-07,2024-10-28,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",12705.00,2286.90,500.00,0.00,INR,Issued,Approved,10,2024-10-07,Generated purchase order from approved PR.
942,PO-2024-0942,792,12,3,2024-10-11,2024-11-02,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",87367.35,15726.12,575.00,0.00,INR,Issued,Approved,11,2024-10-11,Generated purchase order from approved PR.
943,PO-2024-0943,793,13,4,2024-10-05,2024-10-26,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",28999.65,5219.94,650.00,0.00,INR,Issued,Approved,12,2024-10-05,Generated purchase order from approved PR.
944,PO-2024-0944,794,14,4,2024-10-07,2024-10-20,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",89713.25,16148.39,725.00,0.00,INR,Issued,Approved,13,2024-10-07,Generated purchase order from approved PR.
945,PO-2024-0945,795,15,5,2024-10-08,2024-10-18,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",53053.00,9549.54,800.00,0.00,INR,Issued,Approved,1,2024-10-08,Generated purchase order from approved PR.
946,PO-2024-0946,796,16,5,2024-10-12,2024-10-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",40838.00,7350.84,875.00,0.00,INR,Issued,Approved,3,2024-10-12,Generated purchase order from approved PR.
947,PO-2024-0947,797,17,6,2024-10-13,2024-11-05,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",16776.90,3019.84,950.00,0.00,INR,Issued,Approved,4,2024-10-13,Generated purchase order from approved PR.
948,PO-2024-0948,798,18,6,2024-10-09,2024-10-27,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",12334.25,2220.17,1025.00,0.00,INR,Issued,Approved,5,2024-10-09,Generated purchase order from approved PR.
949,PO-2024-0949,799,19,1,2024-10-11,2024-10-25,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5095.42,917.18,1100.00,0.00,INR,Issued,Approved,6,2024-10-11,Generated purchase order from approved PR.
950,PO-2024-0950,800,20,2,2024-10-13,2024-10-31,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",11543.40,2077.81,1175.00,0.00,INR,Issued,Approved,7,2024-10-13,Generated purchase order from approved PR.
951,PO-2024-0951,801,21,2,2024-10-14,2024-11-02,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",21936.00,3948.48,1250.00,0.00,INR,Issued,Approved,8,2024-10-14,Generated purchase order from approved PR.
952,PO-2024-0952,802,22,1,2024-10-13,2024-11-04,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",67440.66,12139.32,1325.00,0.00,INR,Issued,Approved,9,2024-10-13,Generated purchase order from approved PR.
953,PO-2024-0953,803,23,3,2024-10-10,2024-10-29,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1273.08,229.15,1400.00,0.00,INR,Issued,Approved,10,2024-10-10,Generated purchase order from approved PR.
954,PO-2024-0954,804,24,3,2024-10-12,2024-10-25,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",19130.93,3443.57,1475.00,0.00,INR,Issued,Approved,11,2024-10-12,Generated purchase order from approved PR.
955,PO-2024-0955,805,25,4,2024-10-15,2024-10-25,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",30671.10,5520.80,1550.00,0.00,INR,Issued,Approved,12,2024-10-15,Generated purchase order from approved PR.
956,PO-2024-0956,806,26,4,2024-10-16,2024-10-30,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",354575.00,63823.50,1625.00,0.00,INR,Issued,Approved,13,2024-10-16,Generated purchase order from approved PR.
957,PO-2024-0957,807,27,5,2024-10-12,2024-10-23,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",309642.75,55735.70,1700.00,0.00,INR,Issued,Approved,1,2024-10-12,Generated purchase order from approved PR.
958,PO-2024-0958,808,28,5,2024-10-13,2024-11-04,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",14559.05,2620.63,1775.00,0.00,INR,Issued,Approved,3,2024-10-13,Generated purchase order from approved PR.
959,PO-2024-0959,809,29,6,2024-10-11,2024-10-25,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",22074.58,3973.42,1850.00,0.00,INR,Issued,Approved,4,2024-10-11,Generated purchase order from approved PR.
960,PO-2024-0960,810,30,6,2024-10-16,2024-10-29,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",66085.17,11895.33,1925.00,0.00,INR,Issued,Approved,5,2024-10-16,Generated purchase order from approved PR.
961,PO-2024-0961,811,31,1,2024-10-14,2024-10-25,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",141800.00,25524.00,500.00,0.00,INR,Issued,Approved,6,2024-10-14,Generated purchase order from approved PR.
962,PO-2024-0962,812,32,2,2024-10-11,2024-10-28,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",16108.05,2899.45,575.00,0.00,INR,Issued,Approved,7,2024-10-11,Generated purchase order from approved PR.
963,PO-2024-0963,813,33,2,2024-10-18,2024-11-01,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",74681.70,13442.71,650.00,0.00,INR,Issued,Approved,8,2024-10-18,Generated purchase order from approved PR.
964,PO-2024-0964,814,34,1,2024-10-15,2024-10-22,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5796.70,1043.41,725.00,0.00,INR,Issued,Approved,9,2024-10-15,Generated purchase order from approved PR.
965,PO-2024-0965,815,35,3,2024-10-18,2024-11-08,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",10631.80,1913.72,800.00,0.00,INR,Issued,Approved,10,2024-10-18,Generated purchase order from approved PR.
966,PO-2024-0966,816,1,3,2024-10-18,2024-10-29,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",6584.80,1185.26,875.00,0.00,INR,Issued,Approved,11,2024-10-18,Generated purchase order from approved PR.
967,PO-2024-0967,817,2,4,2024-10-17,2024-10-30,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",876.17,157.71,950.00,0.00,INR,Issued,Approved,12,2024-10-17,Generated purchase order from approved PR.
968,PO-2024-0968,818,3,4,2024-10-14,2024-10-22,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",361.53,65.08,1025.00,0.00,INR,Issued,Approved,13,2024-10-14,Generated purchase order from approved PR.
969,PO-2024-0969,819,4,5,2024-10-15,2024-10-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",290.66,52.32,1100.00,0.00,INR,Issued,Approved,1,2024-10-15,Generated purchase order from approved PR.
970,PO-2024-0970,820,5,5,2024-10-13,2024-10-31,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2417.86,435.21,1175.00,0.00,INR,Issued,Approved,3,2024-10-13,Generated purchase order from approved PR.
971,PO-2024-0971,821,6,6,2024-10-17,2024-11-07,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",7860.00,1414.80,1250.00,0.00,INR,Issued,Approved,4,2024-10-17,Generated purchase order from approved PR.
972,PO-2024-0972,822,7,6,2024-10-15,2024-10-20,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2878.54,518.14,1325.00,0.00,INR,Issued,Approved,5,2024-10-15,Generated purchase order from approved PR.
973,PO-2024-0973,823,8,1,2024-10-17,2024-11-09,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2620.32,471.66,1400.00,0.00,INR,Issued,Approved,6,2024-10-17,Generated purchase order from approved PR.
974,PO-2024-0974,824,9,2,2024-10-17,2024-11-04,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",62628.61,11273.15,1475.00,0.00,INR,Issued,Approved,7,2024-10-17,Generated purchase order from approved PR.
975,PO-2024-0975,825,10,2,2024-10-20,2024-10-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",7697.85,1385.61,1550.00,0.00,INR,Issued,Approved,8,2024-10-20,Generated purchase order from approved PR.
