production_order_id,production_order_number,customer_order_id,finished_item_id,department_id,planned_quantity,produced_quantity,rejected_quantity,uom,planned_start_date,planned_end_date,actual_start_date,actual_end_date,priority,production_status,created_by,approved_by,remarks
884,PROD-2024-0884,884,101,5,14.000,13.000,0.000,No,2024-10-10,2024-10-21,2024-10-10,2024-10-21,Urgent,Completed,9,11,Generated production order.
885,PROD-2024-0885,885,102,5,39.000,37.000,1.000,No,2024-10-09,2024-10-20,2024-10-09,2024-10-20,Low,Completed,10,12,Generated production order.
886,PROD-2024-0886,886,100,5,41.000,39.000,1.000,No,2024-10-09,2024-10-14,2024-10-09,2024-10-14,Medium,Completed,11,13,Generated production order.
887,PROD-2024-0887,887,101,5,17.000,15.000,1.000,No,2024-10-10,2024-10-21,2024-10-10,2024-10-21,High,Completed,12,1,Generated production order.
888,PROD-2024-0888,888,102,5,7.000,5.000,0.000,No,2024-10-07,2024-10-11,2024-10-07,2024-10-11,Urgent,Completed,13,3,Generated production order.
889,PROD-2024-0889,889,100,5,61.000,57.000,0.000,No,2024-10-08,2024-10-15,2024-10-08,2024-10-15,Low,Completed,1,4,Generated production order.
890,PROD-2024-0890,890,101,5,56.000,54.000,1.000,No,2024-10-10,2024-10-13,2024-10-10,2024-10-13,Medium,Completed,3,5,Generated production order.
891,PROD-2024-0891,891,102,5,16.000,13.000,0.000,No,2024-10-13,2024-10-18,2024-10-13,2024-10-18,High,Completed,4,6,Generated production order.
892,PROD-2024-0892,892,100,5,40.000,37.000,1.000,No,2024-10-12,2024-10-16,2024-10-12,2024-10-16,Urgent,Completed,5,7,Generated production order.
893,PROD-2024-0893,893,101,5,16.000,13.000,0.000,No,2024-10-10,2024-10-20,2024-10-10,2024-10-20,Low,Completed,6,8,Generated production order.
894,PROD-2024-0894,894,102,5,35.000,34.000,0.000,No,2024-10-07,2024-10-10,2024-10-07,2024-10-10,Medium,Completed,7,9,Generated production order.
895,PROD-2024-0895,895,100,5,22.000,21.000,0.000,No,2024-10-12,2024-10-19,2024-10-12,2024-10-19,High,Completed,8,10,Generated production order.
896,PROD-2024-0896,896,101,5,49.000,46.000,0.000,No,2024-10-13,2024-10-16,2024-10-13,2024-10-16,Urgent,Completed,9,11,Generated production order.
897,PROD-2024-0897,897,102,5,37.000,36.000,0.000,No,2024-10-11,2024-10-17,2024-10-11,2024-10-17,Low,Completed,10,12,Generated production order.
898,PROD-2024-0898,898,100,5,36.000,31.000,1.000,No,2024-10-15,2024-10-23,2024-10-15,2024-10-23,Medium,Completed,11,13,Generated production order.
899,PROD-2024-0899,899,101,5,45.000,42.000,0.000,No,2024-10-12,2024-10-22,2024-10-12,2024-10-22,High,Completed,12,1,Generated production order.
900,PROD-2024-0900,900,102,5,32.000,30.000,1.000,No,2024-10-15,2024-10-25,2024-10-15,2024-10-25,Urgent,Completed,13,3,Generated production order.
901,PROD-2024-0901,901,100,5,7.000,5.000,1.000,No,2024-10-08,2024-10-14,2024-10-08,2024-10-14,Low,Completed,1,4,Generated production order.
902,PROD-2024-0902,902,101,5,41.000,38.000,0.000,No,2024-10-12,2024-10-21,2024-10-12,2024-10-21,Medium,Completed,3,5,Generated production order.
903,PROD-2024-0903,903,102,5,52.000,48.000,1.000,No,2024-10-16,2024-10-19,2024-10-16,2024-10-19,High,Completed,4,6,Generated production order.
904,PROD-2024-0904,904,100,5,33.000,32.000,0.000,No,2024-10-14,2024-10-19,2024-10-14,2024-10-19,Urgent,Completed,5,7,Generated production order.
905,PROD-2024-0905,905,101,5,15.000,12.000,1.000,No,2024-10-12,2024-10-23,2024-10-12,2024-10-23,Low,Completed,6,8,Generated production order.
906,PROD-2024-0906,906,102,5,9.000,4.000,1.000,No,2024-10-15,2024-10-21,2024-10-15,2024-10-21,Medium,Completed,7,9,Generated production order.
907,PROD-2024-0907,907,100,5,23.000,19.000,1.000,No,2024-10-16,2024-10-19,2024-10-16,2024-10-19,High,Completed,8,10,Generated production order.
908,PROD-2024-0908,908,101,5,48.000,46.000,1.000,No,2024-10-09,2024-10-16,2024-10-09,2024-10-16,Urgent,Completed,9,11,Generated production order.
909,PROD-2024-0909,909,102,5,25.000,21.000,0.000,No,2024-10-12,2024-10-22,2024-10-12,2024-10-22,Low,Completed,10,12,Generated production order.
910,PROD-2024-0910,910,100,5,59.000,58.000,0.000,No,2024-10-16,2024-10-20,2024-10-16,2024-10-20,Medium,Completed,11,13,Generated production order.
911,PROD-2024-0911,911,101,5,24.000,21.000,0.000,No,2024-10-15,2024-10-21,2024-10-15,2024-10-21,High,Completed,12,1,Generated production order.
912,PROD-2024-0912,912,102,5,31.000,28.000,1.000,No,2024-10-15,2024-10-26,2024-10-15,2024-10-26,Urgent,Completed,13,3,Generated production order.
913,PROD-2024-0913,913,100,5,48.000,46.000,1.000,No,2024-10-12,2024-10-20,2024-10-12,2024-10-20,Low,Completed,1,4,Generated production order.
914,PROD-2024-0914,914,101,5,42.000,38.000,1.000,No,2024-10-12,2024-10-20,2024-10-12,2024-10-20,Medium,Completed,3,5,Generated production order.
915,PROD-2024-0915,915,102,5,10.000,5.000,1.000,No,2024-10-11,2024-10-18,2024-10-11,2024-10-18,High,Completed,4,6,Generated production order.
916,PROD-2024-0916,916,100,5,12.000,9.000,1.000,No,2024-10-14,2024-10-17,2024-10-14,2024-10-17,Urgent,Completed,5,7,Generated production order.
917,PROD-2024-0917,917,101,5,17.000,15.000,1.000,No,2024-10-17,2024-10-20,2024-10-17,2024-10-20,Low,Completed,6,8,Generated production order.
918,PROD-2024-0918,918,102,5,55.000,53.000,1.000,No,2024-10-13,2024-10-18,2024-10-13,2024-10-18,Medium,Completed,7,9,Generated production order.
919,PROD-2024-0919,919,100,5,11.000,6.000,1.000,No,2024-10-14,2024-10-22,2024-10-14,2024-10-22,High,Completed,8,10,Generated production order.
920,PROD-2024-0920,920,101,5,9.000,7.000,1.000,No,2024-10-20,2024-10-29,2024-10-20,2024-10-29,Urgent,Completed,9,11,Generated production order.
921,PROD-2024-0921,921,102,5,50.000,48.000,1.000,No,2024-10-20,2024-10-28,2024-10-20,2024-10-28,Low,Completed,10,12,Generated production order.
922,PROD-2024-0922,922,100,5,40.000,39.000,0.000,No,2024-10-17,2024-10-25,2024-10-17,2024-10-25,Medium,Completed,11,13,Generated production order.
923,PROD-2024-0923,923,101,5,59.000,58.000,0.000,No,2024-10-13,2024-10-17,2024-10-13,2024-10-17,High,Completed,12,1,Generated production order.
924,PROD-2024-0924,924,102,5,19.000,17.000,1.000,No,2024-10-18,2024-10-25,2024-10-18,2024-10-25,Urgent,Completed,13,3,Generated production order.
925,PROD-2024-0925,925,100,5,43.000,41.000,1.000,No,2024-10-18,2024-10-29,2024-10-18,2024-10-29,Low,Completed,1,4,Generated production order.
926,PROD-2024-0926,926,101,5,14.000,12.000,1.000,No,2024-10-17,2024-10-28,2024-10-17,2024-10-28,Medium,Completed,3,5,Generated production order.
927,PROD-2024-0927,927,102,5,41.000,38.000,0.000,No,2024-10-17,2024-10-21,2024-10-17,2024-10-21,High,Completed,4,6,Generated production order.
928,PROD-2024-0928,928,100,5,12.000,9.000,0.000,No,2024-10-19,2024-10-24,2024-10-19,2024-10-24,Urgent,Completed,5,7,Generated production order.
929,PROD-2024-0929,929,101,5,58.000,55.000,1.000,No,2024-10-15,2024-10-25,2024-10-15,2024-10-25,Low,Completed,6,8,Generated production order.
930,PROD-2024-0930,930,102,5,29.000,26.000,1.000,No,2024-10-21,2024-10-26,2024-10-21,2024-10-26,Medium,Completed,7,9,Generated production order.
931,PROD-2024-0931,931,100,5,19.000,18.000,0.000,No,2024-10-18,2024-10-24,2024-10-18,2024-10-24,High,Completed,8,10,Generated production order.
932,PROD-2024-0932,932,101,5,61.000,58.000,0.000,No,2024-10-17,2024-10-27,2024-10-17,2024-10-27,Urgent,Completed,9,11,Generated production order.
933,PROD-2024-0933,933,102,5,11.000,7.000,1.000,No,2024-10-17,2024-10-25,2024-10-17,2024-10-25,Low,Completed,10,12,Generated production order.
934,PROD-2024-0934,934,100,5,50.000,48.000,0.000,No,2024-10-22,2024-11-01,2024-10-22,2024-11-01,Medium,Completed,11,13,Generated production order.
935,PROD-2024-0935,935,101,5,36.000,33.000,0.000,No,2024-10-18,2024-10-24,2024-10-18,2024-10-24,High,Completed,12,1,Generated production order.
936,PROD-2024-0936,936,102,5,42.000,41.000,0.000,No,2024-10-19,2024-10-25,2024-10-19,2024-10-25,Urgent,Completed,13,3,Generated production order.
937,PROD-2024-0937,937,100,5,19.000,17.000,1.000,No,2024-10-17,2024-10-26,2024-10-17,2024-10-26,Low,Completed,1,4,Generated production order.
938,PROD-2024-0938,938,101,5,59.000,54.000,1.000,No,2024-10-21,2024-10-26,2024-10-21,2024-10-26,Medium,Completed,3,5,Generated production order.
939,PROD-2024-0939,939,102,5,33.000,29.000,1.000,No,2024-10-22,2024-10-29,2024-10-22,2024-10-29,High,Completed,4,6,Generated production order.
940,PROD-2024-0940,940,100,5,29.000,26.000,1.000,No,2024-10-22,2024-10-25,2024-10-22,2024-10-25,Urgent,Completed,5,7,Generated production order.
941,PROD-2024-0941,941,101,5,29.000,28.000,0.000,No,2024-10-20,2024-10-31,2024-10-20,2024-10-31,Low,Completed,6,8,Generated production order.
942,PROD-2024-0942,942,102,5,23.000,19.000,1.000,No,2024-10-24,2024-11-01,2024-10-24,2024-11-01,Medium,Completed,7,9,Generated production order.
943,PROD-2024-0943,943,100,5,25.000,21.000,0.000,No,2024-10-19,2024-10-27,2024-10-19,2024-10-27,High,Completed,8,10,Generated production order.
944,PROD-2024-0944,944,101,5,13.000,10.000,1.000,No,2024-10-20,2024-10-24,2024-10-20,2024-10-24,Urgent,Completed,9,11,Generated production order.
945,PROD-2024-0945,945,102,5,35.000,31.000,1.000,No,2024-10-21,2024-10-25,2024-10-21,2024-10-25,Low,Completed,10,12,Generated production order.
946,PROD-2024-0946,946,100,5,34.000,29.000,1.000,No,2024-10-25,2024-11-01,2024-10-25,2024-11-01,Medium,Completed,11,13,Generated production order.
947,PROD-2024-0947,947,101,5,29.000,25.000,1.000,No,2024-10-24,2024-10-27,2024-10-24,2024-10-27,High,Completed,12,1,Generated production order.
948,PROD-2024-0948,948,102,5,63.000,59.000,0.000,No,2024-10-24,2024-11-01,2024-10-24,2024-11-01,Urgent,Completed,13,3,Generated production order.
949,PROD-2024-0949,949,100,5,14.000,11.000,0.000,No,2024-10-20,2024-10-30,2024-10-20,2024-10-30,Low,Completed,1,4,Generated production order.
950,PROD-2024-0950,950,101,5,57.000,55.000,0.000,No,2024-10-25,2024-11-05,2024-10-25,2024-11-05,Medium,Completed,3,5,Generated production order.
951,PROD-2024-0951,951,102,5,57.000,53.000,1.000,No,2024-10-24,2024-10-30,2024-10-24,2024-10-30,High,Completed,4,6,Generated production order.
952,PROD-2024-0952,952,100,5,10.000,5.000,1.000,No,2024-10-26,2024-11-04,2024-10-26,2024-11-04,Urgent,Completed,5,7,Generated production order.
953,PROD-2024-0953,953,101,5,43.000,42.000,0.000,No,2024-10-27,2024-11-01,2024-10-27,2024-11-01,Low,Completed,6,8,Generated production order.
954,PROD-2024-0954,954,102,5,17.000,15.000,0.000,No,2024-10-25,2024-11-01,2024-10-25,2024-11-01,Medium,Completed,7,9,Generated production order.
955,PROD-2024-0955,955,100,5,6.000,5.000,0.000,No,2024-10-30,2024-11-04,2024-10-30,2024-11-04,High,Completed,8,10,Generated production order.
956,PROD-2024-0956,956,101,5,54.000,51.000,0.000,No,2024-10-23,2024-10-28,2024-10-23,2024-10-28,Urgent,Completed,9,11,Generated production order.
957,PROD-2024-0957,957,102,5,15.000,11.000,1.000,No,2024-10-30,2024-11-02,2024-10-30,2024-11-02,Low,Completed,10,12,Generated production order.
958,PROD-2024-0958,958,100,5,22.000,19.000,1.000,No,2024-10-28,2024-11-03,2024-10-28,2024-11-03,Medium,Completed,11,13,Generated production order.
959,PROD-2024-0959,959,101,5,14.000,10.000,0.000,No,2024-10-29,2024-11-01,2024-10-29,2024-11-01,High,Completed,12,1,Generated production order.
960,PROD-2024-0960,960,102,5,13.000,10.000,1.000,No,2024-10-29,2024-11-01,2024-10-29,2024-11-01,Urgent,Completed,13,3,Generated production order.
961,PROD-2024-0961,961,100,5,10.000,7.000,1.000,No,2024-10-26,2024-11-01,2024-10-26,2024-11-01,Low,Completed,1,4,Generated production order.
962,PROD-2024-0962,962,101,5,53.000,50.000,0.000,No,2024-10-25,2024-11-02,2024-10-25,2024-11-02,Medium,Completed,3,5,Generated production order.
963,PROD-2024-0963,963,102,5,10.000,8.000,0.000,No,2024-10-29,2024-11-05,2024-10-29,2024-11-05,High,Completed,4,6,Generated production order.
964,PROD-2024-0964,964,100,5,47.000,45.000,0.000,No,2024-10-31,2024-11-10,2024-10-31,2024-11-10,Urgent,Completed,5,7,Generated production order.
965,PROD-2024-0965,965,101,5,15.000,12.000,1.000,No,2024-10-28,2024-11-07,2024-10-28,2024-11-07,Low,Completed,6,8,Generated production order.
966,PROD-2024-0966,966,102,5,58.000,54.000,0.000,No,2024-10-31,2024-11-10,2024-10-31,2024-11-10,Medium,Completed,7,9,Generated production order.
967,PROD-2024-0967,967,100,5,52.000,50.000,0.000,No,2024-11-02,2024-11-12,2024-11-02,2024-11-12,High,Completed,8,10,Generated production order.
968,PROD-2024-0968,968,101,5,40.000,38.000,1.000,No,2024-10-27,2024-11-02,2024-10-27,2024-11-02,Urgent,Completed,9,11,Generated production order.
969,PROD-2024-0969,969,102,5,53.000,51.000,1.000,No,2024-11-01,2024-11-05,2024-11-01,2024-11-05,Low,Completed,10,12,Generated production order.
970,PROD-2024-0970,970,100,5,24.000,21.000,1.000,No,2024-11-02,2024-11-06,2024-11-02,2024-11-06,Medium,Completed,11,13,Generated production order.
971,PROD-2024-0971,971,101,5,52.000,48.000,1.000,No,2024-10-31,2024-11-09,2024-10-31,2024-11-09,High,Completed,12,1,Generated production order.
972,PROD-2024-0972,972,102,5,17.000,15.000,1.000,No,2024-10-27,2024-11-05,2024-10-27,2024-11-05,Urgent,Completed,13,3,Generated production order.
973,PROD-2024-0973,973,100,5,42.000,39.000,1.000,No,2024-10-28,2024-11-07,2024-10-28,2024-11-07,Low,Completed,1,4,Generated production order.
974,PROD-2024-0974,974,101,5,59.000,56.000,0.000,No,2024-10-28,2024-11-05,2024-10-28,2024-11-05,Medium,Completed,3,5,Generated production order.
975,PROD-2024-0975,975,102,5,47.000,43.000,1.000,No,2024-10-29,2024-11-02,2024-10-29,2024-11-02,High,Completed,4,6,Generated production order.
976,PROD-2024-0976,976,100,5,21.000,19.000,0.000,No,2024-10-29,2024-11-02,2024-10-29,2024-11-02,Urgent,Completed,5,7,Generated production order.
977,PROD-2024-0977,977,101,5,48.000,45.000,1.000,No,2024-10-29,2024-11-09,2024-10-29,2024-11-09,Low,Completed,6,8,Generated production order.
978,PROD-2024-0978,978,102,5,55.000,52.000,0.000,No,2024-10-31,2024-11-04,2024-10-31,2024-11-04,Medium,Completed,7,9,Generated production order.
979,PROD-2024-0979,979,100,5,54.000,52.000,1.000,No,2024-11-05,2024-11-11,2024-11-05,2024-11-11,High,Completed,8,10,Generated production order.
980,PROD-2024-0980,980,101,5,47.000,44.000,0.000,No,2024-10-30,2024-11-07,2024-10-30,2024-11-07,Urgent,Completed,9,11,Generated production order.
981,PROD-2024-0981,981,102,5,48.000,44.000,1.000,No,2024-11-04,2024-11-07,2024-11-04,2024-11-07,Low,Completed,10,12,Generated production order.
982,PROD-2024-0982,982,100,5,51.000,47.000,0.000,No,2024-10-29,2024-11-06,2024-10-29,2024-11-06,Medium,Completed,11,13,Generated production order.
983,PROD-2024-0983,983,101,5,47.000,45.000,1.000,No,2024-10-31,2024-11-03,2024-10-31,2024-11-03,High,Completed,12,1,Generated production order.
984,PROD-2024-0984,984,102,5,11.000,10.000,0.000,No,2024-11-06,2024-11-15,2024-11-06,2024-11-15,Urgent,Completed,13,3,Generated production order.
985,PROD-2024-0985,985,100,5,54.000,49.000,1.000,No,2024-10-31,2024-11-07,2024-10-31,2024-11-07,Low,Completed,1,4,Generated production order.
986,PROD-2024-0986,986,101,5,20.000,15.000,1.000,No,2024-11-06,2024-11-14,2024-11-06,2024-11-14,Medium,Completed,3,5,Generated production order.
987,PROD-2024-0987,987,102,5,39.000,36.000,0.000,No,2024-11-06,2024-11-16,2024-11-06,2024-11-16,High,Completed,4,6,Generated production order.
988,PROD-2024-0988,988,100,5,25.000,24.000,0.000,No,2024-11-01,2024-11-07,2024-11-01,2024-11-07,Urgent,Completed,5,7,Generated production order.
989,PROD-2024-0989,989,101,5,17.000,15.000,0.000,No,2024-11-07,2024-11-17,2024-11-07,2024-11-17,Low,Completed,6,8,Generated production order.
990,PROD-2024-0990,990,102,5,24.000,19.000,1.000,No,2024-11-04,2024-11-08,2024-11-04,2024-11-08,Medium,Completed,7,9,Generated production order.
991,PROD-2024-0991,991,100,5,13.000,9.000,1.000,No,2024-11-07,2024-11-17,2024-11-07,2024-11-17,High,Completed,8,10,Generated production order.
992,PROD-2024-0992,992,101,5,30.000,28.000,1.000,No,2024-11-02,2024-11-06,2024-11-02,2024-11-06,Urgent,Completed,9,11,Generated production order.
993,PROD-2024-0993,993,102,5,32.000,28.000,1.000,No,2024-11-05,2024-11-08,2024-11-05,2024-11-08,Low,Completed,10,12,Generated production order.
994,PROD-2024-0994,994,100,5,31.000,27.000,0.000,No,2024-11-08,2024-11-19,2024-11-08,2024-11-19,Medium,Completed,11,13,Generated production order.
995,PROD-2024-0995,995,101,5,9.000,8.000,0.000,No,2024-11-02,2024-11-12,2024-11-02,2024-11-12,High,Completed,12,1,Generated production order.
996,PROD-2024-0996,996,102,5,40.000,36.000,1.000,No,2024-11-08,2024-11-15,2024-11-08,2024-11-15,Urgent,Completed,13,3,Generated production order.
997,PROD-2024-0997,997,100,5,15.000,14.000,0.000,No,2024-11-04,2024-11-09,2024-11-04,2024-11-09,Low,Completed,1,4,Generated production order.
998,PROD-2024-0998,998,101,5,53.000,51.000,1.000,No,2024-11-10,2024-11-13,2024-11-10,2024-11-13,Medium,Completed,3,5,Generated production order.
999,PROD-2024-0999,999,102,5,9.000,6.000,0.000,No,2024-11-10,2024-11-17,2024-11-10,2024-11-17,High,Completed,4,6,Generated production order.
1000,PROD-2024-1000,1000,100,5,8.000,7.000,0.000,No,2024-11-08,2024-11-14,2024-11-08,2024-11-14,Urgent,Completed,5,7,Generated production order.
1001,PROD-2024-1001,1001,101,5,24.000,21.000,0.000,No,2024-11-09,2024-11-15,2024-11-09,2024-11-15,Low,Completed,6,8,Generated production order.
1002,PROD-2024-1002,1002,102,5,29.000,27.000,1.000,No,2024-11-07,2024-11-13,2024-11-07,2024-11-13,Medium,Completed,7,9,Generated production order.
1003,PROD-2024-1003,1003,100,5,64.000,59.000,1.000,No,2024-11-12,2024-11-19,2024-11-12,2024-11-19,High,Completed,8,10,Generated production order.
1004,PROD-2024-1004,1004,101,5,37.000,34.000,0.000,No,2024-11-06,2024-11-10,2024-11-06,2024-11-10,Urgent,Completed,9,11,Generated production order.
1005,PROD-2024-1005,1005,102,5,28.000,24.000,1.000,No,2024-11-07,2024-11-13,2024-11-07,2024-11-13,Low,Completed,10,12,Generated production order.
1006,PROD-2024-1006,1006,100,5,55.000,51.000,1.000,No,2024-11-06,2024-11-17,2024-11-06,2024-11-17,Medium,Completed,11,13,Generated production order.
1007,PROD-2024-1007,1007,101,5,20.000,16.000,0.000,No,2024-11-09,2024-11-19,2024-11-09,2024-11-19,High,Completed,12,1,Generated production order.
1008,PROD-2024-1008,1008,102,5,58.000,53.000,1.000,No,2024-11-07,2024-11-17,2024-11-07,2024-11-17,Urgent,Completed,13,3,Generated production order.
1009,PROD-2024-1009,1009,100,5,31.000,27.000,0.000,No,2024-11-12,2024-11-19,2024-11-12,2024-11-19,Low,Completed,1,4,Generated production order.
1010,PROD-2024-1010,1010,101,5,26.000,22.000,1.000,No,2024-11-08,2024-11-19,2024-11-08,2024-11-19,Medium,Completed,3,5,Generated production order.
1011,PROD-2024-1011,1011,102,5,25.000,21.000,0.000,No,2024-11-08,2024-11-15,2024-11-08,2024-11-15,High,Completed,4,6,Generated production order.
1012,PROD-2024-1012,1012,100,5,6.000,3.000,1.000,No,2024-11-07,2024-11-17,2024-11-07,2024-11-17,Urgent,Completed,5,7,Generated production order.
1013,PROD-2024-1013,1013,101,5,45.000,41.000,0.000,No,2024-11-14,2024-11-19,2024-11-14,2024-11-19,Low,Completed,6,8,Generated production order.
1014,PROD-2024-1014,1014,102,5,38.000,36.000,0.000,No,2024-11-13,2024-11-17,2024-11-13,2024-11-17,Medium,Completed,7,9,Generated production order.
1015,PROD-2024-1015,1015,100,5,42.000,40.000,0.000,No,2024-11-12,2024-11-23,2024-11-12,2024-11-23,High,Completed,8,10,Generated production order.
1016,PROD-2024-1016,1016,101,5,45.000,41.000,0.000,No,2024-11-15,2024-11-25,2024-11-15,2024-11-25,Urgent,Completed,9,11,Generated production order.
1017,PROD-2024-1017,1017,102,5,10.000,6.000,0.000,No,2024-11-13,2024-11-21,2024-11-13,2024-11-21,Low,Completed,10,12,Generated production order.
1018,PROD-2024-1018,1018,100,5,58.000,53.000,1.000,No,2024-11-10,2024-11-14,2024-11-10,2024-11-14,Medium,Completed,11,13,Generated production order.
1019,PROD-2024-1019,1019,101,5,34.000,32.000,0.000,No,2024-11-13,2024-11-20,2024-11-13,2024-11-20,High,Completed,12,1,Generated production order.
1020,PROD-2024-1020,1020,102,5,44.000,41.000,0.000,No,2024-11-10,2024-11-13,2024-11-10,2024-11-13,Urgent,Completed,13,3,Generated production order.
1021,PROD-2024-1021,1021,100,5,11.000,7.000,1.000,No,2024-11-11,2024-11-19,2024-11-11,2024-11-19,Low,Completed,1,4,Generated production order.
1022,PROD-2024-1022,1022,101,5,46.000,45.000,0.000,No,2024-11-13,2024-11-17,2024-11-13,2024-11-17,Medium,Completed,3,5,Generated production order.
1023,PROD-2024-1023,1023,102,5,44.000,41.000,0.000,No,2024-11-14,2024-11-25,2024-11-14,2024-11-25,High,Completed,4,6,Generated production order.
1024,PROD-2024-1024,1024,100,5,27.000,24.000,1.000,No,2024-11-14,2024-11-22,2024-11-14,2024-11-22,Urgent,Completed,5,7,Generated production order.
1025,PROD-2024-1025,1025,101,5,59.000,56.000,1.000,No,2024-11-15,2024-11-22,2024-11-15,2024-11-22,Low,Completed,6,8,Generated production order.
1026,PROD-2024-1026,1026,102,5,42.000,40.000,0.000,No,2024-11-18,2024-11-27,2024-11-18,2024-11-27,Medium,Completed,7,9,Generated production order.
1027,PROD-2024-1027,1027,100,5,58.000,54.000,1.000,No,2024-11-19,2024-11-23,2024-11-19,2024-11-23,High,Completed,8,10,Generated production order.
1028,PROD-2024-1028,1028,101,5,54.000,51.000,1.000,No,2024-11-15,2024-11-22,2024-11-15,2024-11-22,Urgent,Completed,9,11,Generated production order.
1029,PROD-2024-1029,1029,102,5,19.000,15.000,0.000,No,2024-11-17,2024-11-27,2024-11-17,2024-11-27,Low,Completed,10,12,Generated production order.
1030,PROD-2024-1030,1030,100,5,62.000,60.000,0.000,No,2024-11-19,2024-11-27,2024-11-19,2024-11-27,Medium,Completed,11,13,Generated production order.
1031,PROD-2024-1031,1031,101,5,50.000,46.000,0.000,No,2024-11-16,2024-11-24,2024-11-16,2024-11-24,High,Completed,12,1,Generated production order.
1032,PROD-2024-1032,1032,102,5,17.000,15.000,0.000,No,2024-11-19,2024-11-24,2024-11-19,2024-11-24,Urgent,Completed,13,3,Generated production order.
1033,PROD-2024-1033,1033,100,5,51.000,47.000,1.000,No,2024-11-14,2024-11-18,2024-11-14,2024-11-18,Low,Completed,1,4,Generated production order.
1034,PROD-2024-1034,1034,101,5,30.000,28.000,1.000,No,2024-11-21,2024-11-28,2024-11-21,2024-11-28,Medium,Completed,3,5,Generated production order.
1035,PROD-2024-1035,1035,102,5,55.000,51.000,1.000,No,2024-11-17,2024-11-21,2024-11-17,2024-11-21,High,Completed,4,6,Generated production order.
1036,PROD-2024-1036,1036,100,5,19.000,14.000,1.000,No,2024-11-20,2024-11-27,2024-11-20,2024-11-27,Urgent,Completed,5,7,Generated production order.
1037,PROD-2024-1037,1037,101,5,21.000,19.000,1.000,No,2024-11-23,2024-11-29,2024-11-23,2024-11-29,Low,Completed,6,8,Generated production order.
1038,PROD-2024-1038,1038,102,5,25.000,22.000,0.000,No,2024-11-16,2024-11-26,2024-11-16,2024-11-26,Medium,Completed,7,9,Generated production order.
1039,PROD-2024-1039,1039,100,5,34.000,30.000,0.000,No,2024-11-22,2024-11-26,2024-11-22,2024-11-26,High,Completed,8,10,Generated production order.
1040,PROD-2024-1040,1040,101,5,45.000,40.000,1.000,No,2024-11-21,2024-11-30,2024-11-21,2024-11-30,Urgent,Completed,9,11,Generated production order.
1041,PROD-2024-1041,1041,102,5,19.000,15.000,1.000,No,2024-11-21,2024-11-26,2024-11-21,2024-11-26,Low,Completed,10,12,Generated production order.
1042,PROD-2024-1042,1042,100,5,48.000,43.000,1.000,No,2024-11-21,2024-11-29,2024-11-21,2024-11-29,Medium,Completed,11,13,Generated production order.
1043,PROD-2024-1043,1043,101,5,7.000,5.000,1.000,No,2024-11-22,2024-11-25,2024-11-22,2024-11-25,High,Completed,12,1,Generated production order.
1044,PROD-2024-1044,1044,102,5,23.000,21.000,1.000,No,2024-11-26,2024-12-02,2024-11-26,2024-12-02,Urgent,Completed,13,3,Generated production order.
1045,PROD-2024-1045,1045,100,5,42.000,39.000,1.000,No,2024-11-19,2024-11-30,2024-11-19,2024-11-30,Low,Completed,1,4,Generated production order.
1046,PROD-2024-1046,1046,101,5,21.000,18.000,1.000,No,2024-11-20,2024-11-25,2024-11-20,2024-11-25,Medium,Completed,3,5,Generated production order.
1047,PROD-2024-1047,1047,102,5,32.000,27.000,1.000,No,2024-11-21,2024-11-26,2024-11-21,2024-11-26,High,Completed,4,6,Generated production order.
1048,PROD-2024-1048,1048,100,5,39.000,37.000,0.000,No,2024-11-21,2024-11-28,2024-11-21,2024-11-28,Urgent,Completed,5,7,Generated production order.
1049,PROD-2024-1049,1049,101,5,17.000,16.000,0.000,No,2024-11-21,2024-11-24,2024-11-21,2024-11-24,Low,Completed,6,8,Generated production order.
1050,PROD-2024-1050,1050,102,5,60.000,58.000,1.000,No,2024-11-23,2024-12-04,2024-11-23,2024-12-04,Medium,Completed,7,9,Generated production order.
1051,PROD-2024-1051,1051,100,5,53.000,50.000,1.000,No,2024-11-22,2024-11-30,2024-11-22,2024-11-30,High,Completed,8,10,Generated production order.
1052,PROD-2024-1052,1052,101,5,60.000,59.000,0.000,No,2024-11-24,2024-12-01,2024-11-24,2024-12-01,Urgent,Completed,9,11,Generated production order.
1053,PROD-2024-1053,1053,102,5,37.000,32.000,1.000,No,2024-11-28,2024-12-06,2024-11-28,2024-12-06,Low,Completed,10,12,Generated production order.
1054,PROD-2024-1054,1054,100,5,28.000,24.000,1.000,No,2024-11-29,2024-12-06,2024-11-29,2024-12-06,Medium,Completed,11,13,Generated production order.
1055,PROD-2024-1055,1055,101,5,62.000,58.000,1.000,No,2024-12-01,2024-12-08,2024-12-01,2024-12-08,High,Completed,12,1,Generated production order.
1056,PROD-2024-1056,1056,102,5,49.000,45.000,0.000,No,2024-11-26,2024-12-02,2024-11-26,2024-12-02,Urgent,Completed,13,3,Generated production order.
1057,PROD-2024-1057,1057,100,5,49.000,47.000,0.000,No,2024-11-26,2024-12-03,2024-11-26,2024-12-03,Low,Completed,1,4,Generated production order.
1058,PROD-2024-1058,1058,101,5,17.000,14.000,1.000,No,2024-11-28,2024-12-04,2024-11-28,2024-12-04,Medium,Completed,3,5,Generated production order.
