grn_item_id,grn_id,po_item_id,item_id,ordered_quantity,received_quantity,accepted_quantity,rejected_quantity,uom,unit_price,batch_number,manufacturing_date,expiry_date,quality_status,rejection_reason,storage_location,remarks
734,517,1334,97,58.000,58.000,58.000,0.000,No,2.03,RM-0000734,2024-04-22,2025-06-22,Accepted,,Central Stores,Generated accepted GRN item.
735,518,1335,98,121.000,121.000,121.000,0.000,No,8.24,RM-0000735,2024-03-15,2025-06-23,Accepted,,Central Stores,Generated accepted GRN item.
736,518,1336,20,65.000,65.000,65.000,0.000,No,463.50,RM-0000736,2024-03-26,2025-06-23,Accepted,,Central Stores,Generated accepted GRN item.
737,519,1337,21,172.000,172.000,172.000,0.000,No,62.70,RM-0000737,2024-05-17,2025-06-22,Accepted,,Central Stores,Generated accepted GRN item.
738,519,1338,99,31.000,31.000,31.000,0.000,No,4.18,RM-0000738,2024-05-31,2025-06-22,Accepted,,Central Stores,Generated accepted GRN item.
739,520,1339,1,429.000,429.000,429.000,0.000,No,1908.00,RM-0000739,2024-04-29,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
740,520,1340,22,229.000,229.000,229.000,0.000,No,127.20,RM-0000740,2024-04-07,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
741,521,1341,23,19.000,19.000,19.000,0.000,No,120.00,RM-0000741,2024-05-08,2025-06-20,Accepted,,Central Stores,Generated accepted GRN item.
742,521,1342,2,280.000,280.000,280.000,0.000,No,2800.00,RM-0000742,2024-04-07,2025-06-20,Accepted,,Central Stores,Generated accepted GRN item.
743,522,1343,3,462.000,462.000,462.000,0.000,No,6293.00,RM-0000743,2024-04-02,2025-06-22,Accepted,,Central Stores,Generated accepted GRN item.
744,522,1344,24,81.000,81.000,81.000,0.000,No,223.30,RM-0000744,2024-03-02,2025-06-22,Accepted,,Central Stores,Generated accepted GRN item.
745,523,1345,25,67.000,67.000,67.000,0.000,No,669.50,RM-0000745,2024-04-01,2025-06-20,Accepted,,Central Stores,Generated accepted GRN item.
746,523,1346,4,276.000,276.000,276.000,0.000,No,1236.00,RM-0000746,2024-03-01,2025-06-20,Accepted,,Central Stores,Generated accepted GRN item.
747,524,1347,5,186.000,186.000,186.000,0.000,No,2299.00,RM-0000747,2024-06-15,2025-07-05,Accepted,,Central Stores,Generated accepted GRN item.
748,524,1348,26,243.000,243.000,243.000,0.000,No,15.68,RM-0000748,2024-06-04,2025-07-05,Accepted,,Central Stores,Generated accepted GRN item.
749,525,1349,27,229.000,229.000,229.000,0.000,No,47.70,RM-0000749,2024-03-13,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
750,525,1350,6,282.000,282.000,282.000,0.000,No,5300.00,RM-0000750,2024-05-12,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
751,526,1351,7,42.000,42.000,42.000,0.000,No,180.00,RM-0000751,2024-04-11,2025-06-27,Accepted,,Central Stores,Generated accepted GRN item.
752,526,1352,28,29.000,29.000,29.000,0.000,No,110.00,RM-0000752,2024-04-02,2025-06-27,Accepted,,Central Stores,Generated accepted GRN item.
753,527,1353,29,151.000,151.000,151.000,0.000,kg,862.75,RM-0000753,2024-05-06,2025-07-02,Accepted,,Central Stores,Generated accepted GRN item.
754,527,1354,8,207.000,207.000,207.000,0.000,No,243.60,RM-0000754,2024-03-16,2025-07-02,Accepted,,Central Stores,Generated accepted GRN item.
755,528,1355,9,182.000,182.000,182.000,0.000,No,370.80,RM-0000755,2024-05-30,2025-06-22,Accepted,,Central Stores,Generated accepted GRN item.
756,528,1356,30,123.000,123.000,123.000,0.000,kg,906.40,RM-0000756,2024-02-28,2025-06-22,Accepted,,Central Stores,Generated accepted GRN item.
757,529,1357,31,31.000,31.000,31.000,0.000,kg,961.40,RM-0000757,2024-02-26,2025-06-24,Accepted,,Central Stores,Generated accepted GRN item.
758,529,1358,10,41.000,41.000,41.000,0.000,No,470.25,RM-0000758,2024-05-07,2025-06-24,Accepted,,Central Stores,Generated accepted GRN item.
759,530,1359,11,148.000,148.000,148.000,0.000,No,795.00,RM-0000759,2024-06-02,2025-06-24,Accepted,,Central Stores,Generated accepted GRN item.
760,530,1360,32,143.000,143.000,143.000,0.000,m,37.10,RM-0000760,2024-03-02,2025-06-24,Accepted,,Central Stores,Generated accepted GRN item.
761,531,1361,33,465.000,465.000,465.000,0.000,m,60.00,RM-0000761,2024-05-18,2025-06-23,Accepted,,Central Stores,Generated accepted GRN item.
762,531,1362,12,137.000,137.000,137.000,0.000,No,1800.00,RM-0000762,2024-04-16,2025-06-23,Accepted,,Central Stores,Generated accepted GRN item.
763,532,1363,13,54.000,54.000,54.000,0.000,No,162.40,RM-0000763,2024-03-19,2025-06-25,Accepted,,Central Stores,Generated accepted GRN item.
764,532,1364,34,281.000,281.000,281.000,0.000,m,152.25,RM-0000764,2024-05-29,2025-06-25,Accepted,,Central Stores,Generated accepted GRN item.
765,533,1365,35,88.000,88.000,88.000,0.000,No,92.70,RM-0000765,2024-05-03,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
766,533,1366,14,35.000,35.000,35.000,0.000,No,226.60,RM-0000766,2024-06-08,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
767,534,1367,15,192.000,192.000,192.000,0.000,No,438.90,RM-0000767,2024-04-13,2025-06-23,Accepted,,Central Stores,Generated accepted GRN item.
768,534,1368,36,83.000,83.000,83.000,0.000,No,188.10,RM-0000768,2024-04-25,2025-06-23,Accepted,,Central Stores,Generated accepted GRN item.
769,535,1369,37,211.000,211.000,211.000,0.000,No,445.20,RM-0000769,2024-05-19,2025-06-21,Accepted,,Central Stores,Generated accepted GRN item.
770,535,1370,16,69.000,69.000,69.000,0.000,No,1378.00,RM-0000770,2024-03-13,2025-06-21,Accepted,,Central Stores,Generated accepted GRN item.
771,536,1371,17,132.000,132.000,132.000,0.000,No,2400.00,RM-0000771,2024-04-12,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
772,536,1372,38,74.000,74.000,74.000,0.000,No,12.00,RM-0000772,2024-03-20,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
773,537,1373,39,44.000,44.000,44.000,0.000,No,45.68,RM-0000773,2024-03-25,2025-06-21,Accepted,,Central Stores,Generated accepted GRN item.
774,537,1374,18,65.000,65.000,65.000,0.000,No,5278.00,RM-0000774,2024-03-18,2025-06-21,Accepted,,Central Stores,Generated accepted GRN item.
775,538,1375,19,165.000,165.000,165.000,0.000,No,463.50,RM-0000775,2024-04-14,2025-06-26,Accepted,,Central Stores,Generated accepted GRN item.
776,538,1376,40,146.000,146.000,146.000,0.000,No,123.60,RM-0000776,2024-03-22,2025-06-26,Accepted,,Central Stores,Generated accepted GRN item.
777,539,1377,41,249.000,249.000,249.000,0.000,No,1463.00,RM-0000777,2024-05-20,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
778,539,1378,20,17.000,17.000,17.000,0.000,No,470.25,RM-0000778,2024-04-08,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
779,540,1379,21,93.000,93.000,93.000,0.000,No,63.60,RM-0000779,2024-06-18,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
780,540,1380,42,50.000,50.000,50.000,0.000,No,3392.00,RM-0000780,2024-04-23,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
781,541,1381,43,67.000,67.000,67.000,0.000,No,85.00,RM-0000781,2024-05-04,2025-06-29,Accepted,,Central Stores,Generated accepted GRN item.
782,541,1382,22,139.000,139.000,139.000,0.000,No,120.00,RM-0000782,2024-06-05,2025-06-29,Accepted,,Central Stores,Generated accepted GRN item.
783,542,1383,23,47.000,47.000,47.000,0.000,No,121.80,RM-0000783,2024-03-22,2025-06-25,Accepted,,Central Stores,Generated accepted GRN item.
784,542,1384,44,120.000,120.000,120.000,0.000,No,223.30,RM-0000784,2024-03-15,2025-06-25,Accepted,,Central Stores,Generated accepted GRN item.
785,543,1385,45,54.000,54.000,54.000,0.000,No,360.50,RM-0000785,2024-03-10,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
786,543,1386,24,63.000,63.000,63.000,0.000,No,226.60,RM-0000786,2024-03-11,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
787,544,1387,25,22.000,22.000,22.000,0.000,No,679.25,RM-0000787,2024-04-16,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
788,544,1388,46,165.000,165.000,165.000,0.000,No,783.75,RM-0000788,2024-03-09,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
789,545,1389,47,24.000,24.000,24.000,0.000,Set,477.00,RM-0000789,2024-03-15,2025-07-06,Accepted,,Central Stores,Generated accepted GRN item.
790,545,1390,26,113.000,113.000,113.000,0.000,No,15.90,RM-0000790,2024-03-11,2025-07-06,Accepted,,Central Stores,Generated accepted GRN item.
791,546,1391,27,191.000,191.000,191.000,0.000,No,45.00,RM-0000791,2024-04-02,2025-06-27,Accepted,,Central Stores,Generated accepted GRN item.
792,546,1392,48,14.000,14.000,14.000,0.000,Set,950.00,RM-0000792,2024-03-26,2025-06-27,Accepted,,Central Stores,Generated accepted GRN item.
793,547,1393,49,69.000,69.000,69.000,0.000,No,25.38,RM-0000793,2024-05-13,2025-07-06,Accepted,,Central Stores,Generated accepted GRN item.
794,547,1394,28,87.000,87.000,87.000,0.000,No,111.65,RM-0000794,2024-03-22,2025-07-06,Accepted,,Central Stores,Generated accepted GRN item.
795,548,1395,29,39.000,39.000,39.000,0.000,kg,875.50,RM-0000795,2024-05-05,2025-07-02,Accepted,,Central Stores,Generated accepted GRN item.
796,548,1396,50,233.000,233.000,233.000,0.000,No,41.20,RM-0000796,2024-05-28,2025-07-02,Accepted,,Central Stores,Generated accepted GRN item.
797,549,1397,51,234.000,234.000,234.000,0.000,No,114.95,RM-0000797,2024-03-05,2025-06-30,Accepted,,Central Stores,Generated accepted GRN item.
798,549,1398,30,171.000,171.000,171.000,0.000,kg,919.60,RM-0000798,2024-03-31,2025-06-30,Accepted,,Central Stores,Generated accepted GRN item.
799,550,1399,31,158.000,158.000,158.000,0.000,kg,975.20,RM-0000799,2024-03-22,2025-07-09,Accepted,,Central Stores,Generated accepted GRN item.
800,550,1400,52,129.000,129.000,129.000,0.000,No,2.12,RM-0000800,2024-05-24,2025-07-09,Accepted,,Central Stores,Generated accepted GRN item.
801,551,1401,53,103.000,103.000,103.000,0.000,No,3.00,RM-0000801,2024-05-13,2025-07-09,Accepted,,Central Stores,Generated accepted GRN item.
802,551,1402,32,347.000,347.000,347.000,0.000,m,35.00,RM-0000802,2024-03-27,2025-07-09,Accepted,,Central Stores,Generated accepted GRN item.
803,552,1403,33,403.000,403.000,403.000,0.000,m,60.90,RM-0000803,2024-03-17,2025-06-30,Accepted,,Central Stores,Generated accepted GRN item.
804,552,1404,54,206.000,206.000,206.000,0.000,No,5.08,RM-0000804,2024-03-28,2025-06-30,Accepted,,Central Stores,Generated accepted GRN item.
805,553,1405,55,52.000,52.000,52.000,0.000,No,8.24,RM-0000805,2024-03-18,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
806,553,1406,34,394.000,394.000,394.000,0.000,m,154.50,RM-0000806,2024-03-31,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
807,554,1407,35,188.000,188.000,188.000,0.000,No,94.05,RM-0000807,2024-04-22,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
808,554,1408,56,165.000,165.000,165.000,0.000,No,10.45,RM-0000808,2024-04-27,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
809,555,1409,57,172.000,172.000,172.000,0.000,No,12.72,RM-0000809,2024-04-09,2025-06-27,Accepted,,Central Stores,Generated accepted GRN item.
810,555,1410,36,130.000,130.000,130.000,0.000,No,190.80,RM-0000810,2024-04-25,2025-06-27,Accepted,,Central Stores,Generated accepted GRN item.
811,556,1411,37,9.000,9.000,9.000,0.000,No,420.00,RM-0000811,2024-06-01,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
812,556,1412,58,179.000,179.000,179.000,0.000,No,6.00,RM-0000812,2024-04-22,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
813,557,1413,59,58.000,58.000,58.000,0.000,No,5.08,RM-0000813,2024-06-08,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
814,557,1414,38,151.000,151.000,151.000,0.000,No,12.18,RM-0000814,2024-04-16,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
815,558,1415,39,72.000,72.000,72.000,0.000,No,46.35,RM-0000815,2024-05-23,2025-06-26,Accepted,,Central Stores,Generated accepted GRN item.
816,558,1416,60,364.000,364.000,364.000,0.000,m,18.54,RM-0000816,2024-04-27,2025-06-26,Accepted,,Central Stores,Generated accepted GRN item.
817,559,1417,61,314.000,314.000,314.000,0.000,m,26.13,RM-0000817,2024-03-13,2025-07-02,Accepted,,Central Stores,Generated accepted GRN item.
818,559,1418,40,195.000,195.000,195.000,0.000,No,125.40,RM-0000818,2024-06-06,2025-07-02,Accepted,,Central Stores,Generated accepted GRN item.
819,560,1419,41,120.000,120.000,120.000,0.000,No,1484.00,RM-0000819,2024-03-30,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
820,560,1420,62,440.000,440.000,440.000,0.000,m,47.70,RM-0000820,2024-05-18,2025-07-01,Accepted,,Central Stores,Generated accepted GRN item.
821,561,1421,63,103.000,103.000,103.000,0.000,No,3.00,RM-0000821,2024-04-12,2025-07-15,Accepted,,Central Stores,Generated accepted GRN item.
822,561,1422,42,227.000,227.000,227.000,0.000,No,3200.00,RM-0000822,2024-03-23,2025-07-15,Accepted,,Central Stores,Generated accepted GRN item.
823,562,1423,43,151.000,151.000,151.000,0.000,No,86.28,RM-0000823,2024-06-09,2025-07-09,Accepted,,Central Stores,Generated accepted GRN item.
824,562,1424,64,315.000,315.000,315.000,0.000,No,5.08,RM-0000824,2024-05-05,2025-07-09,Accepted,,Central Stores,Generated accepted GRN item.
825,563,1425,65,419.000,419.000,419.000,0.000,No,12.36,RM-0000825,2024-06-22,2025-07-12,Accepted,,Central Stores,Generated accepted GRN item.
826,563,1426,44,140.000,140.000,140.000,0.000,No,226.60,RM-0000826,2024-05-08,2025-07-12,Accepted,,Central Stores,Generated accepted GRN item.
827,564,1427,45,231.000,231.000,231.000,0.000,No,365.75,RM-0000827,2024-03-30,2025-07-07,Accepted,,Central Stores,Generated accepted GRN item.
828,564,1428,66,153.000,153.000,153.000,0.000,No,1.57,RM-0000828,2024-05-07,2025-07-07,Accepted,,Central Stores,Generated accepted GRN item.
829,565,1429,67,377.000,377.000,377.000,0.000,No,2.65,RM-0000829,2024-04-18,2025-07-14,Accepted,,Central Stores,Generated accepted GRN item.
830,565,1430,46,121.000,121.000,121.000,0.000,No,795.00,RM-0000830,2024-06-20,2025-07-14,Accepted,,Central Stores,Generated accepted GRN item.
831,566,1431,47,33.000,33.000,33.000,0.000,Set,450.00,RM-0000831,2024-03-09,2025-06-30,Accepted,,Central Stores,Generated accepted GRN item.
832,566,1432,68,67.000,67.000,67.000,0.000,No,6.00,RM-0000832,2024-06-10,2025-06-30,Accepted,,Central Stores,Generated accepted GRN item.
833,567,1433,69,365.000,365.000,365.000,0.000,No,0.81,RM-0000833,2024-05-05,2025-06-28,Accepted,,Central Stores,Generated accepted GRN item.
834,567,1434,48,33.000,33.000,33.000,0.000,Set,964.25,RM-0000834,2024-03-01,2025-06-28,Accepted,,Central Stores,Generated accepted GRN item.
835,568,1435,49,220.000,220.000,220.000,0.000,No,25.75,RM-0000835,2024-06-04,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
836,568,1436,70,311.000,311.000,311.000,0.000,No,1.24,RM-0000836,2024-05-10,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
837,569,1437,71,112.000,112.000,112.000,0.000,No,2.61,RM-0000837,2024-06-03,2025-07-14,Accepted,,Central Stores,Generated accepted GRN item.
838,569,1438,50,191.000,191.000,191.000,0.000,No,41.80,RM-0000838,2024-04-28,2025-07-14,Accepted,,Central Stores,Generated accepted GRN item.
839,570,1439,51,45.000,45.000,45.000,0.000,No,116.60,RM-0000839,2024-04-03,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
840,570,1440,72,51.000,51.000,51.000,0.000,No,0.85,RM-0000840,2024-04-04,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
841,571,1441,73,378.000,378.000,378.000,0.000,No,1.20,RM-0000841,2024-06-12,2025-07-13,Accepted,,Central Stores,Generated accepted GRN item.
842,571,1442,52,126.000,126.000,126.000,0.000,No,2.00,RM-0000842,2024-05-09,2025-07-13,Accepted,,Central Stores,Generated accepted GRN item.
843,572,1443,53,96.000,96.000,96.000,0.000,No,3.05,RM-0000843,2024-05-11,2025-07-11,Accepted,,Central Stores,Generated accepted GRN item.
844,572,1444,74,136.000,136.000,136.000,0.000,No,2.54,RM-0000844,2024-04-16,2025-07-11,Accepted,,Central Stores,Generated accepted GRN item.
845,573,1445,75,259.000,259.000,259.000,0.000,No,4.12,RM-0000845,2024-05-17,2025-07-13,Accepted,,Central Stores,Generated accepted GRN item.
846,573,1446,54,164.000,164.000,164.000,0.000,No,5.15,RM-0000846,2024-06-13,2025-07-13,Accepted,,Central Stores,Generated accepted GRN item.
847,574,1447,55,17.000,17.000,17.000,0.000,No,8.36,RM-0000847,2024-04-05,2025-07-16,Accepted,,Central Stores,Generated accepted GRN item.
848,574,1448,76,49.000,49.000,49.000,0.000,No,7.32,RM-0000848,2024-03-29,2025-07-16,Accepted,,Central Stores,Generated accepted GRN item.
849,575,1449,77,483.000,483.000,483.000,0.000,No,15.90,RM-0000849,2024-05-14,2025-07-04,Accepted,,Central Stores,Generated accepted GRN item.
850,575,1450,56,180.000,180.000,180.000,0.000,No,10.60,RM-0000850,2024-05-13,2025-07-04,Accepted,,Central Stores,Generated accepted GRN item.
851,576,1451,57,187.000,187.000,187.000,0.000,No,12.00,RM-0000851,2024-05-28,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
852,576,1452,78,284.000,284.000,284.000,0.000,No,4.00,RM-0000852,2024-05-14,2025-07-03,Accepted,,Central Stores,Generated accepted GRN item.
853,577,1453,79,468.000,468.000,468.000,0.000,No,4.06,RM-0000853,2024-06-08,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
854,577,1454,58,60.000,60.000,60.000,0.000,No,6.09,RM-0000854,2024-05-09,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
855,578,1455,59,42.000,42.000,42.000,0.000,No,5.15,RM-0000855,2024-05-15,2025-07-09,Accepted,,Central Stores,Generated accepted GRN item.
856,578,1456,80,20232.000,20232.000,20232.000,0.000,ml,0.82,RM-0000856,2024-03-20,2025-07-09,Accepted,,Central Stores,Generated accepted GRN item.
857,579,1457,81,6968.000,6968.000,6968.000,0.000,g,1.25,RM-0000857,2024-03-21,2025-07-06,Accepted,,Central Stores,Generated accepted GRN item.
858,579,1458,60,321.000,321.000,321.000,0.000,m,18.81,RM-0000858,2024-04-03,2025-07-06,Accepted,,Central Stores,Generated accepted GRN item.
859,580,1459,61,143.000,143.000,143.000,0.000,m,26.50,RM-0000859,2024-03-30,2025-07-04,Accepted,,Central Stores,Generated accepted GRN item.
860,580,1460,82,62989.000,62989.000,62989.000,0.000,ml,1.59,RM-0000860,2024-05-03,2025-07-04,Accepted,,Central Stores,Generated accepted GRN item.
861,581,1461,83,18530.000,18530.000,18530.000,0.000,g,0.60,RM-0000861,2024-06-28,2025-07-21,Accepted,,Central Stores,Generated accepted GRN item.
862,581,1462,62,472.000,472.000,472.000,0.000,m,45.00,RM-0000862,2024-06-29,2025-07-21,Accepted,,Central Stores,Generated accepted GRN item.
863,582,1463,63,392.000,392.000,392.000,0.000,No,3.05,RM-0000863,2024-03-17,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
864,582,1464,84,80132.000,80132.000,80132.000,0.000,ml,0.25,RM-0000864,2024-06-12,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
865,583,1465,85,27914.000,27914.000,27914.000,0.000,g,1.85,RM-0000865,2024-03-23,2025-07-14,Accepted,,Central Stores,Generated accepted GRN item.
866,583,1466,64,479.000,479.000,479.000,0.000,No,5.15,RM-0000866,2024-05-07,2025-07-14,Accepted,,Central Stores,Generated accepted GRN item.
867,584,1467,65,277.000,277.000,277.000,0.000,No,12.54,RM-0000867,2024-04-14,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
868,584,1468,86,24835.000,24835.000,24835.000,0.000,g,1.25,RM-0000868,2024-06-07,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
869,585,1469,87,5066.000,5066.000,5066.000,0.000,g,0.85,RM-0000869,2024-04-20,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
870,585,1470,66,471.000,471.000,471.000,0.000,No,1.59,RM-0000870,2024-06-27,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
871,586,1471,67,26.000,26.000,26.000,0.000,No,2.50,RM-0000871,2024-04-20,2025-07-14,Accepted,,Central Stores,Generated accepted GRN item.
872,586,1472,88,81.000,81.000,81.000,0.000,No,45.00,RM-0000872,2024-04-05,2025-07-14,Accepted,,Central Stores,Generated accepted GRN item.
873,587,1473,89,229.000,229.000,229.000,0.000,No,18.27,RM-0000873,2024-05-10,2025-07-16,Accepted,,Central Stores,Generated accepted GRN item.
874,587,1474,68,159.000,159.000,159.000,0.000,No,6.09,RM-0000874,2024-05-28,2025-07-16,Accepted,,Central Stores,Generated accepted GRN item.
875,588,1475,69,21.000,21.000,21.000,0.000,No,0.82,RM-0000875,2024-06-09,2025-07-07,Accepted,,Central Stores,Generated accepted GRN item.
876,588,1476,90,140.000,140.000,140.000,0.000,Sheet,10.30,RM-0000876,2024-04-15,2025-07-07,Accepted,,Central Stores,Generated accepted GRN item.
877,589,1477,91,218.000,218.000,218.000,0.000,No,6.27,RM-0000877,2024-06-22,2025-07-20,Accepted,,Central Stores,Generated accepted GRN item.
878,589,1478,70,345.000,345.000,345.000,0.000,No,1.25,RM-0000878,2024-04-21,2025-07-20,Accepted,,Central Stores,Generated accepted GRN item.
879,590,1479,71,265.000,265.000,265.000,0.000,No,2.65,RM-0000879,2024-06-10,2025-07-17,Accepted,,Central Stores,Generated accepted GRN item.
880,590,1480,92,290.000,290.000,290.000,0.000,m,1.27,RM-0000880,2024-06-06,2025-07-17,Accepted,,Central Stores,Generated accepted GRN item.
881,591,1481,93,17.000,17.000,17.000,0.000,No,3.00,RM-0000881,2024-04-13,2025-07-10,Accepted,,Central Stores,Generated accepted GRN item.
882,591,1482,72,158.000,158.000,158.000,0.000,No,0.80,RM-0000882,2024-05-22,2025-07-10,Accepted,,Central Stores,Generated accepted GRN item.
883,592,1483,73,166.000,166.000,166.000,0.000,No,1.22,RM-0000883,2024-05-23,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
884,592,1484,94,121.000,121.000,121.000,0.000,No,35.53,RM-0000884,2024-06-18,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
885,593,1485,95,207.000,207.000,207.000,0.000,No,3.09,RM-0000885,2024-05-09,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
886,593,1486,74,329.000,329.000,329.000,0.000,No,2.58,RM-0000886,2024-05-09,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
887,594,1487,75,106.000,106.000,106.000,0.000,No,4.18,RM-0000887,2024-05-11,2025-07-17,Accepted,,Central Stores,Generated accepted GRN item.
888,594,1488,96,166.000,166.000,166.000,0.000,No,4.18,RM-0000888,2024-06-11,2025-07-17,Accepted,,Central Stores,Generated accepted GRN item.
889,595,1489,97,37.000,37.000,37.000,0.000,No,2.12,RM-0000889,2024-04-27,2025-07-12,Accepted,,Central Stores,Generated accepted GRN item.
890,595,1490,76,267.000,267.000,267.000,0.000,No,7.42,RM-0000890,2024-05-20,2025-07-12,Accepted,,Central Stores,Generated accepted GRN item.
891,596,1491,77,315.000,315.000,315.000,0.000,No,15.00,RM-0000891,2024-03-23,2025-07-13,Accepted,,Central Stores,Generated accepted GRN item.
892,596,1492,98,56.000,56.000,56.000,0.000,No,8.00,RM-0000892,2024-05-19,2025-07-13,Accepted,,Central Stores,Generated accepted GRN item.
893,597,1493,99,215.000,215.000,215.000,0.000,No,4.06,RM-0000893,2024-04-04,2025-07-16,Accepted,,Central Stores,Generated accepted GRN item.
894,597,1494,78,135.000,135.000,135.000,0.000,No,4.06,RM-0000894,2024-06-05,2025-07-16,Accepted,,Central Stores,Generated accepted GRN item.
895,598,1495,79,129.000,129.000,129.000,0.000,No,4.12,RM-0000895,2024-05-28,2025-07-17,Accepted,,Central Stores,Generated accepted GRN item.
896,598,1496,1,491.000,491.000,491.000,0.000,No,1854.00,RM-0000896,2024-04-26,2025-07-17,Accepted,,Central Stores,Generated accepted GRN item.
897,599,1497,2,389.000,389.000,389.000,0.000,No,2926.00,RM-0000897,2024-06-11,2025-07-15,Accepted,,Central Stores,Generated accepted GRN item.
898,599,1498,80,38652.000,38652.000,38652.000,0.000,ml,0.84,RM-0000898,2024-06-07,2025-07-15,Accepted,,Central Stores,Generated accepted GRN item.
899,600,1499,81,18174.000,18174.000,18174.000,0.000,g,1.27,RM-0000899,2024-06-15,2025-07-06,Accepted,,Central Stores,Generated accepted GRN item.
900,600,1500,3,94.000,94.000,94.000,0.000,No,6572.00,RM-0000900,2024-06-11,2025-07-06,Accepted,,Central Stores,Generated accepted GRN item.
901,601,1501,4,329.000,329.000,329.000,0.000,No,1200.00,RM-0000901,2024-03-30,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
902,601,1502,82,29167.000,29167.000,29167.000,0.000,ml,1.50,RM-0000902,2024-05-19,2025-07-18,Accepted,,Central Stores,Generated accepted GRN item.
903,602,1503,83,11999.000,11999.000,11999.000,0.000,g,0.61,RM-0000903,2024-04-18,2025-07-19,Accepted,,Central Stores,Generated accepted GRN item.
904,602,1504,5,423.000,423.000,423.000,0.000,No,2233.00,RM-0000904,2024-04-10,2025-07-19,Accepted,,Central Stores,Generated accepted GRN item.
905,603,1505,6,338.000,338.000,338.000,0.000,No,5150.00,RM-0000905,2024-06-11,2025-07-20,Accepted,,Central Stores,Generated accepted GRN item.
906,603,1506,84,56627.000,56627.000,56627.000,0.000,ml,0.26,RM-0000906,2024-05-09,2025-07-20,Accepted,,Central Stores,Generated accepted GRN item.
907,604,1507,85,6415.000,6415.000,6415.000,0.000,g,1.88,RM-0000907,2024-04-23,2025-07-16,Accepted,,Central Stores,Generated accepted GRN item.
908,604,1508,7,151.000,151.000,151.000,0.000,No,188.10,RM-0000908,2024-04-08,2025-07-16,Accepted,,Central Stores,Generated accepted GRN item.
909,605,1509,8,119.000,119.000,119.000,0.000,No,254.40,RM-0000909,2024-04-14,2025-07-10,Accepted,,Central Stores,Generated accepted GRN item.
910,605,1510,86,17499.000,17499.000,17499.000,0.000,g,1.27,RM-0000910,2024-03-29,2025-07-10,Accepted,,Central Stores,Generated accepted GRN item.
911,606,1511,87,5005.000,5005.000,5005.000,0.000,g,0.80,RM-0000911,2024-05-08,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
912,606,1512,9,65.000,65.000,65.000,0.000,No,360.00,RM-0000912,2024-03-21,2025-07-08,Accepted,,Central Stores,Generated accepted GRN item.
913,607,1513,10,74.000,74.000,74.000,0.000,No,456.75,RM-0000913,2024-06-04,2025-07-10,Accepted,,Central Stores,Generated accepted GRN item.
914,607,1514,88,40.000,40.000,40.000,0.000,No,45.68,RM-0000914,2024-04-01,2025-07-10,Accepted,,Central Stores,Generated accepted GRN item.
