production_order_item_id,production_order_id,item_id,planned_quantity,produced_quantity,accepted_quantity,rejected_quantity,uom,production_stage,line_status,remarks
877,877,100,43.000,41.000,40.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
878,878,101,34.000,30.000,29.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
879,879,102,57.000,53.000,53.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
880,880,100,60.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
881,881,101,64.000,60.000,59.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
882,882,102,12.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
883,883,100,57.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
884,884,101,14.000,13.000,13.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
885,885,102,39.000,38.000,37.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
886,886,100,41.000,40.000,39.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
887,887,101,17.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
888,888,102,7.000,5.000,5.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
889,889,100,61.000,57.000,57.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
890,890,101,56.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
891,891,102,16.000,13.000,13.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
892,892,100,40.000,38.000,37.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
893,893,101,16.000,13.000,13.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
894,894,102,35.000,34.000,34.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
895,895,100,22.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
896,896,101,49.000,46.000,46.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
897,897,102,37.000,36.000,36.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
898,898,100,36.000,32.000,31.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
899,899,101,45.000,42.000,42.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
900,900,102,32.000,31.000,30.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
901,901,100,7.000,6.000,5.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
902,902,101,41.000,38.000,38.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
903,903,102,52.000,49.000,48.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
904,904,100,33.000,32.000,32.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
905,905,101,15.000,13.000,12.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
906,906,102,9.000,5.000,4.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
907,907,100,23.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
908,908,101,48.000,47.000,46.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
909,909,102,25.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
910,910,100,59.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
911,911,101,24.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
912,912,102,31.000,29.000,28.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
913,913,100,48.000,47.000,46.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
914,914,101,42.000,39.000,38.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
915,915,102,10.000,6.000,5.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
916,916,100,12.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
917,917,101,17.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
918,918,102,55.000,54.000,53.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
919,919,100,11.000,7.000,6.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
920,920,101,9.000,8.000,7.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
921,921,102,50.000,49.000,48.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
922,922,100,40.000,39.000,39.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
923,923,101,59.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
924,924,102,19.000,18.000,17.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
925,925,100,43.000,42.000,41.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
926,926,101,14.000,13.000,12.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
927,927,102,41.000,38.000,38.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
928,928,100,12.000,9.000,9.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
929,929,101,58.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
930,930,102,29.000,27.000,26.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
931,931,100,19.000,18.000,18.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
932,932,101,61.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
933,933,102,11.000,8.000,7.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
934,934,100,50.000,48.000,48.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
935,935,101,36.000,33.000,33.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
936,936,102,42.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
937,937,100,19.000,18.000,17.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
938,938,101,59.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
939,939,102,33.000,30.000,29.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
940,940,100,29.000,27.000,26.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
941,941,101,29.000,28.000,28.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
942,942,102,23.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
943,943,100,25.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
944,944,101,13.000,11.000,10.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
945,945,102,35.000,32.000,31.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
946,946,100,34.000,30.000,29.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
947,947,101,29.000,26.000,25.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
948,948,102,63.000,59.000,59.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
949,949,100,14.000,11.000,11.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
950,950,101,57.000,55.000,55.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
951,951,102,57.000,54.000,53.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
952,952,100,10.000,6.000,5.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
953,953,101,43.000,42.000,42.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
954,954,102,17.000,15.000,15.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
955,955,100,6.000,5.000,5.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
956,956,101,54.000,51.000,51.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
957,957,102,15.000,12.000,11.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
958,958,100,22.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
959,959,101,14.000,10.000,10.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
960,960,102,13.000,11.000,10.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
961,961,100,10.000,8.000,7.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
962,962,101,53.000,50.000,50.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
963,963,102,10.000,8.000,8.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
964,964,100,47.000,45.000,45.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
965,965,101,15.000,13.000,12.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
966,966,102,58.000,54.000,54.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
967,967,100,52.000,50.000,50.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
968,968,101,40.000,39.000,38.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
969,969,102,53.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
970,970,100,24.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
971,971,101,52.000,49.000,48.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
972,972,102,17.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
973,973,100,42.000,40.000,39.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
974,974,101,59.000,56.000,56.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
975,975,102,47.000,44.000,43.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
976,976,100,21.000,19.000,19.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
977,977,101,48.000,46.000,45.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
978,978,102,55.000,52.000,52.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
979,979,100,54.000,53.000,52.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
980,980,101,47.000,44.000,44.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
981,981,102,48.000,45.000,44.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
982,982,100,51.000,47.000,47.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
983,983,101,47.000,46.000,45.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
984,984,102,11.000,10.000,10.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
985,985,100,54.000,50.000,49.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
986,986,101,20.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
987,987,102,39.000,36.000,36.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
988,988,100,25.000,24.000,24.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
989,989,101,17.000,15.000,15.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
990,990,102,24.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
991,991,100,13.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
992,992,101,30.000,29.000,28.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
993,993,102,32.000,29.000,28.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
994,994,100,31.000,27.000,27.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
995,995,101,9.000,8.000,8.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
996,996,102,40.000,37.000,36.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
997,997,100,15.000,14.000,14.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
998,998,101,53.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
999,999,102,9.000,6.000,6.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1000,1000,100,8.000,7.000,7.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1001,1001,101,24.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1002,1002,102,29.000,28.000,27.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1003,1003,100,64.000,60.000,59.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1004,1004,101,37.000,34.000,34.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1005,1005,102,28.000,25.000,24.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1006,1006,100,55.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1007,1007,101,20.000,16.000,16.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1008,1008,102,58.000,54.000,53.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1009,1009,100,31.000,27.000,27.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1010,1010,101,26.000,23.000,22.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1011,1011,102,25.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1012,1012,100,6.000,4.000,3.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1013,1013,101,45.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1014,1014,102,38.000,36.000,36.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1015,1015,100,42.000,40.000,40.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1016,1016,101,45.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1017,1017,102,10.000,6.000,6.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1018,1018,100,58.000,54.000,53.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1019,1019,101,34.000,32.000,32.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1020,1020,102,44.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1021,1021,100,11.000,8.000,7.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1022,1022,101,46.000,45.000,45.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1023,1023,102,44.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1024,1024,100,27.000,25.000,24.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1025,1025,101,59.000,57.000,56.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1026,1026,102,42.000,40.000,40.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1027,1027,100,58.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1028,1028,101,54.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1029,1029,102,19.000,15.000,15.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1030,1030,100,62.000,60.000,60.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1031,1031,101,50.000,46.000,46.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1032,1032,102,17.000,15.000,15.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1033,1033,100,51.000,48.000,47.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1034,1034,101,30.000,29.000,28.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1035,1035,102,55.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1036,1036,100,19.000,15.000,14.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1037,1037,101,21.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1038,1038,102,25.000,22.000,22.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1039,1039,100,34.000,30.000,30.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1040,1040,101,45.000,41.000,40.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1041,1041,102,19.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1042,1042,100,48.000,44.000,43.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1043,1043,101,7.000,6.000,5.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1044,1044,102,23.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1045,1045,100,42.000,40.000,39.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1046,1046,101,21.000,19.000,18.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1047,1047,102,32.000,28.000,27.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1048,1048,100,39.000,37.000,37.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1049,1049,101,17.000,16.000,16.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1050,1050,102,60.000,59.000,58.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1051,1051,100,53.000,51.000,50.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1052,1052,101,60.000,59.000,59.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1053,1053,102,37.000,33.000,32.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1054,1054,100,28.000,25.000,24.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1055,1055,101,62.000,59.000,58.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1056,1056,102,49.000,45.000,45.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1057,1057,100,49.000,47.000,47.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1058,1058,101,17.000,15.000,14.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1059,1059,102,53.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1060,1060,100,35.000,34.000,33.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1061,1061,101,49.000,47.000,46.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1062,1062,102,51.000,50.000,50.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1063,1063,100,12.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1064,1064,101,12.000,9.000,8.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1065,1065,102,9.000,8.000,7.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1066,1066,100,42.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1067,1067,101,57.000,56.000,56.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1068,1068,102,7.000,5.000,5.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1069,1069,100,16.000,12.000,12.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1070,1070,101,32.000,30.000,30.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1071,1071,102,30.000,26.000,26.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1072,1072,100,11.000,9.000,8.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1073,1073,101,41.000,40.000,39.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1074,1074,102,56.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1075,1075,100,17.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1076,1076,101,8.000,5.000,4.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1077,1077,102,20.000,17.000,16.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1078,1078,100,16.000,15.000,14.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1079,1079,101,30.000,29.000,29.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1080,1080,102,13.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1081,1081,100,27.000,25.000,24.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1082,1082,101,11.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1083,1083,102,45.000,43.000,42.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1084,1084,100,35.000,31.000,30.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1085,1085,101,12.000,8.000,8.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1086,1086,102,8.000,7.000,6.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1087,1087,100,34.000,31.000,31.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1088,1088,101,39.000,38.000,37.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1089,1089,102,15.000,14.000,13.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1090,1090,100,25.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1091,1091,101,39.000,37.000,37.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1092,1092,102,32.000,31.000,31.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1093,1093,100,12.000,9.000,9.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1094,1094,101,25.000,24.000,24.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1095,1095,102,17.000,16.000,16.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1096,1096,100,55.000,54.000,54.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1097,1097,101,52.000,51.000,50.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1098,1098,102,23.000,22.000,22.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1099,1099,100,18.000,17.000,17.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1100,1100,101,16.000,13.000,12.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1101,1101,102,49.000,46.000,46.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1102,1102,100,58.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1103,1103,101,23.000,20.000,20.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1104,1104,102,44.000,41.000,40.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1105,1105,100,21.000,18.000,17.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1106,1106,101,56.000,55.000,55.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1107,1107,102,20.000,19.000,19.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1108,1108,100,12.000,9.000,9.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1109,1109,101,54.000,53.000,53.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1110,1110,102,59.000,57.000,57.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1111,1111,100,30.000,26.000,25.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1112,1112,101,55.000,53.000,53.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1113,1113,102,17.000,16.000,16.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1114,1114,100,24.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1115,1115,101,39.000,35.000,35.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1116,1116,102,40.000,36.000,36.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1117,1117,100,26.000,25.000,24.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1118,1118,101,48.000,47.000,47.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1119,1119,102,52.000,48.000,48.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1120,1120,100,12.000,11.000,10.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1121,1121,101,64.000,60.000,60.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1122,1122,102,17.000,13.000,13.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1123,1123,100,36.000,33.000,33.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1124,1124,101,29.000,28.000,28.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1125,1125,102,31.000,29.000,28.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1126,1126,100,11.000,10.000,10.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1127,1127,101,25.000,22.000,22.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1128,1128,102,8.000,6.000,6.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1129,1129,100,63.000,59.000,59.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1130,1130,101,13.000,11.000,11.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1131,1131,102,34.000,32.000,31.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1132,1132,100,17.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1133,1133,101,16.000,15.000,14.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1134,1134,102,28.000,27.000,26.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1135,1135,100,59.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1136,1136,101,35.000,31.000,30.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1137,1137,102,60.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1138,1138,100,53.000,51.000,51.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1139,1139,101,32.000,28.000,27.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1140,1140,102,58.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1141,1141,100,27.000,23.000,23.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1142,1142,101,36.000,32.000,31.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1143,1143,102,44.000,42.000,42.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1144,1144,100,40.000,39.000,38.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1145,1145,101,55.000,51.000,51.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1146,1146,102,16.000,14.000,13.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1147,1147,100,34.000,30.000,30.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1148,1148,101,44.000,42.000,41.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1149,1149,102,25.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1150,1150,100,53.000,51.000,51.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1151,1151,101,25.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1152,1152,102,23.000,19.000,19.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1153,1153,100,23.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1154,1154,101,43.000,42.000,42.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1155,1155,102,14.000,10.000,10.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1156,1156,100,14.000,12.000,12.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1157,1157,101,49.000,47.000,46.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1158,1158,102,19.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1159,1159,100,10.000,9.000,9.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1160,1160,101,21.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1161,1161,102,27.000,26.000,26.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1162,1162,100,7.000,5.000,4.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1163,1163,101,53.000,50.000,50.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1164,1164,102,15.000,12.000,11.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1165,1165,100,31.000,28.000,27.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1166,1166,101,20.000,17.000,16.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1167,1167,102,25.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1168,1168,100,8.000,5.000,5.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1169,1169,101,63.000,59.000,58.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1170,1170,102,57.000,55.000,55.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1171,1171,100,15.000,11.000,11.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
