production_order_id,production_order_number,customer_order_id,finished_item_id,department_id,planned_quantity,produced_quantity,rejected_quantity,uom,planned_start_date,planned_end_date,actual_start_date,actual_end_date,priority,production_status,created_by,approved_by,remarks,created_at,updated_at
126,PROD202601130126,,105,3,300.000,0.000,0.000,No,2026-01-13,2026-01-18,,,High,Planned,1,,Make-to-stock production for Finished Stator 7.5kW,2026-01-12 09:35:00,2026-01-13 17:55:00
127,PROD202508040127,74,106,4,70.000,0.000,0.000,No,2025-08-04,2025-08-07,2025-08-05,,High,On Hold,1,1,Production hold for Finished Rotor 1.5kW: awaiting material clearance from stores,2025-08-03 09:42:00,2025-08-04 17:06:00
128,PROD202508260128,94,107,4,110.000,0.000,0.000,No,2025-08-26,2025-08-29,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 3kW,2025-08-25 09:49:00,2025-08-26 17:17:00
129,PROD202509090129,104,108,4,150.000,147.000,3.000,No,2025-09-09,2025-09-13,2025-09-09,2025-09-13,Medium,Completed,1,1,Make-to-order production linked to SO202606300104,2025-09-08 09:56:00,2025-09-09 17:28:00
130,PROD202509250130,121,106,4,190.000,185.000,5.000,No,2025-09-25,2025-09-29,2025-09-26,2025-09-29,High,Completed,1,1,Make-to-order production linked to SO202606300121,2025-09-24 09:03:00,2025-09-25 17:39:00
131,PROD202601280131,,107,4,230.000,149.000,0.000,No,2026-01-28,2026-02-01,2026-01-28,2026-02-02,Medium,Partially Completed,1,1,Make-to-stock production for Finished Rotor 3kW,2026-01-27 09:10:00,2026-01-28 17:50:00
132,PROD202509300132,127,108,4,280.000,86.000,0.000,No,2025-09-30,2025-10-05,2025-09-30,,Low,In Progress,1,1,Make-to-order production linked to SO202606300127,2025-09-29 09:17:00,2025-09-30 17:01:00
133,PROD202510010133,128,100,5,12.000,0.000,0.000,No,2025-10-01,2025-10-04,,,Medium,Released,1,1,Make-to-order production linked to SO202606300128,2025-09-30 09:24:00,2025-10-01 17:12:00
134,PROD202509290134,130,101,5,18.000,0.000,0.000,No,2025-09-29,2025-10-02,,,High,Planned,1,,Make-to-order production linked to SO202606300130,2025-09-28 09:31:00,2025-09-29 17:23:00
135,PROD202510050135,134,102,5,24.000,0.000,0.000,No,2025-10-05,2025-10-08,2025-10-05,,High,On Hold,1,1,Production hold for PMSM Motor 7.5 kW: awaiting material clearance from stores,2025-10-04 09:38:00,2025-10-05 17:34:00
136,PROD202602120136,,103,3,200.000,0.000,0.000,No,2026-02-12,2026-02-16,,,Low,Cancelled,1,1,Cancelled due to revised production plan for Finished Stator 1.5kW,2026-02-11 09:45:00,2026-02-12 17:45:00
137,PROD202510170137,146,104,3,240.000,238.000,2.000,No,2025-10-17,2025-10-22,2025-10-17,2025-10-22,Medium,Completed,1,1,Make-to-order production linked to SO202606300146,2025-10-16 09:52:00,2025-10-17 17:56:00
138,PROD202511070138,161,105,3,300.000,296.000,4.000,No,2025-11-07,2025-11-12,2025-11-07,2025-11-12,High,Completed,1,1,Make-to-order production linked to SO202606300161,2025-11-06 09:59:00,2025-11-07 17:07:00
139,PROD202511200139,168,106,4,70.000,45.000,0.000,No,2025-11-20,2025-11-23,2025-11-21,2025-11-25,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300168,2025-11-19 09:06:00,2025-11-20 17:18:00
140,PROD202511220140,169,107,4,110.000,25.000,0.000,No,2025-11-22,2025-11-25,2025-11-22,,Low,In Progress,1,1,Make-to-order production linked to SO202606300169,2025-11-21 09:13:00,2025-11-22 17:29:00
141,PROD202602270141,,108,4,150.000,0.000,0.000,No,2026-02-27,2026-03-03,,,Medium,Released,1,1,Make-to-stock production for Finished Rotor 7.5kW,2026-02-26 09:20:00,2026-02-27 17:40:00
142,PROD202512120142,190,106,4,190.000,0.000,0.000,No,2025-12-12,2025-12-16,,,High,Planned,1,,Make-to-order production linked to SO202606300190,2025-12-11 09:27:00,2025-12-12 17:51:00
143,PROD202601040143,214,107,4,230.000,0.000,0.000,No,2026-01-04,2026-01-08,2026-01-04,,High,On Hold,1,1,Production hold for Finished Rotor 3kW: awaiting material clearance from stores,2026-01-03 09:34:00,2026-01-04 17:02:00
144,PROD202601220144,227,108,4,280.000,0.000,0.000,No,2026-01-22,2026-01-27,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 7.5kW,2026-01-21 09:41:00,2026-01-22 17:13:00
145,PROD202601260145,230,100,5,12.000,12.000,0.000,No,2026-01-26,2026-01-29,2026-01-27,2026-01-31,Medium,Completed,1,1,Make-to-order production linked to SO202606300230,2026-01-25 09:48:00,2026-01-26 17:24:00
146,PROD202603140146,,101,5,60.000,60.000,0.000,No,2026-03-14,2026-03-18,2026-03-14,2026-03-19,High,Completed,1,1,Make-to-stock production for PMSM Motor 3 kW,2026-03-13 09:55:00,2026-03-14 17:35:00
147,PROD202602010147,236,102,5,24.000,15.000,0.000,No,2026-02-01,2026-02-04,2026-02-01,2026-02-04,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300236,2026-01-31 09:02:00,2026-02-01 17:46:00
148,PROD202601310148,244,103,3,200.000,30.000,0.000,No,2026-01-31,2026-02-04,2026-02-01,,Low,In Progress,1,1,Make-to-order production linked to SO202606300244,2026-01-30 09:09:00,2026-01-31 17:57:00
149,PROD202602090149,255,104,3,240.000,0.000,0.000,No,2026-02-09,2026-02-14,,,Medium,Released,1,1,Make-to-order production linked to SO202606300255,2026-02-08 09:16:00,2026-02-09 17:08:00
150,PROD202602230150,267,105,3,300.000,0.000,0.000,No,2026-02-23,2026-02-28,,,High,Planned,1,,Make-to-order production linked to SO202606300267,2026-02-22 09:23:00,2026-02-23 17:19:00
151,PROD202603290151,,106,4,70.000,0.000,0.000,No,2026-03-29,2026-04-01,2026-03-30,,High,On Hold,1,1,Production hold for Finished Rotor 1.5kW: awaiting material clearance from stores,2026-03-28 09:30:00,2026-03-29 17:30:00
152,PROD202603070152,276,107,4,110.000,0.000,0.000,No,2026-03-07,2026-03-10,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 3kW,2026-03-06 09:37:00,2026-03-07 17:41:00
153,PROD202603150153,281,108,4,150.000,148.000,2.000,No,2026-03-15,2026-03-19,2026-03-15,2026-03-19,Medium,Completed,1,1,Make-to-order production linked to SO202606300281,2026-03-14 09:44:00,2026-03-15 17:52:00
154,PROD202603190154,284,106,4,190.000,187.000,3.000,No,2026-03-19,2026-03-23,2026-03-20,2026-03-23,High,Completed,1,1,Make-to-order production linked to SO202606300284,2026-03-18 09:51:00,2026-03-19 17:03:00
155,PROD202603190155,290,107,4,230.000,149.000,4.000,No,2026-03-19,2026-03-23,2026-03-19,2026-03-23,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300290,2026-03-18 09:58:00,2026-03-19 17:14:00
156,PROD202604130156,,108,4,280.000,86.000,0.000,No,2026-04-13,2026-04-18,2026-04-13,,Low,In Progress,1,1,Make-to-stock production for Finished Rotor 7.5kW,2026-04-12 09:05:00,2026-04-13 17:25:00
157,PROD202504110157,5,100,5,12.000,0.000,0.000,No,2025-04-11,2025-04-14,,,Medium,Released,1,1,Make-to-order production linked to SO202606300005,2025-04-10 09:12:00,2025-04-11 17:36:00
158,PROD202505110158,15,101,5,18.000,0.000,0.000,No,2025-05-11,2025-05-14,,,High,Planned,1,,Make-to-order production linked to SO202606300015,2025-05-10 09:19:00,2025-05-11 17:47:00
159,PROD202505120159,16,102,5,24.000,0.000,0.000,No,2025-05-12,2025-05-15,2025-05-12,,High,On Hold,1,1,Production hold for PMSM Motor 7.5 kW: awaiting material clearance from stores,2025-05-11 09:26:00,2025-05-12 17:58:00
160,PROD202505180160,23,103,3,200.000,0.000,0.000,No,2025-05-18,2025-05-22,,,Low,Cancelled,1,1,Cancelled due to revised production plan for Finished Stator 1.5kW,2025-05-17 09:33:00,2025-05-18 17:09:00
161,PROD202604280161,,104,3,240.000,239.000,1.000,No,2026-04-28,2026-05-03,2026-04-28,2026-05-04,Medium,Completed,1,1,Make-to-stock production for Finished Stator 3kW,2026-04-27 09:40:00,2026-04-28 17:20:00
162,PROD202507010162,45,105,3,300.000,297.000,3.000,No,2025-07-01,2025-07-06,2025-07-01,2025-07-06,High,Completed,1,1,Make-to-order production linked to SO202606300045,2025-06-30 09:47:00,2025-07-01 17:31:00
163,PROD202507100163,48,106,4,70.000,45.000,0.000,No,2025-07-10,2025-07-13,2025-07-11,2025-07-15,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300048,2025-07-09 09:54:00,2025-07-10 17:42:00
164,PROD202507200164,56,107,4,110.000,25.000,0.000,No,2025-07-20,2025-07-23,2025-07-20,,Low,In Progress,1,1,Make-to-order production linked to SO202606300056,2025-07-19 09:01:00,2025-07-20 17:53:00
165,PROD202508060165,71,108,4,150.000,0.000,0.000,No,2025-08-06,2025-08-10,,,Medium,Released,1,1,Make-to-order production linked to SO202606300071,2025-08-05 09:08:00,2025-08-06 17:04:00
166,PROD202605130166,,106,4,190.000,0.000,0.000,No,2026-05-13,2026-05-17,,,High,Planned,1,,Make-to-stock production for Finished Rotor 1.5kW,2026-05-12 09:15:00,2026-05-13 17:15:00
167,PROD202508300167,94,107,4,230.000,0.000,0.000,No,2025-08-30,2025-09-03,2025-08-30,,High,On Hold,1,1,Production hold for Finished Rotor 3kW: awaiting material clearance from stores,2025-08-29 09:22:00,2025-08-30 17:26:00
168,PROD202509130168,104,108,4,280.000,0.000,0.000,No,2025-09-13,2025-09-18,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 7.5kW,2025-09-12 09:29:00,2025-09-13 17:37:00
169,PROD202509220169,121,100,5,12.000,12.000,0.000,No,2025-09-22,2025-09-25,2025-09-23,2025-09-27,Medium,Completed,1,1,Make-to-order production linked to SO202606300121,2025-09-21 09:36:00,2025-09-22 17:48:00
170,PROD202509250170,125,101,5,18.000,18.000,0.000,No,2025-09-25,2025-09-28,2025-09-25,2025-09-28,High,Completed,1,1,Make-to-order production linked to SO202606300125,2025-09-24 09:43:00,2025-09-25 17:59:00
171,PROD202605280171,,102,5,75.000,48.000,0.000,No,2026-05-28,2026-06-01,2026-05-28,2026-06-02,Medium,Partially Completed,1,1,Make-to-stock production for PMSM Motor 7.5 kW,2026-05-27 09:50:00,2026-05-28 17:10:00
172,PROD202509280172,128,103,3,200.000,30.000,0.000,No,2025-09-28,2025-10-02,2025-09-29,,Low,In Progress,1,1,Make-to-order production linked to SO202606300128,2025-09-27 09:57:00,2025-09-28 17:21:00
173,PROD202510030173,130,104,3,240.000,0.000,0.000,No,2025-10-03,2025-10-08,,,Medium,Released,1,1,Make-to-order production linked to SO202606300130,2025-10-02 09:04:00,2025-10-03 17:32:00
174,PROD202510090174,134,105,3,300.000,0.000,0.000,No,2025-10-09,2025-10-14,,,High,Planned,1,,Make-to-order production linked to SO202606300134,2025-10-08 09:11:00,2025-10-09 17:43:00
175,PROD202510120175,139,106,4,70.000,0.000,0.000,No,2025-10-12,2025-10-15,2025-10-13,,High,On Hold,1,1,Production hold for Finished Rotor 1.5kW: awaiting material clearance from stores,2025-10-11 09:18:00,2025-10-12 17:54:00
176,PROD202606120176,,107,4,110.000,0.000,0.000,No,2026-06-12,2026-06-15,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 3kW,2026-06-11 09:25:00,2026-06-12 17:05:00
177,PROD202511040177,161,108,4,150.000,149.000,1.000,No,2025-11-04,2025-11-08,2025-11-04,2025-11-08,Medium,Completed,1,1,Make-to-order production linked to SO202606300161,2025-11-03 09:32:00,2025-11-04 17:16:00
178,PROD202511170178,168,106,4,190.000,188.000,2.000,No,2025-11-17,2025-11-21,2025-11-18,2025-11-21,High,Completed,1,1,Make-to-order production linked to SO202606300168,2025-11-16 09:39:00,2025-11-17 17:27:00
179,PROD202511190179,169,107,4,230.000,149.000,2.000,No,2025-11-19,2025-11-23,2025-11-19,2025-11-23,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300169,2025-11-18 09:46:00,2025-11-19 17:38:00
180,PROD202511210180,171,108,4,280.000,86.000,2.000,No,2025-11-21,2025-11-26,2025-11-21,,Low,In Progress,1,1,Make-to-order production linked to SO202606300171,2025-11-20 09:53:00,2025-11-21 17:49:00
181,PROD202606270181,,100,5,40.000,0.000,0.000,No,2026-06-27,2026-06-30,,,Medium,Released,1,1,Make-to-stock production for BLDC Motor 1.5 kW,2026-06-26 09:00:00,2026-06-27 17:00:00
182,PROD202601080182,214,101,5,18.000,0.000,0.000,No,2026-01-08,2026-01-11,,,High,Planned,1,,Make-to-order production linked to SO202606300214,2026-01-07 09:07:00,2026-01-08 17:11:00
183,PROD202601190183,227,102,5,24.000,0.000,0.000,No,2026-01-19,2026-01-22,2026-01-19,,High,On Hold,1,1,Production hold for PMSM Motor 7.5 kW: awaiting material clearance from stores,2026-01-18 09:14:00,2026-01-19 17:22:00
184,PROD202601230184,230,103,3,200.000,0.000,0.000,No,2026-01-23,2026-01-27,,,Low,Cancelled,1,1,Cancelled due to revised production plan for Finished Stator 1.5kW,2026-01-22 09:21:00,2026-01-23 17:33:00
185,PROD202601240185,231,104,3,240.000,233.000,7.000,No,2026-01-24,2026-01-29,2026-01-24,2026-01-29,Medium,Completed,1,1,Make-to-order production linked to SO202606300231,2026-01-23 09:28:00,2026-01-24 17:44:00
186,PROD202607120186,,105,3,300.000,299.000,1.000,No,2026-07-12,2026-07-17,2026-07-12,2026-07-18,High,Completed,1,1,Make-to-stock production for Finished Stator 7.5kW,2026-07-11 09:35:00,2026-07-12 17:55:00
187,PROD202602040187,244,106,4,70.000,45.000,0.000,No,2026-02-04,2026-02-07,2026-02-05,2026-02-09,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300244,2026-02-03 09:42:00,2026-02-04 17:06:00
188,PROD202602130188,255,107,4,110.000,25.000,0.000,No,2026-02-13,2026-02-16,2026-02-13,,Low,In Progress,1,1,Make-to-order production linked to SO202606300255,2026-02-12 09:49:00,2026-02-13 17:17:00
189,PROD202602270189,267,108,4,150.000,0.000,0.000,No,2026-02-27,2026-03-03,,,Medium,Released,1,1,Make-to-order production linked to SO202606300267,2026-02-26 09:56:00,2026-02-27 17:28:00
190,PROD202602260190,272,106,4,190.000,0.000,0.000,No,2026-02-26,2026-03-02,,,High,Planned,1,,Make-to-order production linked to SO202606300272,2026-02-25 09:03:00,2026-02-26 17:39:00
191,PROD202607270191,,107,4,230.000,0.000,0.000,No,2026-07-27,2026-07-31,2026-07-27,,High,On Hold,1,1,Production hold for Finished Rotor 3kW: awaiting material clearance from stores,2026-07-26 09:10:00,2026-07-27 17:50:00
192,PROD202603120192,281,108,4,280.000,0.000,0.000,No,2026-03-12,2026-03-17,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 7.5kW,2026-03-11 09:17:00,2026-03-12 17:01:00
193,PROD202603160193,284,100,5,12.000,12.000,0.000,No,2026-03-16,2026-03-19,2026-03-17,2026-03-21,Medium,Completed,1,1,Make-to-order production linked to SO202606300284,2026-03-15 09:24:00,2026-03-16 17:12:00
194,PROD202603230194,290,101,5,18.000,18.000,0.000,No,2026-03-23,2026-03-26,2026-03-23,2026-03-26,High,Completed,1,1,Make-to-order production linked to SO202606300290,2026-03-22 09:31:00,2026-03-23 17:23:00
195,PROD202603280195,295,102,5,24.000,15.000,0.000,No,2026-03-28,2026-03-31,2026-03-28,2026-03-31,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300295,2026-03-27 09:38:00,2026-03-28 17:34:00
196,PROD202608110196,,103,3,200.000,30.000,0.000,No,2026-08-11,2026-08-15,2026-08-12,,Low,In Progress,1,1,Make-to-stock production for Finished Stator 1.5kW,2026-08-10 09:45:00,2026-08-11 17:45:00
197,PROD202505080197,15,104,3,240.000,0.000,0.000,No,2025-05-08,2025-05-13,,,Medium,Released,1,1,Make-to-order production linked to SO202606300015,2025-05-07 09:52:00,2025-05-08 17:56:00
198,PROD202505090198,16,105,3,300.000,0.000,0.000,No,2025-05-09,2025-05-14,,,High,Planned,1,,Make-to-order production linked to SO202606300016,2025-05-08 09:59:00,2025-05-09 17:07:00
199,PROD202505150199,23,106,4,70.000,0.000,0.000,No,2025-05-15,2025-05-18,2025-05-16,,High,On Hold,1,1,Production hold for Finished Rotor 1.5kW: awaiting material clearance from stores,2025-05-14 09:06:00,2025-05-15 17:18:00
200,PROD202505200200,24,107,4,110.000,0.000,0.000,No,2025-05-20,2025-05-23,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 3kW,2025-05-19 09:13:00,2025-05-20 17:29:00
201,PROD202608260201,,108,4,150.000,150.000,0.000,No,2026-08-26,2026-08-30,2026-08-26,2026-08-31,Medium,Completed,1,1,Make-to-stock production for Finished Rotor 7.5kW,2026-08-25 09:20:00,2026-08-26 17:40:00
202,PROD202507140202,48,106,4,190.000,189.000,1.000,No,2025-07-14,2025-07-18,2025-07-15,2025-07-18,High,Completed,1,1,Make-to-order production linked to SO202606300048,2025-07-13 09:27:00,2025-07-14 17:51:00
203,PROD202507240203,56,107,4,230.000,149.000,2.000,No,2025-07-24,2025-07-28,2025-07-24,2025-07-28,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300056,2025-07-23 09:34:00,2025-07-24 17:02:00
204,PROD202508030204,71,108,4,280.000,86.000,1.000,No,2025-08-03,2025-08-08,2025-08-03,,Low,In Progress,1,1,Make-to-order production linked to SO202606300071,2025-08-02 09:41:00,2025-08-03 17:13:00
205,PROD202508050205,74,100,5,12.000,0.000,0.000,No,2025-08-05,2025-08-08,,,Medium,Released,1,1,Make-to-order production linked to SO202606300074,2025-08-04 09:48:00,2025-08-05 17:24:00
206,PROD202609100206,,101,5,60.000,0.000,0.000,No,2026-09-10,2026-09-14,,,High,Planned,1,,Make-to-stock production for PMSM Motor 3 kW,2026-09-09 09:55:00,2026-09-10 17:35:00
207,PROD202509100207,104,102,5,24.000,0.000,0.000,No,2025-09-10,2025-09-13,2025-09-10,,High,On Hold,1,1,Production hold for PMSM Motor 7.5 kW: awaiting material clearance from stores,2025-09-09 09:02:00,2025-09-10 17:46:00
208,PROD202509260208,121,103,3,200.000,0.000,0.000,No,2025-09-26,2025-09-30,,,Low,Cancelled,1,1,Cancelled due to revised production plan for Finished Stator 1.5kW,2025-09-25 09:09:00,2025-09-26 17:57:00
209,PROD202509290209,125,104,3,240.000,236.000,4.000,No,2025-09-29,2025-10-04,2025-09-29,2025-10-04,Medium,Completed,1,1,Make-to-order production linked to SO202606300125,2025-09-28 09:16:00,2025-09-29 17:08:00
210,PROD202510010210,127,105,3,300.000,291.000,9.000,No,2025-10-01,2025-10-06,2025-10-01,2025-10-06,High,Completed,1,1,Make-to-order production linked to SO202606300127,2025-09-30 09:23:00,2025-10-01 17:19:00
211,PROD202609250211,,106,4,70.000,45.000,0.000,No,2026-09-25,2026-09-28,2026-09-26,2026-09-30,Medium,Partially Completed,1,1,Make-to-stock production for Finished Rotor 1.5kW,2026-09-24 09:30:00,2026-09-25 17:30:00
212,PROD202509300212,130,107,4,110.000,25.000,0.000,No,2025-09-30,2025-10-03,2025-09-30,,Low,In Progress,1,1,Make-to-order production linked to SO202606300130,2025-09-29 09:37:00,2025-09-30 17:41:00
213,PROD202510060213,134,108,4,150.000,0.000,0.000,No,2025-10-06,2025-10-10,,,Medium,Released,1,1,Make-to-order production linked to SO202606300134,2025-10-05 09:44:00,2025-10-06 17:52:00
214,PROD202510090214,139,106,4,190.000,0.000,0.000,No,2025-10-09,2025-10-13,,,High,Planned,1,,Make-to-order production linked to SO202606300139,2025-10-08 09:51:00,2025-10-09 17:03:00
215,PROD202510180215,146,107,4,230.000,0.000,0.000,No,2025-10-18,2025-10-22,2025-10-18,,High,On Hold,1,1,Production hold for Finished Rotor 3kW: awaiting material clearance from stores,2025-10-17 09:58:00,2025-10-18 17:14:00
216,PROD202610100216,,108,4,280.000,0.000,0.000,No,2026-10-10,2026-10-15,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 7.5kW,2026-10-09 09:05:00,2026-10-10 17:25:00
217,PROD202511210217,168,100,5,12.000,12.000,0.000,No,2025-11-21,2025-11-24,2025-11-22,2025-11-26,Medium,Completed,1,1,Make-to-order production linked to SO202606300168,2025-11-20 09:12:00,2025-11-21 17:36:00
218,PROD202511160218,169,101,5,18.000,18.000,0.000,No,2025-11-16,2025-11-19,2025-11-16,2025-11-19,High,Completed,1,1,Make-to-order production linked to SO202606300169,2025-11-15 09:19:00,2025-11-16 17:47:00
219,PROD202511180219,171,102,5,24.000,15.000,0.000,No,2025-11-18,2025-11-21,2025-11-18,2025-11-21,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300171,2025-11-17 09:26:00,2025-11-18 17:58:00
220,PROD202512130220,190,103,3,200.000,30.000,0.000,No,2025-12-13,2025-12-17,2025-12-14,,Low,In Progress,1,1,Make-to-order production linked to SO202606300190,2025-12-12 09:33:00,2025-12-13 17:09:00
221,PROD202610250221,,104,3,240.000,0.000,0.000,No,2026-10-25,2026-10-30,,,Medium,Released,1,1,Make-to-stock production for Finished Stator 3kW,2026-10-24 09:40:00,2026-10-25 17:20:00
222,PROD202601230222,227,105,3,300.000,0.000,0.000,No,2026-01-23,2026-01-28,,,High,Planned,1,,Make-to-order production linked to SO202606300227,2026-01-22 09:47:00,2026-01-23 17:31:00
223,PROD202601270223,230,106,4,70.000,0.000,0.000,No,2026-01-27,2026-01-30,2026-01-28,,High,On Hold,1,1,Production hold for Finished Rotor 1.5kW: awaiting material clearance from stores,2026-01-26 09:54:00,2026-01-27 17:42:00
224,PROD202601280224,231,107,4,110.000,0.000,0.000,No,2026-01-28,2026-01-31,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 3kW,2026-01-27 09:01:00,2026-01-28 17:53:00
225,PROD202601260225,236,108,4,150.000,146.000,4.000,No,2026-01-26,2026-01-30,2026-01-26,2026-01-30,Medium,Completed,1,1,Make-to-order production linked to SO202606300236,2026-01-25 09:08:00,2026-01-26 17:04:00
226,PROD202611090226,,106,4,190.000,190.000,0.000,No,2026-11-09,2026-11-13,2026-11-10,2026-11-14,High,Completed,1,1,Make-to-stock production for Finished Rotor 1.5kW,2026-11-08 09:15:00,2026-11-09 17:15:00
227,PROD202602100227,255,107,4,230.000,149.000,1.000,No,2026-02-10,2026-02-14,2026-02-10,2026-02-14,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300255,2026-02-09 09:22:00,2026-02-10 17:26:00
228,PROD202602240228,267,108,4,280.000,86.000,1.000,No,2026-02-24,2026-03-01,2026-02-24,,Low,In Progress,1,1,Make-to-order production linked to SO202606300267,2026-02-23 09:29:00,2026-02-24 17:37:00
229,PROD202603020229,272,100,5,12.000,0.000,0.000,No,2026-03-02,2026-03-05,,,Medium,Released,1,1,Make-to-order production linked to SO202606300272,2026-03-01 09:36:00,2026-03-02 17:48:00
230,PROD202603080230,276,101,5,18.000,0.000,0.000,No,2026-03-08,2026-03-11,,,High,Planned,1,,Make-to-order production linked to SO202606300276,2026-03-07 09:43:00,2026-03-08 17:59:00
231,PROD202611240231,,102,5,75.000,0.000,0.000,No,2026-11-24,2026-11-28,2026-11-24,,High,On Hold,1,1,Production hold for PMSM Motor 7.5 kW: awaiting material clearance from stores,2026-11-23 09:50:00,2026-11-24 17:10:00
232,PROD202603130232,284,103,3,200.000,0.000,0.000,No,2026-03-13,2026-03-17,,,Low,Cancelled,1,1,Cancelled due to revised production plan for Finished Stator 1.5kW,2026-03-12 09:57:00,2026-03-13 17:21:00
233,PROD202603200233,290,104,3,240.000,237.000,3.000,No,2026-03-20,2026-03-25,2026-03-20,2026-03-25,Medium,Completed,1,1,Make-to-order production linked to SO202606300290,2026-03-19 09:04:00,2026-03-20 17:32:00
234,PROD202603250234,295,105,3,300.000,294.000,6.000,No,2026-03-25,2026-03-30,2026-03-25,2026-03-30,High,Completed,1,1,Make-to-order production linked to SO202606300295,2026-03-24 09:11:00,2026-03-25 17:43:00
235,PROD202504120235,5,106,4,70.000,45.000,1.000,No,2025-04-12,2025-04-15,2025-04-13,2025-04-17,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300005,2025-04-11 09:18:00,2025-04-12 17:54:00
236,PROD202612090236,,107,4,110.000,25.000,0.000,No,2026-12-09,2026-12-12,2026-12-09,,Low,In Progress,1,1,Make-to-stock production for Finished Rotor 3kW,2026-12-08 09:25:00,2026-12-09 17:05:00
237,PROD202505130237,16,108,4,150.000,0.000,0.000,No,2025-05-13,2025-05-17,,,Medium,Released,1,1,Make-to-order production linked to SO202606300016,2025-05-12 09:32:00,2025-05-13 17:16:00
238,PROD202505190238,23,106,4,190.000,0.000,0.000,No,2025-05-19,2025-05-23,,,High,Planned,1,,Make-to-order production linked to SO202606300023,2025-05-18 09:39:00,2025-05-19 17:27:00
239,PROD202505170239,24,107,4,230.000,0.000,0.000,No,2025-05-17,2025-05-21,2025-05-17,,High,On Hold,1,1,Production hold for Finished Rotor 3kW: awaiting material clearance from stores,2025-05-16 09:46:00,2025-05-17 17:38:00
240,PROD202507020240,45,108,4,280.000,0.000,0.000,No,2025-07-02,2025-07-07,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 7.5kW,2025-07-01 09:53:00,2025-07-02 17:49:00
241,PROD202612240241,,100,5,40.000,40.000,0.000,No,2026-12-24,2026-12-27,2026-12-25,2026-12-29,Medium,Completed,1,1,Make-to-stock production for BLDC Motor 1.5 kW,2026-12-23 09:00:00,2026-12-24 17:00:00
242,PROD202507210242,56,101,5,18.000,18.000,0.000,No,2025-07-21,2025-07-24,2025-07-21,2025-07-24,High,Completed,1,1,Make-to-order production linked to SO202606300056,2025-07-20 09:07:00,2025-07-21 17:11:00
243,PROD202508070243,71,102,5,24.000,15.000,0.000,No,2025-08-07,2025-08-10,2025-08-07,2025-08-10,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300071,2025-08-06 09:14:00,2025-08-07 17:22:00
244,PROD202508090244,74,103,3,200.000,30.000,0.000,No,2025-08-09,2025-08-13,2025-08-10,,Low,In Progress,1,1,Make-to-order production linked to SO202606300074,2025-08-08 09:21:00,2025-08-09 17:33:00
245,PROD202508310245,94,104,3,240.000,0.000,0.000,No,2025-08-31,2025-09-05,,,Medium,Released,1,1,Make-to-order production linked to SO202606300094,2025-08-30 09:28:00,2025-08-31 17:44:00
246,PROD202701080246,,105,3,300.000,0.000,0.000,No,2027-01-08,2027-01-13,,,High,Planned,1,,Make-to-stock production for Finished Stator 7.5kW,2027-01-07 09:35:00,2027-01-08 17:55:00
247,PROD202509230247,121,106,4,70.000,0.000,0.000,No,2025-09-23,2025-09-26,2025-09-24,,High,On Hold,1,1,Production hold for Finished Rotor 1.5kW: awaiting material clearance from stores,2025-09-22 09:42:00,2025-09-23 17:06:00
248,PROD202509260248,125,107,4,110.000,0.000,0.000,No,2025-09-26,2025-09-29,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 3kW,2025-09-25 09:49:00,2025-09-26 17:17:00
249,PROD202509280249,127,108,4,150.000,147.000,3.000,No,2025-09-28,2025-10-02,2025-09-28,2025-10-02,Medium,Completed,1,1,Make-to-order production linked to SO202606300127,2025-09-27 09:56:00,2025-09-28 17:28:00
250,PROD202509290250,128,106,4,190.000,185.000,5.000,No,2025-09-29,2025-10-03,2025-09-30,2025-10-03,High,Completed,1,1,Make-to-order production linked to SO202606300128,2025-09-28 09:03:00,2025-09-29 17:39:00
