bom_consumption_id,production_order_item_id,finished_item_id,consumed_item_id,planned_quantity,issued_quantity,actual_consumed_quantity,returned_quantity,wastage_quantity,uom,warehouse_location,batch_number,consumption_date,consumed_by,transaction_status,remarks,created_at,updated_at
292,33,108,78,7.500,7.530,7.500,0.000,0.030,No,ROTR_WIP,FAS016-20260228-0339,2026-02-28,1,Closed,Closed material consumption for PROD202602250033; Rotor Assembly,2026-02-28 09:26:00,2026-02-28 16:58:00
293,34,106,7,190.000,192.280,190.000,0.000,2.280,No,ROTR_WIP,MAG001-20260307-0340,2026-03-07,1,Consumed,Consumed material consumption for PROD202603030034; Rotor Assembly,2026-03-07 09:33:00,2026-03-07 16:09:00
294,34,106,10,237.500,243.200,237.500,0.000,5.700,No,ROTR_WIP,MEC001-20260305-0341,2026-03-05,1,Consumed,Consumed material consumption for PROD202603030034; Rotor Assembly,2026-03-05 09:40:00,2026-03-05 16:20:00
295,34,106,13,95.000,95.380,95.000,0.000,0.380,No,ROTR_WIP,MEC004-20260307-0342,2026-03-07,1,Closed,Closed material consumption for PROD202603030034; Rotor Assembly,2026-03-07 09:47:00,2026-03-07 16:31:00
296,34,106,23,380.000,388.360,380.000,3.800,4.560,No,ROTR_WIP,BRG001-20260305-0343,2026-03-05,1,Consumed,Consumed material consumption for PROD202603030034; Rotor Assembly,2026-03-05 09:54:00,2026-03-05 16:42:00
297,34,106,21,15.200,15.565,15.200,0.000,0.365,No,ROTR_WIP,MEC012-20260307-0344,2026-03-07,1,Consumed,Consumed material consumption for PROD202603030034; Rotor Assembly,2026-03-07 09:01:00,2026-03-07 16:53:00
298,34,106,78,9.500,9.538,9.500,0.000,0.038,No,ROTR_WIP,FAS016-20260305-0345,2026-03-05,1,Consumed,Consumed material consumption for PROD202603030034; Rotor Assembly,2026-03-05 09:08:00,2026-03-05 16:04:00
299,34,106,79,760.000,769.120,760.000,0.000,9.120,No,ROTR_WIP,FAS017-20260307-0346,2026-03-07,1,Consumed,Consumed material consumption for PROD202603030034; Rotor Assembly,2026-03-07 09:15:00,2026-03-07 16:15:00
300,35,107,7,153.000,101.240,99.450,0.000,1.790,No,ROTR_WIP,MAG001-20260310-0347,2026-03-10,1,Partially Consumed,Partially Consumed material consumption for PROD202603090035; Rotor Assembly,2026-03-10 09:22:00,2026-03-10 16:26:00
301,35,107,10,191.250,195.075,191.250,3.825,0.000,No,ROTR_WIP,MEC001-20260312-0348,2026-03-12,1,Returned,Returned material consumption for PROD202603090035; Rotor Assembly,2026-03-12 09:29:00,2026-03-12 16:37:00
302,35,107,13,76.500,50.620,49.725,0.497,0.398,No,ROTR_WIP,MEC004-20260309-0349,2026-03-09,1,Partially Consumed,Partially Consumed material consumption for PROD202603090035; Rotor Assembly,2026-03-09 09:36:00,2026-03-09 16:48:00
303,35,107,23,306.000,311.508,306.000,0.000,5.508,No,ROTR_WIP,BRG001-20260311-0350,2026-03-11,1,Returned,Returned material consumption for PROD202603090035; Rotor Assembly,2026-03-11 09:43:00,2026-03-11 16:59:00
304,35,107,21,12.240,8.115,7.956,0.159,0.000,No,ROTR_WIP,MEC012-20260313-0351,2026-03-13,1,Partially Consumed,Partially Consumed material consumption for PROD202603090035; Rotor Assembly,2026-03-13 09:50:00,2026-03-13 16:10:00
305,35,107,78,7.650,7.711,7.650,0.000,0.061,No,ROTR_WIP,FAS016-20260310-0352,2026-03-10,1,Returned,Returned material consumption for PROD202603090035; Rotor Assembly,2026-03-10 09:57:00,2026-03-10 16:21:00
306,35,107,79,612.000,404.960,397.800,0.000,7.160,No,ROTR_WIP,FAS017-20260312-0353,2026-03-12,1,Partially Consumed,Partially Consumed material consumption for PROD202603090035; Rotor Assembly,2026-03-12 09:04:00,2026-03-12 16:32:00
307,35,107,82,612.000,624.240,612.000,12.240,0.000,ml,ROTR_WIP,CON003-20260309-0354,2026-03-09,1,Returned,Returned material consumption for PROD202603090035; Rotor Assembly,2026-03-09 09:11:00,2026-03-09 16:43:00
308,36,108,7,86.000,57.018,55.900,1.118,0.000,No,ROTR_WIP,MAG001-20250418-0355,2025-04-18,1,Partially Consumed,Partially Consumed material consumption for PROD202504180036; Rotor Assembly,2025-04-18 09:18:00,2025-04-18 16:54:00
309,36,108,10,107.500,37.926,37.625,0.000,0.301,No,ROTR_WIP,MEC001-20250420-0356,2025-04-20,1,Issued,Issued material consumption for PROD202504180036; Rotor Assembly,2025-04-20 09:25:00,2025-04-20 16:05:00
310,36,108,13,43.000,15.321,15.050,0.000,0.271,No,ROTR_WIP,MEC004-20250422-0357,2025-04-22,1,Issued,Issued material consumption for PROD202504180036; Rotor Assembly,2025-04-22 09:32:00,2025-04-22 16:16:00
311,36,108,23,172.000,114.036,111.800,2.236,0.000,No,ROTR_WIP,BRG001-20250418-0358,2025-04-18,1,Partially Consumed,Partially Consumed material consumption for PROD202504180036; Rotor Assembly,2025-04-18 09:39:00,2025-04-18 16:27:00
312,36,108,21,6.880,2.427,2.408,0.000,0.019,No,ROTR_WIP,MEC012-20250420-0359,2025-04-20,1,Issued,Issued material consumption for PROD202504180036; Rotor Assembly,2025-04-20 09:46:00,2025-04-20 16:38:00
313,36,108,78,4.300,1.532,1.505,0.000,0.027,No,ROTR_WIP,FAS016-20250422-0360,2025-04-22,1,Issued,Issued material consumption for PROD202504180036; Rotor Assembly,2025-04-22 09:53:00,2025-04-22 16:49:00
314,36,108,79,344.000,228.072,223.600,4.472,0.000,No,ROTR_WIP,FAS017-20250418-0361,2025-04-18,1,Partially Consumed,Partially Consumed material consumption for PROD202504180036; Rotor Assembly,2025-04-18 09:00:00,2025-04-18 16:00:00
315,36,108,82,344.000,121.363,120.400,0.000,0.963,ml,ROTR_WIP,CON003-20250420-0362,2025-04-20,1,Issued,Issued material consumption for PROD202504180036; Rotor Assembly,2025-04-20 09:07:00,2025-04-20 16:11:00
316,36,108,83,344.000,123.771,120.400,1.204,2.167,g,ROTR_WIP,CON004-20250422-0363,2025-04-22,1,Issued,Issued material consumption for PROD202504180036; Rotor Assembly,2025-04-22 09:14:00,2025-04-22 16:22:00
317,37,100,103,12.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST15-2026-03-17-37,2026-03-17,1,Planned,Assembly consumption of Finished Stator 1.5kW.,2026-03-17 09:21:00,2026-03-17 16:33:00
318,37,100,106,12.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT15-2026-03-15-37,2026-03-15,1,Planned,Assembly consumption of Finished Rotor 1.5kW.,2026-03-15 09:28:00,2026-03-15 16:44:00
319,37,100,16,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC007-20260315-0369,2026-03-15,1,Planned,Planned material consumption for PROD202603140037; Final Motor Assembly,2026-03-15 09:56:00,2026-03-15 16:28:00
320,37,100,19,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC010-20260317-0370,2026-03-17,1,Planned,Planned material consumption for PROD202603140037; Final Motor Assembly,2026-03-17 09:03:00,2026-03-17 16:39:00
321,37,100,20,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC011-20260315-0371,2026-03-15,1,Planned,Planned material consumption for PROD202603140037; Final Motor Assembly,2026-03-15 09:10:00,2026-03-15 16:50:00
322,38,101,104,18.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST30-2026-03-22-38,2026-03-22,1,Planned,Assembly consumption of Finished Stator 3kW.,2026-03-22 09:31:00,2026-03-22 16:23:00
323,38,101,107,18.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT30-2026-03-24-38,2026-03-24,1,Planned,Assembly consumption of Finished Rotor 3kW.,2026-03-24 09:38:00,2026-03-24 16:34:00
324,38,101,17,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC008-20260324-0379,2026-03-24,1,Planned,Planned material consumption for PROD202603210038; Final Motor Assembly,2026-03-24 09:06:00,2026-03-24 16:18:00
325,38,101,19,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC010-20260322-0380,2026-03-22,1,Planned,Planned material consumption for PROD202603210038; Final Motor Assembly,2026-03-22 09:13:00,2026-03-22 16:29:00
326,38,101,20,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC011-20260324-0381,2026-03-24,1,Planned,Planned material consumption for PROD202603210038; Final Motor Assembly,2026-03-24 09:20:00,2026-03-24 16:40:00
327,38,101,78,9.000,0.000,0.000,0.000,0.000,No,Mechanical Store,FAS016-20260322-0384,2026-03-22,1,Planned,Planned material consumption for PROD202603210038; Final Motor Assembly,2026-03-22 09:41:00,2026-03-22 16:13:00
328,39,102,105,24.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST75-2026-03-26-39,2026-03-26,1,Issued,Assembly consumption of Finished Stator 7.5kW.,2026-03-26 09:48:00,2026-03-26 16:24:00
329,39,102,108,24.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT75-2026-03-28-39,2026-03-28,1,Issued,Assembly consumption of Finished Rotor 7.5kW.,2026-03-28 09:55:00,2026-03-28 16:35:00
330,39,102,18,6.000,2.138,2.100,0.000,0.038,No,Mechanical Store,MEC009-20260328-0390,2026-03-28,1,Issued,Issued material consumption for PROD202603260039; Final Motor Assembly,2026-03-28 09:23:00,2026-03-28 16:19:00
331,39,102,19,6.000,2.142,2.100,0.042,0.000,No,Mechanical Store,MEC010-20260326-0391,2026-03-26,1,Issued,Issued material consumption for PROD202603260039; Final Motor Assembly,2026-03-26 09:30:00,2026-03-26 16:30:00
332,39,102,20,6.000,2.117,2.100,0.000,0.017,No,Mechanical Store,MEC011-20260328-0392,2026-03-28,1,Issued,Issued material consumption for PROD202603260039; Final Motor Assembly,2026-03-28 09:37:00,2026-03-28 16:41:00
333,39,102,78,12.000,4.234,4.200,0.000,0.034,No,Mechanical Store,FAS016-20260326-0395,2026-03-26,1,Issued,Issued material consumption for PROD202603260039; Final Motor Assembly,2026-03-26 09:58:00,2026-03-26 16:14:00
334,39,102,79,12.000,4.276,4.200,0.000,0.076,No,Mechanical Store,FAS017-20260328-0396,2026-03-28,1,Issued,Issued material consumption for PROD202603260039; Final Motor Assembly,2026-03-28 09:05:00,2026-03-28 16:25:00
335,40,103,29,50.000,17.850,17.500,0.350,0.000,kg,STAT_WIP,ELE001-20250414-0397,2025-04-14,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-14 09:12:00,2025-04-14 16:36:00
336,40,103,55,62.500,22.050,21.875,0.000,0.175,No,STAT_WIP,INS001-20250416-0398,2025-04-16,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-16 09:19:00,2025-04-16 16:47:00
337,40,103,58,25.000,8.996,8.750,0.088,0.158,No,STAT_WIP,INS004-20250413-0399,2025-04-13,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-13 09:26:00,2025-04-13 16:58:00
338,40,103,59,100.000,35.700,35.000,0.700,0.000,No,STAT_WIP,INS005-20250415-0400,2025-04-15,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-15 09:33:00,2025-04-15 16:09:00
339,40,103,80,4.000,1.411,1.400,0.000,0.011,ml,STAT_WIP,CON001-20250417-0401,2025-04-17,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-17 09:40:00,2025-04-17 16:20:00
340,40,103,81,2.500,0.891,0.875,0.000,0.016,g,STAT_WIP,CON002-20250414-0402,2025-04-14,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-14 09:47:00,2025-04-14 16:31:00
341,40,103,63,200.000,71.400,70.000,1.400,0.000,No,STAT_WIP,FAS001-20250416-0403,2025-04-16,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-16 09:54:00,2025-04-16 16:42:00
342,40,103,66,200.000,71.260,70.000,0.700,0.560,No,STAT_WIP,FAS004-20250413-0404,2025-04-13,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-13 09:01:00,2025-04-13 16:53:00
343,40,103,69,200.000,71.260,70.000,0.000,1.260,No,STAT_WIP,FAS007-20250415-0405,2025-04-15,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-15 09:08:00,2025-04-15 16:04:00
344,40,103,72,200.000,71.400,70.000,1.400,0.000,No,STAT_WIP,FAS010-20250417-0406,2025-04-17,1,Issued,Issued material consumption for PROD202504130040; Stator Assembly,2025-04-17 09:15:00,2025-04-17 16:15:00
345,41,104,29,240.000,244.320,240.000,0.000,4.320,kg,STAT_WIP,ELE001-20250503-0407,2025-05-03,1,Closed,Closed material consumption for PROD202505030041; Stator Assembly,2025-05-03 09:22:00,2025-05-03 16:26:00
346,41,104,55,300.000,306.000,300.000,6.000,0.000,No,STAT_WIP,INS001-20250505-0408,2025-05-05,1,Consumed,Consumed material consumption for PROD202505030041; Stator Assembly,2025-05-05 09:29:00,2025-05-05 16:37:00
347,41,104,58,120.000,122.160,120.000,1.200,0.960,No,STAT_WIP,INS004-20250507-0409,2025-05-07,1,Consumed,Consumed material consumption for PROD202505030041; Stator Assembly,2025-05-07 09:36:00,2025-05-07 16:48:00
348,41,104,59,480.000,488.640,480.000,0.000,8.640,No,STAT_WIP,INS005-20250509-0410,2025-05-09,1,Consumed,Consumed material consumption for PROD202505030041; Stator Assembly,2025-05-09 09:43:00,2025-05-09 16:59:00
349,41,104,80,19.200,19.584,19.200,0.384,0.000,ml,STAT_WIP,CON001-20250504-0411,2025-05-04,1,Consumed,Consumed material consumption for PROD202505030041; Stator Assembly,2025-05-04 09:50:00,2025-05-04 16:10:00
350,41,104,81,12.000,12.096,12.000,0.000,0.096,g,STAT_WIP,CON002-20250506-0412,2025-05-06,1,Consumed,Consumed material consumption for PROD202505030041; Stator Assembly,2025-05-06 09:57:00,2025-05-06 16:21:00
351,41,104,63,960.000,977.280,960.000,0.000,17.280,No,STAT_WIP,FAS001-20250508-0413,2025-05-08,1,Consumed,Consumed material consumption for PROD202505030041; Stator Assembly,2025-05-08 09:04:00,2025-05-08 16:32:00
352,41,104,66,960.000,979.200,960.000,19.200,0.000,No,STAT_WIP,FAS004-20250503-0414,2025-05-03,1,Closed,Closed material consumption for PROD202505030041; Stator Assembly,2025-05-03 09:11:00,2025-05-03 16:43:00
353,41,104,69,960.000,967.680,960.000,0.000,7.680,No,STAT_WIP,FAS007-20250505-0415,2025-05-05,1,Consumed,Consumed material consumption for PROD202505030041; Stator Assembly,2025-05-05 09:18:00,2025-05-05 16:54:00
354,41,104,72,960.000,977.280,960.000,0.000,17.280,No,STAT_WIP,FAS010-20250507-0416,2025-05-07,1,Consumed,Consumed material consumption for PROD202505030041; Stator Assembly,2025-05-07 09:25:00,2025-05-07 16:05:00
355,42,105,29,300.000,302.400,300.000,0.000,2.400,kg,STAT_WIP,ELE001-20250516-0417,2025-05-16,1,Consumed,Consumed material consumption for PROD202505140042; Stator Assembly,2025-05-16 09:32:00,2025-05-16 16:16:00
356,42,105,55,375.000,381.750,375.000,0.000,6.750,No,STAT_WIP,INS001-20250518-0418,2025-05-18,1,Consumed,Consumed material consumption for PROD202505140042; Stator Assembly,2025-05-18 09:39:00,2025-05-18 16:27:00
357,42,105,58,150.000,153.000,150.000,3.000,0.000,No,STAT_WIP,INS004-20250514-0419,2025-05-14,1,Closed,Closed material consumption for PROD202505140042; Stator Assembly,2025-05-14 09:46:00,2025-05-14 16:38:00
358,42,105,59,600.000,604.800,600.000,0.000,4.800,No,STAT_WIP,INS005-20250516-0420,2025-05-16,1,Consumed,Consumed material consumption for PROD202505140042; Stator Assembly,2025-05-16 09:53:00,2025-05-16 16:49:00
359,42,105,80,24.000,24.432,24.000,0.000,0.432,ml,STAT_WIP,CON001-20250518-0421,2025-05-18,1,Consumed,Consumed material consumption for PROD202505140042; Stator Assembly,2025-05-18 09:00:00,2025-05-18 16:00:00
360,42,105,81,15.000,15.300,15.000,0.300,0.000,g,STAT_WIP,CON002-20250514-0422,2025-05-14,1,Consumed,Consumed material consumption for PROD202505140042; Stator Assembly,2025-05-14 09:07:00,2025-05-14 16:11:00
361,42,105,63,1200.000,1209.600,1200.000,0.000,9.600,No,STAT_WIP,FAS001-20250516-0423,2025-05-16,1,Consumed,Consumed material consumption for PROD202505140042; Stator Assembly,2025-05-16 09:14:00,2025-05-16 16:22:00
362,42,105,66,1200.000,1233.600,1200.000,12.000,21.600,No,STAT_WIP,FAS004-20250518-0424,2025-05-18,1,Consumed,Consumed material consumption for PROD202505140042; Stator Assembly,2025-05-18 09:21:00,2025-05-18 16:33:00
363,42,105,69,1200.000,1224.000,1200.000,24.000,0.000,No,STAT_WIP,FAS007-20250514-0425,2025-05-14,1,Consumed,Consumed material consumption for PROD202505140042; Stator Assembly,2025-05-14 09:28:00,2025-05-14 16:44:00
364,42,105,72,1200.000,1209.600,1200.000,0.000,9.600,No,STAT_WIP,FAS010-20250516-0426,2025-05-16,1,Closed,Closed material consumption for PROD202505140042; Stator Assembly,2025-05-16 09:35:00,2025-05-16 16:55:00
365,43,106,7,45.000,29.835,29.250,0.585,0.000,No,ROTR_WIP,MAG001-20250515-0427,2025-05-15,1,Partially Consumed,Partially Consumed material consumption for PROD202505130043; Rotor Assembly,2025-05-15 09:42:00,2025-05-15 16:06:00
366,43,106,10,56.250,56.700,56.250,0.000,0.450,No,ROTR_WIP,MEC001-20250517-0428,2025-05-17,1,Returned,Returned material consumption for PROD202505130043; Rotor Assembly,2025-05-17 09:49:00,2025-05-17 16:17:00
367,43,106,13,22.500,15.034,14.625,0.146,0.263,No,ROTR_WIP,MEC004-20250514-0429,2025-05-14,1,Partially Consumed,Partially Consumed material consumption for PROD202505130043; Rotor Assembly,2025-05-14 09:56:00,2025-05-14 16:28:00
368,43,106,23,90.000,91.800,90.000,1.800,0.000,No,ROTR_WIP,BRG001-20250516-0430,2025-05-16,1,Returned,Returned material consumption for PROD202505130043; Rotor Assembly,2025-05-16 09:03:00,2025-05-16 16:39:00
369,43,106,21,3.600,2.359,2.340,0.000,0.019,No,ROTR_WIP,MEC012-20250518-0431,2025-05-18,1,Partially Consumed,Partially Consumed material consumption for PROD202505130043; Rotor Assembly,2025-05-18 09:10:00,2025-05-18 16:50:00
370,43,106,78,2.250,2.291,2.250,0.000,0.041,No,ROTR_WIP,FAS016-20250515-0432,2025-05-15,1,Returned,Returned material consumption for PROD202505130043; Rotor Assembly,2025-05-15 09:17:00,2025-05-15 16:01:00
371,43,106,79,180.000,119.340,117.000,2.340,0.000,No,ROTR_WIP,FAS017-20250517-0433,2025-05-17,1,Partially Consumed,Partially Consumed material consumption for PROD202505130043; Rotor Assembly,2025-05-17 09:24:00,2025-05-17 16:12:00
372,43,106,82,180.000,183.240,180.000,1.800,1.440,ml,ROTR_WIP,CON003-20250514-0434,2025-05-14,1,Returned,Returned material consumption for PROD202505130043; Rotor Assembly,2025-05-14 09:31:00,2025-05-14 16:23:00
373,43,106,83,180.000,119.106,117.000,0.000,2.106,g,ROTR_WIP,CON004-20250516-0435,2025-05-16,1,Partially Consumed,Partially Consumed material consumption for PROD202505130043; Rotor Assembly,2025-05-16 09:38:00,2025-05-16 16:34:00
374,43,106,26,180.000,183.600,180.000,3.600,0.000,No,ROTR_WIP,SEA001-20250518-0436,2025-05-18,1,Returned,Returned material consumption for PROD202505130043; Rotor Assembly,2025-05-18 09:45:00,2025-05-18 16:45:00
375,44,107,7,25.000,8.908,8.750,0.000,0.158,No,ROTR_WIP,MAG001-20250518-0437,2025-05-18,1,Issued,Issued material consumption for PROD202505180044; Rotor Assembly,2025-05-18 09:52:00,2025-05-18 16:56:00
376,44,107,10,31.250,20.719,20.313,0.406,0.000,No,ROTR_WIP,MEC001-20250520-0438,2025-05-20,1,Partially Consumed,Partially Consumed material consumption for PROD202505180044; Rotor Assembly,2025-05-20 09:59:00,2025-05-20 16:07:00
377,44,107,13,12.500,4.454,4.375,0.044,0.035,No,ROTR_WIP,MEC004-20250518-0439,2025-05-18,1,Issued,Issued material consumption for PROD202505180044; Rotor Assembly,2025-05-18 09:06:00,2025-05-18 16:18:00
378,44,107,23,50.000,17.815,17.500,0.000,0.315,No,ROTR_WIP,BRG001-20250520-0440,2025-05-20,1,Issued,Issued material consumption for PROD202505180044; Rotor Assembly,2025-05-20 09:13:00,2025-05-20 16:29:00
379,44,107,21,2.000,1.326,1.300,0.026,0.000,No,ROTR_WIP,MEC012-20250518-0441,2025-05-18,1,Partially Consumed,Partially Consumed material consumption for PROD202505180044; Rotor Assembly,2025-05-18 09:20:00,2025-05-18 16:40:00
380,44,107,78,1.250,0.442,0.438,0.000,0.004,No,ROTR_WIP,FAS016-20250520-0442,2025-05-20,1,Issued,Issued material consumption for PROD202505180044; Rotor Assembly,2025-05-20 09:27:00,2025-05-20 16:51:00
381,44,107,79,100.000,35.630,35.000,0.000,0.630,No,ROTR_WIP,FAS017-20250518-0443,2025-05-18,1,Issued,Issued material consumption for PROD202505180044; Rotor Assembly,2025-05-18 09:34:00,2025-05-18 16:02:00
382,44,107,82,100.000,66.300,65.000,1.300,0.000,ml,ROTR_WIP,CON003-20250520-0444,2025-05-20,1,Partially Consumed,Partially Consumed material consumption for PROD202505180044; Rotor Assembly,2025-05-20 09:41:00,2025-05-20 16:13:00
383,44,107,83,100.000,35.280,35.000,0.000,0.280,g,ROTR_WIP,CON004-20250518-0445,2025-05-18,1,Issued,Issued material consumption for PROD202505180044; Rotor Assembly,2025-05-18 09:48:00,2025-05-18 16:24:00
384,44,107,26,100.000,35.630,35.000,0.000,0.630,No,ROTR_WIP,SEA001-20250520-0446,2025-05-20,1,Issued,Issued material consumption for PROD202505180044; Rotor Assembly,2025-05-20 09:55:00,2025-05-20 16:35:00
385,45,108,7,37.500,0.000,0.000,0.000,0.000,No,ROTR_WIP,MAG001-20250704-0447,2025-07-04,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-04 09:02:00,2025-07-04 16:46:00
386,45,108,10,46.875,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC001-20250706-0448,2025-07-06,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-06 09:09:00,2025-07-06 16:57:00
387,45,108,13,18.750,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC004-20250703-0449,2025-07-03,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-03 09:16:00,2025-07-03 16:08:00
388,45,108,23,75.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,BRG001-20250705-0450,2025-07-05,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-05 09:23:00,2025-07-05 16:19:00
389,45,108,21,3.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC012-20250707-0451,2025-07-07,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-07 09:30:00,2025-07-07 16:30:00
390,45,108,78,1.875,0.000,0.000,0.000,0.000,No,ROTR_WIP,FAS016-20250704-0452,2025-07-04,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-04 09:37:00,2025-07-04 16:41:00
391,45,108,79,150.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,FAS017-20250706-0453,2025-07-06,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-06 09:44:00,2025-07-06 16:52:00
392,45,108,82,150.000,0.000,0.000,0.000,0.000,ml,ROTR_WIP,CON003-20250703-0454,2025-07-03,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-03 09:51:00,2025-07-03 16:03:00
393,45,108,83,150.000,0.000,0.000,0.000,0.000,g,ROTR_WIP,CON004-20250705-0455,2025-07-05,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-05 09:58:00,2025-07-05 16:14:00
394,45,108,26,150.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,SEA001-20250707-0456,2025-07-07,1,Planned,Planned material consumption for PROD202507030045; Rotor Assembly,2025-07-07 09:05:00,2025-07-07 16:25:00
395,46,106,7,47.500,0.000,0.000,0.000,0.000,No,ROTR_WIP,MAG001-20250519-0457,2025-05-19,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-19 09:12:00,2025-05-19 16:36:00
396,46,106,10,59.375,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC001-20250521-0458,2025-05-21,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-21 09:19:00,2025-05-21 16:47:00
397,46,106,13,23.750,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC004-20250518-0459,2025-05-18,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-18 09:26:00,2025-05-18 16:58:00
398,46,106,23,95.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,BRG001-20250520-0460,2025-05-20,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-20 09:33:00,2025-05-20 16:09:00
399,46,106,21,3.800,0.000,0.000,0.000,0.000,No,ROTR_WIP,MEC012-20250522-0461,2025-05-22,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-22 09:40:00,2025-05-22 16:20:00
400,46,106,78,2.375,0.000,0.000,0.000,0.000,No,ROTR_WIP,FAS016-20250519-0462,2025-05-19,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-19 09:47:00,2025-05-19 16:31:00
401,46,106,79,190.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,FAS017-20250521-0463,2025-05-21,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-21 09:54:00,2025-05-21 16:42:00
402,46,106,82,190.000,0.000,0.000,0.000,0.000,ml,ROTR_WIP,CON003-20250518-0464,2025-05-18,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-18 09:01:00,2025-05-18 16:53:00
403,46,106,83,190.000,0.000,0.000,0.000,0.000,g,ROTR_WIP,CON004-20250520-0465,2025-05-20,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-20 09:08:00,2025-05-20 16:04:00
404,46,106,26,190.000,0.000,0.000,0.000,0.000,No,ROTR_WIP,SEA001-20250522-0466,2025-05-22,1,Planned,Planned material consumption for PROD202505180046; Rotor Assembly,2025-05-22 09:15:00,2025-05-22 16:15:00
405,47,107,7,57.500,20.487,20.125,0.000,0.362,No,ROTR_WIP,MAG001-20250723-0467,2025-07-23,1,Issued,Issued material consumption for PROD202507220047; Rotor Assembly,2025-07-23 09:22:00,2025-07-23 16:26:00
406,47,107,10,71.875,25.659,25.156,0.503,0.000,No,ROTR_WIP,MEC001-20250725-0468,2025-07-25,1,Issued,Issued material consumption for PROD202507220047; Rotor Assembly,2025-07-25 09:29:00,2025-07-25 16:37:00
407,47,107,13,28.750,10.245,10.063,0.101,0.081,No,ROTR_WIP,MEC004-20250722-0469,2025-07-22,1,Issued,Issued material consumption for PROD202507220047; Rotor Assembly,2025-07-22 09:36:00,2025-07-22 16:48:00
408,47,107,23,115.000,40.975,40.250,0.000,0.725,No,ROTR_WIP,BRG001-20250724-0470,2025-07-24,1,Issued,Issued material consumption for PROD202507220047; Rotor Assembly,2025-07-24 09:43:00,2025-07-24 16:59:00
409,47,107,21,4.600,1.642,1.610,0.032,0.000,No,ROTR_WIP,MEC012-20250726-0471,2025-07-26,1,Issued,Issued material consumption for PROD202507220047; Rotor Assembly,2025-07-26 09:50:00,2025-07-26 16:10:00
410,47,107,78,2.875,1.014,1.006,0.000,0.008,No,ROTR_WIP,FAS016-20250723-0472,2025-07-23,1,Issued,Issued material consumption for PROD202507220047; Rotor Assembly,2025-07-23 09:57:00,2025-07-23 16:21:00
