po_item_id,po_id,pr_item_id,item_id,ordered_quantity,uom,unit_price,line_subtotal,tax_rate,tax_amount,discount_amount,line_total,expected_delivery_date,received_quantity,pending_quantity,line_status,remarks,created_at,updated_at
226,76,230,54,203.700,No,49.091802,10000.00,18.00,1800.00,0.00,11800.00,2025-10-21,203.700,0.000,Closed,PO line converted from PR item 230 for Cable Tie 250 mm,2025-10-14 14:18:00,2025-10-14 15:18:00
227,76,230,54,291.000,No,51.546392,15000.00,18.00,2700.00,0.00,17700.00,2025-10-22,291.000,0.000,Closed,PO line converted from PR item 230 for Cable Tie 250 mm,2025-10-14 14:21:00,2025-10-14 15:21:00
228,77,231,7,514.500,No,40.816327,21000.00,18.00,3780.00,0.00,24780.00,2025-10-23,0.000,514.500,Ordered,PO line converted from PR item 231 for NdFeB Magnet N42,2025-10-15 14:24:00,2025-10-15 15:24:00
229,77,231,7,668.850,No,47.095761,31500.00,18.00,5670.00,0.00,37170.00,2025-10-18,0.000,668.850,Ordered,PO line converted from PR item 231 for NdFeB Magnet N42,2025-10-15 14:27:00,2025-10-15 15:27:00
230,77,231,7,823.200,No,51.020408,42000.00,18.00,7560.00,0.00,49560.00,2025-10-19,0.000,823.200,Ordered,PO line converted from PR item 231 for NdFeB Magnet N42,2025-10-15 14:30:00,2025-10-15 15:30:00
231,78,232,76,3235.700,No,1.103758,3571.43,18.00,642.86,53.57,4160.72,2025-10-20,3235.700,0.000,Fully Received,PO line converted from PR item 232 for Dowel Pin Ø6×25,2025-10-17 14:33:00,2025-10-17 15:33:00
232,78,232,76,3982.400,No,1.345204,5357.14,18.00,964.29,80.36,6241.07,2025-10-21,2787.680,1194.720,Partially Received,PO line converted from PR item 232 for Dowel Pin Ø6×25,2025-10-17 14:36:00,2025-10-17 15:36:00
233,78,232,76,1742.300,No,4.099673,7142.86,18.00,1285.71,107.14,8321.43,2025-10-22,435.575,1306.725,Partially Received,PO line converted from PR item 232 for Dowel Pin Ø6×25,2025-10-17 14:39:00,2025-10-17 15:39:00
234,78,232,76,2489.000,No,3.587212,8928.57,18.00,1607.14,133.93,10401.78,2025-10-23,995.600,1493.400,Partially Received,PO line converted from PR item 232 for Dowel Pin Ø6×25,2025-10-17 14:42:00,2025-10-17 15:42:00
235,79,233,87,4260.000,g,0.586854,2500.00,18.00,450.00,0.00,2950.00,2025-10-27,4260.000,0.000,Fully Received,PO line converted from PR item 233 for Silicone Sealant,2025-10-23 14:45:00,2025-10-23 15:45:00
236,79,233,87,1863.750,g,2.012072,3750.00,18.00,675.00,0.00,4425.00,2025-10-28,1863.750,0.000,Fully Received,PO line converted from PR item 233 for Silicone Sealant,2025-10-23 14:48:00,2025-10-23 15:48:00
237,79,233,87,2662.500,g,1.877934,5000.00,18.00,900.00,0.00,5900.00,2025-10-29,2662.500,0.000,Fully Received,PO line converted from PR item 233 for Silicone Sealant,2025-10-23 14:51:00,2025-10-23 15:51:00
238,79,233,87,3461.250,g,1.805706,6250.00,18.00,1125.00,0.00,7375.00,2025-10-30,3461.250,0.000,Fully Received,PO line converted from PR item 233 for Silicone Sealant,2025-10-23 14:54:00,2025-10-23 15:54:00
239,79,233,87,4260.000,g,1.760563,7500.00,18.00,1350.00,0.00,8850.00,2025-10-31,4260.000,0.000,Fully Received,PO line converted from PR item 233 for Silicone Sealant,2025-10-23 14:57:00,2025-10-23 15:57:00
240,80,234,98,63.000,No,396.825397,25000.00,18.00,4500.00,0.00,29500.00,2025-10-29,0.000,63.000,Cancelled,PO line converted from PR item 234 for User Manual,2025-10-24 14:00:00,2025-10-24 15:00:00
241,81,235,7,588.500,No,50.433305,29680.00,18.00,5342.40,0.00,35022.40,2025-10-26,0.000,588.500,Ordered,PO line converted from PR item 235 for NdFeB Magnet N42,2025-10-20 14:03:00,2025-10-20 15:03:00
242,81,235,7,765.050,No,58.192275,44520.00,18.00,8013.60,0.00,52533.60,2025-10-27,0.000,765.050,Ordered,PO line converted from PR item 235 for NdFeB Magnet N42,2025-10-20 14:06:00,2025-10-20 15:06:00
243,82,237,43,410.800,No,14.822030,6088.89,18.00,1096.00,0.00,7184.89,2025-10-31,410.800,0.000,Fully Received,PO line converted from PR item 237 for Temperature Sensor NTC,2025-10-24 14:09:00,2025-10-24 15:09:00
244,82,237,43,505.600,No,18.064339,9133.33,18.00,1644.00,0.00,10777.33,2025-11-01,353.920,151.680,Partially Received,PO line converted from PR item 237 for Temperature Sensor NTC,2025-10-24 14:12:00,2025-10-24 15:12:00
245,82,237,43,221.200,No,55.053255,12177.78,18.00,2192.00,0.00,14369.78,2025-10-27,55.300,165.900,Partially Received,PO line converted from PR item 237 for Temperature Sensor NTC,2025-10-24 14:15:00,2025-10-24 15:15:00
246,83,238,40,489.600,No,14.355739,7028.57,18.00,1265.14,0.00,8293.71,2025-11-03,489.600,0.000,Fully Received,PO line converted from PR item 238 for Hall Sensor PCB,2025-10-26 14:18:00,2025-10-26 15:18:00
247,83,238,40,214.200,No,49.219701,10542.86,18.00,1897.71,0.00,12440.57,2025-10-29,214.200,0.000,Fully Received,PO line converted from PR item 238 for Hall Sensor PCB,2025-10-26 14:21:00,2025-10-26 15:21:00
248,83,238,40,306.000,No,45.938366,14057.14,18.00,2530.29,0.00,16587.43,2025-10-30,306.000,0.000,Fully Received,PO line converted from PR item 238 for Hall Sensor PCB,2025-10-26 14:24:00,2025-10-26 15:24:00
249,83,238,40,397.800,No,44.171518,17571.43,18.00,3162.86,0.00,20734.29,2025-10-31,397.800,0.000,Fully Received,PO line converted from PR item 238 for Hall Sensor PCB,2025-10-26 14:27:00,2025-10-26 15:27:00
250,84,239,51,300.300,No,26.073926,7830.00,18.00,1409.40,0.00,9239.40,2025-10-31,300.300,0.000,Closed,PO line converted from PR item 239 for Cable Gland PG16,2025-10-28 14:30:00,2025-10-28 15:30:00
251,84,239,51,429.000,No,27.377622,11745.00,18.00,2114.10,0.00,13859.10,2025-11-01,429.000,0.000,Closed,PO line converted from PR item 239 for Cable Gland PG16,2025-10-28 14:33:00,2025-10-28 15:33:00
252,84,239,51,557.700,No,28.079613,15660.00,18.00,2818.80,0.00,18478.80,2025-11-02,557.700,0.000,Closed,PO line converted from PR item 239 for Cable Gland PG16,2025-10-28 14:36:00,2025-10-28 15:36:00
253,84,239,51,686.400,No,28.518357,19575.00,18.00,3523.50,0.00,23098.50,2025-11-03,686.400,0.000,Closed,PO line converted from PR item 239 for Cable Gland PG16,2025-10-28 14:39:00,2025-10-28 15:39:00
254,84,239,51,300.300,No,78.221778,23490.00,18.00,4228.20,0.00,27718.20,2025-11-04,300.300,0.000,Closed,PO line converted from PR item 239 for Cable Gland PG16,2025-10-28 14:42:00,2025-10-28 15:42:00
255,85,240,62,2655.000,m,89.114878,236600.00,18.00,42588.00,3549.00,275639.00,2025-11-04,0.000,2655.000,Ordered,PO line converted from PR item 240 for Heat Shrink Sleeve 12 mm,2025-10-31 14:45:00,2025-10-31 15:45:00
256,86,241,73,3415.100,No,2.928172,10000.00,18.00,1800.00,0.00,11800.00,2025-11-01,3415.100,0.000,Fully Received,PO line converted from PR item 241 for Spring Washer M6,2025-10-27 14:48:00,2025-10-27 15:48:00
257,86,241,73,4203.200,No,3.568710,15000.00,18.00,2700.00,0.00,17700.00,2025-11-02,2942.240,1260.960,Partially Received,PO line converted from PR item 241 for Spring Washer M6,2025-10-27 14:51:00,2025-10-27 15:51:00
258,87,242,84,4480.000,ml,1.240080,5555.56,18.00,1000.00,0.00,6555.56,2025-11-04,4480.000,0.000,Fully Received,PO line converted from PR item 242 for Cleaning Solvent,2025-10-29 14:54:00,2025-10-29 15:54:00
259,87,242,84,1960.000,ml,4.251699,8333.33,18.00,1500.00,0.00,9833.33,2025-11-05,1960.000,0.000,Fully Received,PO line converted from PR item 242 for Cleaning Solvent,2025-10-29 14:57:00,2025-10-29 15:57:00
260,87,242,84,2800.000,ml,3.968254,11111.11,18.00,2000.00,0.00,13111.11,2025-11-06,2800.000,0.000,Fully Received,PO line converted from PR item 242 for Cleaning Solvent,2025-10-29 14:00:00,2025-10-29 15:00:00
261,88,243,95,159.600,No,22.377381,3571.43,18.00,642.86,0.00,4214.29,2025-11-10,0.000,159.600,Cancelled,PO line converted from PR item 243 for QR Code Label,2025-11-03 14:03:00,2025-11-03 15:03:00
262,88,243,95,228.000,No,23.496228,5357.14,18.00,964.29,0.00,6321.43,2025-11-11,0.000,228.000,Cancelled,PO line converted from PR item 243 for QR Code Label,2025-11-03 14:06:00,2025-11-03 15:06:00
263,88,243,95,296.400,No,24.098718,7142.86,18.00,1285.71,0.00,8428.57,2025-11-06,0.000,296.400,Cancelled,PO line converted from PR item 243 for QR Code Label,2025-11-03 14:09:00,2025-11-03 15:09:00
264,88,243,95,364.800,No,24.475247,8928.57,18.00,1607.14,0.00,10535.71,2025-11-07,0.000,364.800,Cancelled,PO line converted from PR item 243 for QR Code Label,2025-11-03 14:12:00,2025-11-03 15:12:00
265,89,244,66,2616.000,No,0.955657,2500.00,18.00,450.00,0.00,2950.00,2025-11-14,0.000,2616.000,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:15:00,2025-11-06 15:15:00
266,89,244,66,3400.800,No,1.102682,3750.00,18.00,675.00,0.00,4425.00,2025-11-09,0.000,3400.800,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:18:00,2025-11-06 15:18:00
267,89,244,66,4185.600,No,1.194572,5000.00,18.00,900.00,0.00,5900.00,2025-11-10,0.000,4185.600,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:21:00,2025-11-06 15:21:00
268,89,244,66,1831.200,No,3.413062,6250.00,18.00,1125.00,0.00,7375.00,2025-11-11,0.000,1831.200,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:24:00,2025-11-06 15:24:00
269,89,244,66,2616.000,No,2.866972,7500.00,18.00,1350.00,0.00,8850.00,2025-11-12,0.000,2616.000,Ordered,PO line converted from PR item 244 for Hex Nut M5,2025-11-06 14:27:00,2025-11-06 15:27:00
270,90,245,15,257.400,No,639.860140,164700.00,18.00,29646.00,0.00,194346.00,2025-11-10,257.400,0.000,Fully Received,PO line converted from PR item 245 for Rotor Sleeve SS 0.8 mm,2025-11-07 14:30:00,2025-11-07 15:30:00
271,91,246,26,174.400,No,57.339450,10000.00,18.00,1800.00,0.00,11800.00,2025-11-08,174.400,0.000,Fully Received,PO line converted from PR item 246 for O-Ring Standard,2025-11-04 14:33:00,2025-11-04 15:33:00
272,91,246,26,76.300,No,196.592398,15000.00,18.00,2700.00,0.00,17700.00,2025-11-09,76.300,0.000,Fully Received,PO line converted from PR item 246 for O-Ring Standard,2025-11-04 14:36:00,2025-11-04 15:36:00
273,92,247,37,45.500,No,135.775385,6177.78,18.00,1112.00,92.67,7197.11,2025-11-12,45.500,0.000,Closed,PO line converted from PR item 247 for Terminal Block Industrial,2025-11-07 14:39:00,2025-11-07 15:39:00
274,92,247,37,65.000,No,142.564154,9266.67,18.00,1668.00,139.00,10795.67,2025-11-13,65.000,0.000,Closed,PO line converted from PR item 247 for Terminal Block Industrial,2025-11-07 14:42:00,2025-11-07 15:42:00
275,92,247,37,84.500,No,146.219527,12355.55,18.00,2224.00,185.33,14394.22,2025-11-14,84.500,0.000,Closed,PO line converted from PR item 247 for Terminal Block Industrial,2025-11-07 14:45:00,2025-11-07 15:45:00
276,93,248,48,136.500,Set,181.894286,24828.57,18.00,4469.14,0.00,29297.71,2025-11-15,0.000,136.500,Ordered,PO line converted from PR item 248 for Wiring Harness Industrial,2025-11-09 14:48:00,2025-11-09 15:48:00
277,93,248,48,177.450,Set,209.878050,37242.86,18.00,6703.71,0.00,43946.57,2025-11-16,0.000,177.450,Ordered,PO line converted from PR item 248 for Wiring Harness Industrial,2025-11-09 14:51:00,2025-11-09 15:51:00
278,93,248,48,218.400,Set,227.367857,49657.14,18.00,8938.29,0.00,58595.43,2025-11-17,0.000,218.400,Ordered,PO line converted from PR item 248 for Wiring Harness Industrial,2025-11-09 14:54:00,2025-11-09 15:54:00
279,93,248,48,95.550,Set,649.622501,62071.43,18.00,11172.86,0.00,73244.29,2025-11-12,0.000,95.550,Ordered,PO line converted from PR item 248 for Wiring Harness Industrial,2025-11-09 14:57:00,2025-11-09 15:57:00
280,94,249,37,132.600,No,53.619910,7110.00,18.00,1279.80,0.00,8389.80,2025-11-17,132.600,0.000,Fully Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:00:00,2025-11-10 15:00:00
281,94,249,37,163.200,No,65.349265,10665.00,18.00,1919.70,0.00,12584.70,2025-11-18,114.240,48.960,Partially Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:03:00,2025-11-10 15:03:00
282,94,249,37,71.400,No,199.159664,14220.00,18.00,2559.60,0.00,16779.60,2025-11-13,17.850,53.550,Partially Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:06:00,2025-11-10 15:06:00
283,94,249,37,102.000,No,174.264706,17775.00,18.00,3199.50,0.00,20974.50,2025-11-14,40.800,61.200,Partially Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:09:00,2025-11-10 15:09:00
284,94,249,37,132.600,No,160.859729,21330.00,18.00,3839.40,0.00,25169.40,2025-11-15,132.600,0.000,Fully Received,PO line converted from PR item 249 for Terminal Block Industrial,2025-11-10 14:12:00,2025-11-10 15:12:00
285,95,250,48,277.600,Set,1175.792507,326400.00,18.00,58752.00,0.00,385152.00,2025-11-21,277.600,0.000,Fully Received,PO line converted from PR item 250 for Wiring Harness Industrial,2025-11-13 14:15:00,2025-11-13 15:15:00
286,96,251,75,1981.700,No,5.046172,10000.00,18.00,1800.00,0.00,11800.00,2025-11-16,0.000,1981.700,Cancelled,PO line converted from PR item 251 for Dowel Pin Ø5×20,2025-11-13 14:18:00,2025-11-13 15:18:00
287,96,251,75,2831.000,No,5.298481,15000.00,18.00,2700.00,0.00,17700.00,2025-11-17,0.000,2831.000,Cancelled,PO line converted from PR item 251 for Dowel Pin Ø5×20,2025-11-13 14:21:00,2025-11-13 15:21:00
288,97,253,35,157.000,No,35.385732,5555.56,18.00,1000.00,0.00,6555.56,2025-12-05,0.000,157.000,Ordered,PO line converted from PR item 253 for Terminal Block Standard,2025-12-01 14:24:00,2025-12-01 15:24:00
289,97,253,35,204.100,No,40.829642,8333.33,18.00,1500.00,0.00,9833.33,2025-12-06,0.000,204.100,Ordered,PO line converted from PR item 253 for Terminal Block Standard,2025-12-01 14:27:00,2025-12-01 15:27:00
290,97,253,35,251.200,No,44.232126,11111.11,18.00,2000.00,0.00,13111.11,2025-12-07,0.000,251.200,Ordered,PO line converted from PR item 253 for Terminal Block Standard,2025-12-01 14:30:00,2025-12-01 15:30:00
291,98,254,46,297.050,No,110.419121,32800.00,18.00,5904.00,0.00,38704.00,2025-12-10,297.050,0.000,Fully Received,PO line converted from PR item 254 for Motor Connector IP68,2025-12-05 14:33:00,2025-12-05 15:33:00
292,98,254,46,365.600,No,134.573304,49200.00,18.00,8856.00,0.00,58056.00,2025-12-11,255.920,109.680,Partially Received,PO line converted from PR item 254 for Motor Connector IP68,2025-12-05 14:36:00,2025-12-05 15:36:00
293,98,254,46,159.950,No,410.128165,65600.00,18.00,11808.00,0.00,77408.00,2025-12-12,39.988,119.962,Partially Received,PO line converted from PR item 254 for Motor Connector IP68,2025-12-05 14:39:00,2025-12-05 15:39:00
294,98,254,46,228.500,No,358.862144,82000.00,18.00,14760.00,0.00,96760.00,2025-12-13,91.400,137.100,Partially Received,PO line converted from PR item 254 for Motor Connector IP68,2025-12-05 14:42:00,2025-12-05 15:42:00
295,99,255,68,4541.600,No,0.623128,2830.00,18.00,509.40,42.45,3296.95,2025-12-13,4541.600,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:45:00,2025-12-07 15:45:00
296,99,255,68,1986.950,No,2.136440,4245.00,18.00,764.10,63.68,4945.42,2025-12-14,1986.950,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:48:00,2025-12-07 15:48:00
297,99,255,68,2838.500,No,1.994011,5660.00,18.00,1018.80,84.90,6593.90,2025-12-15,2838.500,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:51:00,2025-12-07 15:51:00
298,99,255,68,3690.050,No,1.917318,7075.00,18.00,1273.50,106.13,8242.37,2025-12-10,3690.050,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:54:00,2025-12-07 15:54:00
299,99,255,68,4541.600,No,1.869385,8490.00,18.00,1528.20,127.34,9890.86,2025-12-11,4541.600,0.000,Fully Received,PO line converted from PR item 255 for Hex Nut M8,2025-12-07 14:57:00,2025-12-07 15:57:00
300,100,256,6,24.150,No,14144.927536,341600.00,18.00,61488.00,0.00,403088.00,2025-12-26,24.150,0.000,Closed,PO line converted from PR item 256 for Rotor Core 7.5 kW,2025-12-19 14:00:00,2025-12-19 15:00:00
301,101,258,89,142.500,No,70.175439,10000.00,18.00,1800.00,0.00,11800.00,2025-12-26,0.000,142.500,Ordered,PO line converted from PR item 258 for Foam Insert,2025-12-18 14:03:00,2025-12-18 15:03:00
302,101,258,89,185.250,No,80.971660,15000.00,18.00,2700.00,0.00,17700.00,2025-12-21,0.000,185.250,Ordered,PO line converted from PR item 258 for Foam Insert,2025-12-18 14:06:00,2025-12-18 15:06:00
303,102,259,78,3909.750,No,1.420950,5555.56,18.00,1000.00,0.00,6555.56,2025-12-24,3909.750,0.000,Fully Received,PO line converted from PR item 259 for Internal Circlip,2025-12-21 14:09:00,2025-12-21 15:09:00
304,102,259,78,4812.000,No,1.731781,8333.33,18.00,1500.00,0.00,9833.33,2025-12-25,3368.400,1443.600,Partially Received,PO line converted from PR item 259 for Internal Circlip,2025-12-21 14:12:00,2025-12-21 15:12:00
305,102,259,78,2105.250,No,5.277810,11111.11,18.00,2000.00,0.00,13111.11,2025-12-26,526.313,1578.937,Partially Received,PO line converted from PR item 259 for Internal Circlip,2025-12-21 14:15:00,2025-12-21 15:15:00
306,103,260,78,4841.600,No,0.737655,3571.43,18.00,642.86,0.00,4214.29,2025-12-26,4841.600,0.000,Fully Received,PO line converted from PR item 260 for Internal Circlip,2025-12-22 14:18:00,2025-12-22 15:18:00
307,103,260,78,2118.200,No,2.529100,5357.14,18.00,964.29,0.00,6321.43,2025-12-27,2118.200,0.000,Fully Received,PO line converted from PR item 260 for Internal Circlip,2025-12-22 14:21:00,2025-12-22 15:21:00
308,103,260,78,3026.000,No,2.360496,7142.86,18.00,1285.71,0.00,8428.57,2025-12-28,3026.000,0.000,Fully Received,PO line converted from PR item 260 for Internal Circlip,2025-12-22 14:24:00,2025-12-22 15:24:00
309,103,260,78,3933.800,No,2.269706,8928.57,18.00,1607.14,0.00,10535.71,2025-12-29,3933.800,0.000,Fully Received,PO line converted from PR item 260 for Internal Circlip,2025-12-22 14:27:00,2025-12-22 15:27:00
310,104,261,31,187.250,kg,218.157543,40850.00,18.00,7353.00,0.00,48203.00,2025-12-30,0.000,187.250,Cancelled,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:30:00,2025-12-25 15:30:00
311,104,261,31,267.500,kg,229.065421,61275.00,18.00,11029.50,0.00,72304.50,2025-12-31,0.000,267.500,Cancelled,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:33:00,2025-12-25 15:33:00
312,104,261,31,347.750,kg,234.938893,81700.00,18.00,14706.00,0.00,96406.00,2026-01-01,0.000,347.750,Cancelled,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:36:00,2025-12-25 15:36:00
313,104,261,31,428.000,kg,238.609813,102125.00,18.00,18382.50,0.00,120507.50,2026-01-02,0.000,428.000,Cancelled,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:39:00,2025-12-25 15:39:00
314,104,261,31,187.250,kg,654.472630,122550.00,18.00,22059.00,0.00,144609.00,2025-12-28,0.000,187.250,Cancelled,PO line converted from PR item 261 for Copper Wire 1.60 mm,2025-12-25 14:42:00,2025-12-25 15:42:00
315,105,262,100,22.500,No,36631.111111,824200.00,18.00,148356.00,0.00,972556.00,2026-01-03,0.000,22.500,Ordered,PO line converted from PR item 262 for BLDC Motor 1.5 kW,2025-12-28 14:45:00,2025-12-28 15:45:00
316,106,263,9,1463.150,No,77.531354,113440.00,18.00,20419.20,1701.60,132157.60,2026-01-04,1463.150,0.000,Fully Received,PO line converted from PR item 263 for NdFeB Magnet N48,2025-12-28 14:48:00,2025-12-28 15:48:00
317,106,263,9,1800.800,No,94.491337,170160.00,18.00,30628.80,2552.40,198236.40,2026-01-05,1260.560,540.240,Partially Received,PO line converted from PR item 263 for NdFeB Magnet N48,2025-12-28 14:51:00,2025-12-28 15:51:00
318,107,264,79,4975.200,No,1.116651,5555.56,18.00,1000.00,0.00,6555.56,2026-01-07,4975.200,0.000,Fully Received,PO line converted from PR item 264 for External Circlip,2025-12-30 14:54:00,2025-12-30 15:54:00
319,107,264,79,2176.650,No,3.828512,8333.33,18.00,1500.00,0.00,9833.33,2026-01-02,2176.650,0.000,Fully Received,PO line converted from PR item 264 for External Circlip,2025-12-30 14:57:00,2025-12-30 15:57:00
320,107,264,79,3109.500,No,3.573279,11111.11,18.00,2000.00,0.00,13111.11,2026-01-03,3109.500,0.000,Fully Received,PO line converted from PR item 264 for External Circlip,2025-12-30 14:00:00,2025-12-30 15:00:00
321,108,265,31,238.000,kg,251.620630,59885.71,18.00,10779.43,0.00,70665.14,2026-01-05,238.000,0.000,Closed,PO line converted from PR item 265 for Copper Wire 1.60 mm,2026-01-02 14:03:00,2026-01-02 15:03:00
322,108,265,31,340.000,kg,264.201676,89828.57,18.00,16169.14,0.00,105997.71,2026-01-06,340.000,0.000,Closed,PO line converted from PR item 265 for Copper Wire 1.60 mm,2026-01-02 14:06:00,2026-01-02 15:06:00
323,108,265,31,442.000,kg,270.976086,119771.43,18.00,21558.86,0.00,141330.29,2026-01-07,442.000,0.000,Closed,PO line converted from PR item 265 for Copper Wire 1.60 mm,2026-01-02 14:09:00,2026-01-02 15:09:00
324,108,265,31,544.000,kg,275.210092,149714.29,18.00,26948.57,0.00,176662.86,2026-01-08,544.000,0.000,Closed,PO line converted from PR item 265 for Copper Wire 1.60 mm,2026-01-02 14:12:00,2026-01-02 15:12:00
325,109,266,40,393.500,No,19.923761,7840.00,18.00,1411.20,0.00,9251.20,2026-01-08,0.000,393.500,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:15:00,2026-01-04 15:15:00
326,109,266,40,511.550,No,22.988955,11760.00,18.00,2116.80,0.00,13876.80,2026-01-09,0.000,511.550,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:18:00,2026-01-04 15:18:00
327,109,266,40,629.600,No,24.904701,15680.00,18.00,2822.40,0.00,18502.40,2026-01-10,0.000,629.600,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:21:00,2026-01-04 15:21:00
328,109,266,40,275.450,No,71.156290,19600.00,18.00,3528.00,0.00,23128.00,2026-01-11,0.000,275.450,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:24:00,2026-01-04 15:24:00
329,109,266,40,393.500,No,59.771283,23520.00,18.00,4233.60,0.00,27753.60,2026-01-12,0.000,393.500,Ordered,PO line converted from PR item 266 for Hall Sensor PCB,2026-01-04 14:27:00,2026-01-04 15:27:00
330,110,267,53,136.500,No,183.150183,25000.00,18.00,4500.00,0.00,29500.00,2026-01-12,136.500,0.000,Fully Received,PO line converted from PR item 267 for Cable Tie 200 mm,2026-01-07 14:30:00,2026-01-07 15:30:00
331,111,268,64,4865.600,No,2.055245,10000.00,18.00,1800.00,0.00,11800.00,2026-01-11,4865.600,0.000,Fully Received,PO line converted from PR item 268 for Hex Bolt M6×25,2026-01-05 14:33:00,2026-01-05 15:33:00
332,111,268,64,2128.700,No,7.046554,15000.00,18.00,2700.00,0.00,17700.00,2026-01-12,2128.700,0.000,Fully Received,PO line converted from PR item 268 for Hex Bolt M6×25,2026-01-05 14:36:00,2026-01-05 15:36:00
333,112,269,26,37.450,No,148.346061,5555.56,18.00,1000.00,0.00,6555.56,2026-01-14,0.000,37.450,Cancelled,PO line converted from PR item 269 for O-Ring Standard,2026-01-07 14:39:00,2026-01-07 15:39:00
334,112,269,26,53.500,No,155.763178,8333.33,18.00,1500.00,0.00,9833.33,2026-01-15,0.000,53.500,Cancelled,PO line converted from PR item 269 for O-Ring Standard,2026-01-07 14:42:00,2026-01-07 15:42:00
335,112,269,26,69.550,No,159.757153,11111.11,18.00,2000.00,0.00,13111.11,2026-01-10,0.000,69.550,Cancelled,PO line converted from PR item 269 for O-Ring Standard,2026-01-07 14:45:00,2026-01-07 15:45:00
336,113,270,38,500.000,No,7.142860,3571.43,18.00,642.86,53.57,4160.72,2026-01-16,0.000,500.000,Ordered,PO line converted from PR item 270 for Terminal Lug,2026-01-08 14:48:00,2026-01-08 15:48:00
337,113,270,38,650.000,No,8.241754,5357.14,18.00,964.29,80.36,6241.07,2026-01-11,0.000,650.000,Ordered,PO line converted from PR item 270 for Terminal Lug,2026-01-08 14:51:00,2026-01-08 15:51:00
338,113,270,38,800.000,No,8.928575,7142.86,18.00,1285.71,107.14,8321.43,2026-01-12,0.000,800.000,Ordered,PO line converted from PR item 270 for Terminal Lug,2026-01-08 14:54:00,2026-01-08 15:54:00
339,113,270,38,350.000,No,25.510200,8928.57,18.00,1607.14,133.93,10401.78,2026-01-13,0.000,350.000,Ordered,PO line converted from PR item 270 for Terminal Lug,2026-01-08 14:57:00,2026-01-08 15:57:00
340,114,271,49,183.300,No,13.638843,2500.00,18.00,450.00,0.00,2950.00,2026-01-21,183.300,0.000,Fully Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:00:00,2026-01-18 15:00:00
341,114,271,49,225.600,No,16.622340,3750.00,18.00,675.00,0.00,4425.00,2026-01-22,157.920,67.680,Partially Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:03:00,2026-01-18 15:03:00
342,114,271,49,98.700,No,50.658561,5000.00,18.00,900.00,0.00,5900.00,2026-01-23,24.675,74.025,Partially Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:06:00,2026-01-18 15:06:00
343,114,271,49,141.000,No,44.326241,6250.00,18.00,1125.00,0.00,7375.00,2026-01-24,56.400,84.600,Partially Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:09:00,2026-01-18 15:09:00
344,114,271,49,183.300,No,40.916530,7500.00,18.00,1350.00,0.00,8850.00,2026-01-25,183.300,0.000,Fully Received,PO line converted from PR item 271 for Cable Gland PG9,2026-01-18 14:12:00,2026-01-18 15:12:00
345,115,272,6,72.000,No,6187.500000,445500.00,18.00,80190.00,0.00,525690.00,2026-01-23,72.000,0.000,Fully Received,PO line converted from PR item 272 for Rotor Core 7.5 kW,2026-01-19 14:15:00,2026-01-19 15:15:00
346,116,273,17,213.150,No,960.075065,204640.00,18.00,36835.20,0.00,241475.20,2026-01-20,213.150,0.000,Closed,PO line converted from PR item 273 for Housing 3 kW,2026-01-15 14:18:00,2026-01-15 15:18:00
347,116,273,17,304.500,No,1008.078818,306960.00,18.00,55252.80,0.00,362212.80,2026-01-21,304.500,0.000,Closed,PO line converted from PR item 273 for Housing 3 kW,2026-01-15 14:21:00,2026-01-15 15:21:00
348,117,274,28,165.000,No,33.670061,5555.56,18.00,1000.00,0.00,6555.56,2026-01-26,0.000,165.000,Ordered,PO line converted from PR item 274 for Oil Seal Heavy Duty,2026-01-20 14:24:00,2026-01-20 15:24:00
